#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_tool: "https://github.com/cmungall/rdf_matcher"
#mapping_date: "2020-10-16"
#curie_map:
#  BFO: "http://purl.obolibrary.org/obo/BFO_"
#  CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  DOID: "http://purl.obolibrary.org/obo/DOID_"
#  ECTO: "http://purl.obolibrary.org/obo/ECTO_"
#  ENVO: "http://purl.obolibrary.org/obo/ENVO_"
#  FOODON: "http://purl.obolibrary.org/obo/FOODON_"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  HP: "http://purl.obolibrary.org/obo/HP_"
#  IAO: "http://purl.obolibrary.org/obo/IAO_"
#  MESH: "http://purl.obolibrary.org/obo/MESH_"
#  MF: "http://purl.obolibrary.org/obo/MF_"
#  MFOEM: "http://purl.obolibrary.org/obo/MFOEM_"
#  MFOMD: "http://purl.obolibrary.org/obo/MFOMD_"
#  MONDO: "http://purl.obolibrary.org/obo/MONDO_"
#  NANDO: "http://nanbyodata.jp/ontology/nando#"
#  NBO: "http://purl.obolibrary.org/obo/NBO_"
#  NCBITaxon: "http://purl.obolibrary.org/obo/NCBITaxon_"
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  OBA: "http://purl.obolibrary.org/obo/OBA_"
#  OBI: "http://purl.obolibrary.org/obo/OBI_"
#  OGMS: "http://purl.obolibrary.org/obo/OGMS_"
#  OMIM: "http://purl.obolibrary.org/obo/OMIM_"
#  OMIMPS: "http://purl.obolibrary.org/obo/OMIMPS_"
#  Orphanet: "http://www.orpha.net/ORDO/Orphanet_"
#  PATO: "http://purl.obolibrary.org/obo/PATO_"
#  PO: "http://purl.obolibrary.org/obo/PO_"
#  PR: "http://purl.obolibrary.org/obo/PR_"
#  RO: "http://purl.obolibrary.org/obo/RO_"
#  SCTID: "http://purl.obolibrary.org/obo/SCTID_"
#  SO: "http://purl.obolibrary.org/obo/SO_"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  UMLS: "http://linkedlifedata.com/resource/umls/id/"
#  oio: "http://www.geneontology.org/formats/oboInOwl#"
#  owl: "http://www.w3.org/2002/07/owl#"
#  skos: "http://www.w3.org/2004/02/skos/core#"
subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
NANDO:1200303	fanconi anemia	owl:equivalentClass	MONDO:0019391	Fanconi anemia	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	fanconi anemia	many_to_many	.
NANDO:1200303	fanconi anemia	owl:equivalentClass	MONDO:0009215	Fanconi anemia complementation group A	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	fanconi anemia	many_to_many	.
NANDO:1200303	fanconi anemia	owl:equivalentClass	MONDO:0019391	Fanconi anemia	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	fanconi anemia	many_to_many	.
NANDO:2200854	congenital insensitIVity to pain with anhidrosis	owl:equivalentClass	MONDO:0009746	hereditary sensory and autonomic neuropathy type 4	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	congenital insensitivity to pain with anhidrosi	many_to_one	.
NANDO:2200854	congenital insensitIVity to pain with anhidrosis	owl:equivalentClass	MONDO:0009746	hereditary sensory and autonomic neuropathy type 4	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	congenital insensitivity to pain with anhidrosis	many_to_one	.
NANDO:1200651	Ehlers-Danlos syndrome, dermatosparaxis type	owl:equivalentClass	MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	ehlers-danlos syndrome, dermatosparaxis typ	unique	.
NANDO:1200651	Ehlers-Danlos syndrome, dermatosparaxis type	owl:equivalentClass	MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	ehlers-danlos syndrome, dermatosparaxis typ	unique	.
NANDO:1200651	Ehlers-Danlos syndrome, dermatosparaxis type	owl:equivalentClass	MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	ehlers-danlos syndrome, dermatosparaxis type	unique	.
NANDO:1200651	Ehlers-Danlos syndrome, dermatosparaxis type	owl:equivalentClass	MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	ehlers-danlos syndrome, dermatosparaxis type	unique	.
NANDO:2200850	moyamoya disease	owl:equivalentClass	MONDO:0009649	MYMY1	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	moyamoya diseas	many_to_many	.
NANDO:2200850	moyamoya disease	owl:equivalentClass	MONDO:0016820	Moyamoya disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	moyamoya diseas	many_to_many	.
NANDO:2200850	moyamoya disease	owl:equivalentClass	MONDO:0009649	MYMY1	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	moyamoya disease	many_to_many	.
NANDO:2200850	moyamoya disease	owl:equivalentClass	MONDO:0016820	Moyamoya disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	moyamoya disease	many_to_many	.
NANDO:1200305	Autoimmune hemolytic anemia	owl:equivalentClass	MONDO:0020108	autoimmune hemolytic anemia	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	autoimmune hemolytic anemia	many_to_one	.
NANDO:1200305	Autoimmune hemolytic anemia	owl:equivalentClass	MONDO:0020108	autoimmune hemolytic anemia	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	autoimmune hemolytic anemia	many_to_one	.
NANDO:1200305	Autoimmune hemolytic anemia	owl:equivalentClass	MONDO:0020108	autoimmune hemolytic anemia	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	autoimmune hemolytic anemia	many_to_one	.
NANDO:1200305	Autoimmune hemolytic anemia	owl:equivalentClass	MONDO:0020108	autoimmune hemolytic anemia	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	autoimmune hemolytic anemia	many_to_one	.
NANDO:1200653	Menkes' Disease	owl:equivalentClass	MONDO:0010651	Menkes disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	menkes diseas	many_to_one	.
NANDO:1200653	Menkes' Disease	owl:equivalentClass	MONDO:0010651	Menkes disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	rdfs:label	intractable disease	BFO:0000016	menkes diseas	many_to_one	.
NANDO:1200653	Menkes' Disease	owl:equivalentClass	MONDO:0010651	Menkes disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	menkes disease	many_to_one	.
NANDO:1200653	Menkes' Disease	owl:equivalentClass	MONDO:0010651	Menkes disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	rdfs:label	intractable disease	BFO:0000016	menkes disease	many_to_one	.
NANDO:1200307	cold agglutinin disease	owl:equivalentClass	MONDO:0018922	cold agglutinin disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	cold agglutinin diseas	many_to_one	.
NANDO:1200307	cold agglutinin disease	owl:equivalentClass	MONDO:0018922	cold agglutinin disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	cold agglutinin disease	many_to_one	.
NANDO:2200492	propionic acidaemia	owl:equivalentClass	MONDO:0004277	gonorrhea	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasRelatedSynonym	intractable disease	BFO:0000016	pa	unique	.
NANDO:2200134	Lipoprotein glomerulopathy	owl:equivalentClass	MONDO:0012725	lipoprotein glomerulopathy	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	lipoprotein glomerulopathi	unique	.
NANDO:2200134	Lipoprotein glomerulopathy	owl:equivalentClass	MONDO:0012725	lipoprotein glomerulopathy	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	lipoprotein glomerulopathi	unique	.
NANDO:2200134	Lipoprotein glomerulopathy	owl:equivalentClass	MONDO:0012725	lipoprotein glomerulopathy	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	lipoprotein glomerulopathy	unique	.
NANDO:2200134	Lipoprotein glomerulopathy	owl:equivalentClass	MONDO:0012725	lipoprotein glomerulopathy	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	lipoprotein glomerulopathy	unique	.
NANDO:2200851	Cerebral arteriovenous malformation	owl:equivalentClass	MONDO:0007154	arteriovenous malformations of the brain	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	cerebral arteriovenous malform	many_to_one	.
NANDO:2200851	Cerebral arteriovenous malformation	owl:equivalentClass	MONDO:0007154	arteriovenous malformations of the brain	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	cerebral arteriovenous malform	many_to_one	.
NANDO:2200851	Cerebral arteriovenous malformation	owl:equivalentClass	MONDO:0007154	arteriovenous malformations of the brain	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	cerebral arteriovenous malformation	many_to_one	.
NANDO:2200858	limb-girdle muscular dystrophy	owl:equivalentClass	MONDO:0016971	limb-girdle muscular dystrophy	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	limb-girdle muscular dystrophi	many_to_one	.
NANDO:2200858	limb-girdle muscular dystrophy	owl:equivalentClass	MONDO:0016971	limb-girdle muscular dystrophy	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	limb-girdle muscular dystrophy	many_to_one	.
NANDO:2200131	Atypical haemolytic uraemic syndrome	owl:equivalentClass	MONDO:0016244	atypical hemolytic-uremic syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	ahu	many_to_one	.
NANDO:2200131	Atypical haemolytic uraemic syndrome	owl:equivalentClass	MONDO:0016244	atypical hemolytic-uremic syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	ahus	many_to_one	.
NANDO:2200483	Citrin deficiency	owl:equivalentClass	MONDO:0011326	citrullinemia, type II, adult-onset	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	citrin defici	many_to_many	.
NANDO:2200483	Citrin deficiency	owl:equivalentClass	MONDO:0016602	citrin deficiency	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	citrin defici	many_to_many	.
NANDO:2200483	Citrin deficiency	owl:equivalentClass	MONDO:0011326	citrullinemia, type II, adult-onset	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	citrin deficiency	many_to_many	.
NANDO:2200483	Citrin deficiency	owl:equivalentClass	MONDO:0016602	citrin deficiency	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	citrin deficiency	many_to_many	.
NANDO:1200295	Aplastic anemia	owl:equivalentClass	MONDO:0012197	idiopathic aplastic anemia	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	aplastic anemia	many_to_many	.
NANDO:1200295	Aplastic anemia	owl:equivalentClass	MONDO:0015909	aplastic anemia	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	aplastic anemia	many_to_many	.
NANDO:1200295	Aplastic anemia	owl:equivalentClass	MONDO:0012197	idiopathic aplastic anemia	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	aplastic anemia	many_to_many	.
NANDO:1200295	Aplastic anemia	owl:equivalentClass	MONDO:0015909	aplastic anemia	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	aplastic anemia	many_to_many	.
NANDO:1200657	VATER syndrome	owl:equivalentClass	MONDO:0008642	VACTERL/vater association	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	vater syndrom	many_to_one	.
NANDO:1200657	VATER syndrome	owl:equivalentClass	MONDO:0008642	VACTERL/vater association	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasRelatedSynonym	intractable disease	BFO:0000016	vater syndrome	many_to_one	.
NANDO:1200657	VATER syndrome	owl:equivalentClass	MONDO:0008642	VACTERL/vater association	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	vater associ	many_to_one	.
NANDO:1200657	VATER syndrome	owl:equivalentClass	MONDO:0008642	VACTERL/vater association	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	vater association	many_to_one	.
NANDO:1200967	nail-patella syndrome	owl:equivalentClass	MONDO:0008061	nail-patella syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	nail-patella syndrom	many_to_one	.
NANDO:1200967	nail-patella syndrome	owl:equivalentClass	MONDO:0008061	nail-patella syndrome	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	nail-patella syndrom	many_to_one	.
NANDO:1200967	nail-patella syndrome	owl:equivalentClass	MONDO:0008061	nail-patella syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	nail-patella syndrome	many_to_one	.
NANDO:1200967	nail-patella syndrome	owl:equivalentClass	MONDO:0008061	nail-patella syndrome	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	nail-patella syndrome	many_to_one	.
NANDO:2200484	Hyperornithinemia	owl:equivalentClass	MONDO:0009796	ornithine aminotransferase deficiency	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	hyperornithinemia	many_to_many	.
NANDO:2200484	Hyperornithinemia	owl:equivalentClass	MONDO:0009796	ornithine aminotransferase deficiency	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	hyperornithinemia	many_to_many	.
NANDO:2200484	Hyperornithinemia	owl:equivalentClass	MONDO:0009393	ornithine translocase deficiency	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasRelatedSynonym	intractable disease	BFO:0000016	hhh	many_to_many	.
NANDO:2200484	Hyperornithinemia	owl:equivalentClass	MONDO:0009393	ornithine translocase deficiency	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasRelatedSynonym	intractable disease	BFO:0000016	hhh	many_to_many	.
NANDO:2200484	Hyperornithinemia	owl:equivalentClass	MONDO:0009393	ornithine translocase deficiency	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasRelatedSynonym	intractable disease	BFO:0000016	hhh	many_to_many	.
NANDO:1200296	Idiopathic aplastic anemia	owl:equivalentClass	MONDO:0012197	idiopathic aplastic anemia	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	idiopathic aplastic anemia	many_to_one	.
NANDO:1200296	Idiopathic aplastic anemia	owl:equivalentClass	MONDO:0012197	idiopathic aplastic anemia	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	idiopathic aplastic anemia	many_to_one	.
NANDO:1200658	Nasu-Hakola disease	owl:equivalentClass	MONDO:0009092	Nasu-Hakola disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	nasu-hakola diseas	unique	.
NANDO:1200658	Nasu-Hakola disease	owl:equivalentClass	MONDO:0009092	Nasu-Hakola disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	nasu-hakola diseas	unique	.
NANDO:1200658	Nasu-Hakola disease	owl:equivalentClass	MONDO:0009092	Nasu-Hakola disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	nasu-hakola disease	unique	.
NANDO:1200658	Nasu-Hakola disease	owl:equivalentClass	MONDO:0009092	Nasu-Hakola disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	rdfs:label	intractable disease	BFO:0000016	nasu-hakola disease	unique	.
NANDO:1200041	spinocerebellar ataxia type 3	owl:equivalentClass	MONDO:0007182	Machado-Joseph disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 3	many_to_many	.
NANDO:1200041	spinocerebellar ataxia type 3	owl:equivalentClass	MONDO:0007182	Machado-Joseph disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	rdfs:label	oio:hasExactSynonym	intractable disease	BFO:0000016	spinocerebellar ataxia type 3	many_to_many	.
NANDO:1200041	spinocerebellar ataxia type 3	owl:equivalentClass	MONDO:0007182	Machado-Joseph disease	Lexical	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	mjd	many_to_many	.
NANDO:1200041	spinocerebellar ataxia type 3	owl:equivalentClass	MONDO:0007182	Machado-Joseph disease	Lexical|Stemming	NANDO	MONDO	rdf_matcher	0.5	skos:altLabel	oio:hasExactSynonym	intractable disease	BFO:0000016	mjd	many_to_many	.
