NORD ID	subject_label	MONDO ID	mondo_id	xref	xref_source	synonym	synonym_source	synonym_type	subset	subset_source
715	Acoustic Neuroma	0001569	MONDO:0001569	NORD:715	MONDO:NORD	acoustic neuroma	NORD:715	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:715
716	Acquired Aplastic Anemia	0015610	MONDO:0015610	NORD:716	MONDO:NORD	acquired aplastic anemia	NORD:716	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:716
717	Acquired Hemophilia	0019139	MONDO:0019139	NORD:717	MONDO:NORD	acquired hemophilia	NORD:717	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:717
721	Acrodermatitis Enteropathica	0008713	MONDO:0008713	NORD:721	MONDO:NORD	acrodermatitis enteropathica	NORD:721	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:721
722	Acrodysostosis	0019797	MONDO:0019797	NORD:722	MONDO:NORD	acrodysostosis	NORD:722	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:722
723	Acromegaly	0019933	MONDO:0019933	NORD:723	MONDO:NORD	acromegaly	NORD:723	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:723
724	Acromesomelic Dysplasia	0019696	MONDO:0019696	NORD:724	MONDO:NORD	acromesomelic dysplasia	NORD:724	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:724
725	Acromicric Dysplasia	0007055	MONDO:0007055	NORD:725	MONDO:NORD	acromicric dysplasia	NORD:725	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:725
727	Acute Disseminated Encephalomyelitis	0019383	MONDO:0019383	NORD:727	MONDO:NORD	acute disseminated encephalomyelitis	NORD:727	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:727
728	Acute Eosinophilic Pneumonia	0019122	MONDO:0019122	NORD:728	MONDO:NORD	idiopathic acute eosinophilic pneumonia	NORD:728	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:728
729	Acute Intermittent Porphyria	0008294	MONDO:0008294	NORD:729	MONDO:NORD	acute intermittent porphyria	NORD:729	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:729
731	Adams-Oliver Syndrome	0007034	MONDO:0007034	NORD:731	MONDO:NORD	Adams-Oliver syndrome	NORD:731	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:731
733	Adenoid Cystic Carcinoma	0006639	MONDO:0006639	NORD:733	MONDO:NORD	adrenal cortex carcinoma	NORD:733	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:733
735	Adie Syndrome	0018690	MONDO:0018690	NORD:735	MONDO:NORD	Holmes-Adie syndrome	NORD:735	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:735
736	X-Linked Adrenoleukodystrophy	0018544	MONDO:0018544	NORD:736	MONDO:NORD	adrenoleukodystrophy	NORD:736	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:736
737	Adult-Onset Still's Disease	0019355	MONDO:0019355	NORD:737	MONDO:NORD	adult-onset Still disease	NORD:737	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:737
738	AEC Syndrome	0007124	MONDO:0007124	NORD:738	MONDO:NORD	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	NORD:738	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:738
739	Congenital Afibrinogenemia	0008737	MONDO:0008737	NORD:739	MONDO:NORD	congenital afibrinogenemia	NORD:739	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:739
740	African Iron Overload	0011012	MONDO:0011012	NORD:740	MONDO:NORD	African iron overload	NORD:740	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:740
741	Agammaglobulinemia	0015977	MONDO:0015977	NORD:741	MONDO:NORD	agammaglobulinemia	NORD:741	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:741
743	Agranulocytosis, Acquired	0021758	MONDO:0021758	NORD:743	MONDO:NORD	acquired agranulocytosis	NORD:743	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:743
745	Aicardi Syndrome	0010568	MONDO:0010568	NORD:745	MONDO:NORD	Aicardi syndrome	NORD:745	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:745
747	ALAD Porphyria	0013000	MONDO:0013000	NORD:747	MONDO:NORD	porphyria due to ALA dehydratase deficiency	NORD:747	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:747
748	Alagille Syndrome	0007318	MONDO:0007318	NORD:748	MONDO:NORD	Alagille syndrome	NORD:748	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:748
749	Alexander Disease	0008752	MONDO:0008752	NORD:749	MONDO:NORD	Alexander disease	NORD:749	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:749
750	Alkaptonuria	0008753	MONDO:0008753	NORD:750	MONDO:NORD	alkaptonuria	NORD:750	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:750
752	Alpers Disease	0008758	MONDO:0008758	NORD:752	MONDO:NORD	mitochondrial DNA depletion syndrome 4a	NORD:752	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:752
753	Alpha Thalassemia X-linked Intellectual Disability Syndrome	0010519	MONDO:0010519	NORD:753	MONDO:NORD	alpha thalassemia-X-linked intellectual disability syndrome	NORD:753	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:753
754	Alpha-1 Antitrypsin Deficiency	0013282	MONDO:0013282	NORD:754	MONDO:NORD	alpha 1-antitrypsin deficiency	NORD:754	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:754
755	Alpha-Mannosidosis	0009561	MONDO:0009561	NORD:755	MONDO:NORD	alpha-mannosidosis	NORD:755	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:755
756	Alport Syndrome	0018965	MONDO:0018965	NORD:756	MONDO:NORD	Alport syndrome	NORD:756	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:756
757	Alstrom Syndrome	0008763	MONDO:0008763	NORD:757	MONDO:NORD	Alstrom syndrome	NORD:757	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:757
758	Alternating Hemiplegia of Childhood	0016241	MONDO:0016241	NORD:758	MONDO:NORD	alternating hemiplegia of childhood	NORD:758	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:758
759	Alveolar Capillary Dysplasia with Misalignment of Pulmonary Veins	0009934	MONDO:0009934	NORD:759	MONDO:NORD	alveolar capillary dysplasia with misalignment of pulmonary veins	NORD:759	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:759
760	Alveolar Soft Part Sarcoma	0011655	MONDO:0011655	NORD:760	MONDO:NORD	alveolar soft part sarcoma	NORD:760	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:760
761	Extrinsic Allergic Alveolitis	0017853	MONDO:0017853	NORD:761	MONDO:NORD	hypersensitivity pneumonitis	NORD:761	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:761
763	Ameloblastic Carcinoma	0006079	MONDO:0006079	NORD:763	MONDO:NORD	ameloblastic carcinoma	NORD:763	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:763
764	Ameloblastoma	0017795	MONDO:0017795	NORD:764	MONDO:NORD	ameloblastoma	NORD:764	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:764
765	Amelogenesis Imperfecta	0019507	MONDO:0019507	NORD:765	MONDO:NORD	amelogenesis imperfecta	NORD:765	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:765
766	Amniotic Band Syndrome	0015167	MONDO:0015167	NORD:766	MONDO:NORD	amniotic band syndrome	NORD:766	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:766
768	Amyotrophic Lateral Sclerosis	0004976	MONDO:0004976	NORD:768	MONDO:NORD	amyotrophic lateral sclerosis	NORD:768	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:768
769	Anaplastic Astrocytoma	0016684	MONDO:0016684	NORD:769	MONDO:NORD	anaplastic astrocytoma	NORD:769	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:769
770	Andersen Disease (GSD IV)	0009292	MONDO:0009292	NORD:770	MONDO:NORD	glycogen storage disease due to glycogen branching enzyme deficiency	NORD:770	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:770
771	Partial Androgen Insensitivity Syndrome	0010720	MONDO:0010720	NORD:771	MONDO:NORD	partial androgen insensitivity syndrome	NORD:771	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:771
773	Diamond Blackfan Anemia	0015253	MONDO:0015253	NORD:773	MONDO:NORD	Diamond-Blackfan anemia	NORD:773	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:773
774	Anemia, Hemolytic, Acquired Autoimmune	0020108	MONDO:0020108	NORD:774	MONDO:NORD	autoimmune hemolytic anemia	NORD:774	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:774
775	Cold Agglutinin Disease	0018922	MONDO:0018922	NORD:775	MONDO:NORD	cold agglutinin disease	NORD:775	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:775
777	Hereditary Spherocytosis	0019350	MONDO:0019350	NORD:777	MONDO:NORD	hereditary spherocytosis	NORD:777	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:777
782	Angelman Syndrome	0007113	MONDO:0007113	NORD:782	MONDO:NORD	Angelman syndrome	NORD:782	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:782
784	Angioimmunoblastic T-Cell Lymphoma	0004977	MONDO:0004977	NORD:784	MONDO:NORD	angioimmunoblastic T-cell lymphoma	NORD:784	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:784
785	Aniridia	0019172	MONDO:0019172	NORD:785	MONDO:NORD	aniridia	NORD:785	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:785
786	Aniridia Cerebellar Ataxia Mental Deficiency	0008795	MONDO:0008795	NORD:786	MONDO:NORD	aniridia-cerebellar ataxia-intellectual disability syndrome	NORD:786	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:786
790	Antiphospholipid Syndrome	0017278	MONDO:0017278	NORD:790	MONDO:NORD	autoimmune polyendocrinopathy	NORD:790	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:790
791	Antithrombin Deficiency	0013144	MONDO:0013144	NORD:791	MONDO:NORD	hereditary antithrombin deficiency	NORD:791	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:791
792	Antley-Bixler Syndrome	0008803	MONDO:0008803	NORD:792	MONDO:NORD	Antley-Bixler syndrome	NORD:792	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:792
793	Apert Syndrome	0007041	MONDO:0007041	NORD:793	MONDO:NORD	apert syndrome	NORD:793	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:793
794	Aplasia Cutis Congenita	0007145	MONDO:0007145	NORD:794	MONDO:NORD	aplasia cutis congenita	NORD:794	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:794
798	Autoimmune Polyglandular Syndrome Type 1	0009411	MONDO:0009411	NORD:798	MONDO:NORD	autoimmune polyendocrine syndrome type 1	NORD:798	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:798
800	Arachnoiditis	0015304	MONDO:0015304	NORD:800	MONDO:NORD	arachnoiditis	NORD:800	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:800
802	Argininosuccinic Aciduria	0008815	MONDO:0008815	NORD:802	MONDO:NORD	argininosuccinic aciduria	NORD:802	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:802
803	Arterial Tortuosity Syndrome	0008818	MONDO:0008818	NORD:803	MONDO:NORD	arterial tortuosity syndrome	NORD:803	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:803
805	Giant Cell Arteritis	0008538	MONDO:0008538	NORD:805	MONDO:NORD	temporal arteritis	NORD:805	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:805
806	Arteritis, Takayasu	0017991	MONDO:0017991	NORD:806	MONDO:NORD	Takayasu arteritis	NORD:806	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:806
808	Arthritis, Juvenile Rheumatoid	0011429	MONDO:0011429	NORD:808	MONDO:NORD	juvenile idiopathic arthritis	NORD:808	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:808
810	Arthrogryposis Multiplex Congenita	0015168	MONDO:0015168	NORD:810	MONDO:NORD	arthrogryposis multiplex congenita	NORD:810	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:810
811	Asherman's Syndrome	0015299	MONDO:0015299	NORD:811	MONDO:NORD	Asherman syndrome	NORD:811	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:811
813	Aspartylglycosaminuria	0008830	MONDO:0008830	NORD:813	MONDO:NORD	aspartylglucosaminuria	NORD:813	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:813
814	Aspergillosis	0005657	MONDO:0005657	NORD:814	MONDO:NORD	aspergillosis	NORD:814	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:814
816	Ataxia Telangiectasia	0008840	MONDO:0008840	NORD:816	MONDO:NORD	ataxia telangiectasia	NORD:816	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:816
817	Ataxia with Vitamin E Deficiency	0010188	MONDO:0010188	NORD:817	MONDO:NORD	familial isolated deficiency of vitamin E	NORD:817	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:817
818	Friedreich's Ataxia	0100339	MONDO:0100339	NORD:818	MONDO:NORD	Friedreich ataxia	NORD:818	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:818
819	Atransferrinemia	0008846	MONDO:0008846	NORD:819	MONDO:NORD	atransferrinemia	NORD:819	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:819
820	Atrial Septal Defects	0006664	MONDO:0006664	NORD:820	MONDO:NORD	atrial septal defect	NORD:820	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:820
821	Atrioventricular Septal Defect	0020290	MONDO:0020290	NORD:821	MONDO:NORD	familial atrioventricular septal defect	NORD:821	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:821
822	Atypical Hemolytic Uremic Syndrome	0016244	MONDO:0016244	NORD:822	MONDO:NORD	atypical hemolytic-uremic syndrome	NORD:822	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:822
824	Autoimmune Polyendocrine Syndrome Type II	0010012	MONDO:0010012	NORD:824	MONDO:NORD	autoimmune polyendocrinopathy type 2	NORD:824	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:824
825	Autosomal Dominant Hereditary Ataxia	0020380	MONDO:0020380	NORD:825	MONDO:NORD	autosomal dominant cerebellar ataxia	NORD:825	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:825
826	Autosomal Dominant Hyper IgE Syndrome	0007818	MONDO:0007818	NORD:826	MONDO:NORD	hyper-IgE recurrent infection syndrome 1, autosomal dominant	NORD:826	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:826
827	Autosomal Dominant Tubulo-Interstitial Kidney Disease	0008073	MONDO:0008073	NORD:827	MONDO:NORD	familial juvenile hyperuricemic nephropathy type 1	NORD:827	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:827
828	Autosomal Dominant Polycystic Kidney Disease	0004691	MONDO:0004691	NORD:828	MONDO:NORD	autosomal dominant polycystic kidney disease	NORD:828	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:828
831	Autosomal Recessive Polycystic Kidney Disease	0009889	MONDO:0009889	NORD:831	MONDO:NORD	autosomal recessive polycystic kidney disease	NORD:831	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:831
832	Babesiosis	0005661	MONDO:0005661	NORD:832	MONDO:NORD	babesiosis	NORD:832	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:832
833	Balantidiasis	0005662	MONDO:0005662	NORD:833	MONDO:NORD	balantidiasis	NORD:833	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:833
834	Baller-Gerold Syndrome	0009039	MONDO:0009039	NORD:834	MONDO:NORD	Baller-Gerold syndrome	NORD:834	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:834
835	Balo Disease	0016430	MONDO:0016430	NORD:835	MONDO:NORD	Balo concentric sclerosis	NORD:835	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:835
836	Banti's Syndrome	0006795	MONDO:0006795	NORD:836	MONDO:NORD	hypersplenism	NORD:836	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:836
837	Barakat Syndrome	0007797	MONDO:0007797	NORD:837	MONDO:NORD	hypoparathyroidism-deafness-renal disease syndrome	NORD:837	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:837
838	Bardet-Biedl Syndrome	0015229	MONDO:0015229	NORD:838	MONDO:NORD	Bardet-Biedl syndrome	NORD:838	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:838
840	Barth Syndrome	0010543	MONDO:0010543	NORD:840	MONDO:NORD	Barth syndrome	NORD:840	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:840
842	Bartter Syndrome	0015231	MONDO:0015231	NORD:842	MONDO:NORD	Bartter syndrome	NORD:842	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:842
843	Juvenile CLN3 Disease	0008767	MONDO:0008767	NORD:843	MONDO:NORD	neuronal ceroid lipofuscinosis 3	NORD:843	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:843
844	Congenital Contractural Arachnodactyly	0007363	MONDO:0007363	NORD:844	MONDO:NORD	congenital contractural arachnodactyly	NORD:844	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:844
845	Beckwith-Wiedemann Syndrome	0007534	MONDO:0007534	NORD:845	MONDO:NORD	Beckwith-Wiedemann syndrome	NORD:845	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:845
847	Bejel	0001714	MONDO:0001714	NORD:847	MONDO:NORD	bejel	NORD:847	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:847
848	Bell's Palsy	0005665	MONDO:0005665	NORD:848	MONDO:NORD	Bell's palsy	NORD:848	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:848
850	Benign Paroxysmal Positional Vertigo	8000018	MONDO:8000018	NORD:850	MONDO:NORD	benign paroxysmal positional vertigo	NORD:850	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:850
851	Bernard-Soulier Syndrome	0009276	MONDO:0009276	NORD:851	MONDO:NORD	Bernard-Soulier syndrome	NORD:851	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:851
853	Best Vitelliform Macular Dystrophy	0007931	MONDO:0007931	NORD:853	MONDO:NORD	vitelliform macular dystrophy 2	NORD:853	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:853
857	Biotinidase Deficiency	0009665	MONDO:0009665	NORD:857	MONDO:NORD	biotinidase deficiency	NORD:857	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:857
858	Birt-Hogg-Dube syndrome	0007607	MONDO:0007607	NORD:858	MONDO:NORD	Birt-Hogg-Dube syndrome	NORD:858	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:858
859	Bjornstad syndrome	0009872	MONDO:0009872	NORD:859	MONDO:NORD	Bjornstad syndrome	NORD:859	http://purl.obolibrary.org/obo/mondo#NORD_PREFERRED	http://purl.obolibrary.org/obo/mondo#nord_rare	NORD:859
