mondo_id	xref_genevalidation	xref_source	see_also	xref_source	synonym	synonym_type	xref_source	subset	subset_source
MONDO:0018544	CGGV:assertion_815e0f84-b530-4fd2-81a9-02e02bf352ee-2020-12-18T050000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0018544	MONDO:CLINGEN	adrenoleukodystrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0014564	CGGV:assertion_f8d82e6f-8ee8-4944-898b-165916c13cac-2022-04-15T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0014564	MONDO:CLINGEN	congenital bile acid synthesis defect 5	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008863	CGGV:assertion_c52c7403-8975-4a3f-8796-a966e977f708-2020-07-10T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008863	MONDO:CLINGEN	sitosterolemia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008863	CGGV:assertion_af59edc2-1148-4dca-b804-192639017b65-2020-07-14T202806.911Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008863	MONDO:CLINGEN	sitosterolemia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0012984	CGGV:assertion_ccd68c20-2024-4239-be51-26697e19a6b4-2018-06-26T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0012984	MONDO:CLINGEN	PHARC syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0010155	CGGV:assertion_19bf65b3-0c75-46e2-8796-5664ce6dd371-2022-08-02T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0010155	MONDO:CLINGEN	Dorfman-Chanarin disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0012648	CGGV:assertion_0d260f0e-df71-420a-9281-92e4bddcddbb-2019-04-26T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0012648	MONDO:CLINGEN	isobutyryl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0012624	CGGV:assertion_5fad1866-75ce-470f-984c-e64bb7e11168-2018-03-27T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0012624	MONDO:CLINGEN	acyl-CoA dehydrogenase 9 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0020531	CGGV:assertion_d95637bf-c628-4d23-a0d5-656db55a09a4-2021-01-25T194827.344Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0020531	MONDO:CLINGEN	long chain acyl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008721	CGGV:assertion_fb987774-0e5b-4466-924f-6f19fccc6599-2018-01-23T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008721	MONDO:CLINGEN	medium chain acyl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008722	CGGV:assertion_c6bc94e9-cdf2-4efb-b654-004541efc344-2018-01-23T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008722	MONDO:CLINGEN	short chain acyl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0012392	CGGV:assertion_8bfa3857-c96c-40ac-b4c1-2cf04fd4eb4f-2019-03-22T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0012392	MONDO:CLINGEN	2-methylbutyryl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008723	CGGV:assertion_130ca053-9f40-4fd5-b89c-b9b374694fda-2018-02-20T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008723	MONDO:CLINGEN	very long chain acyl-CoA dehydrogenase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008760	CGGV:assertion_99bcab0a-de59-479d-8fe6-8b76cbce90ee-2018-05-22T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008760	MONDO:CLINGEN	beta-ketothiolase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0013548	CGGV:assertion_7cb46678-6e33-4d34-86ba-fdf59e59fb80-2021-01-25T194853.212Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0013548	MONDO:CLINGEN	acetyl-CoA acetyltransferase-2 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100112	CGGV:assertion_8ac052f6-de8d-4c14-adf2-bbecb624defd-2022-04-15T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100112	MONDO:CLINGEN	acyl-CoA binding domain containing protein 5 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0030073	CGGV:assertion_2efeef00-0803-472b-8e25-080e4728c018-2022-12-29T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0030073	MONDO:CLINGEN	Mitchell syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0009919	CGGV:assertion_96026ae4-050d-4eb5-849c-178c703a556e-2022-11-04T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0009919	MONDO:CLINGEN	peroxisomal acyl-CoA oxidase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0015015	CGGV:assertion_5627eadb-12f9-4768-915c-3da73c425650-2022-05-20T171935.296Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0015015	MONDO:CLINGEN	congenital bile acid synthesis defect 6	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0013661	CGGV:assertion_b215e20c-7781-49a0-b473-9219cb07e0b9-2020-10-09T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0013661	MONDO:CLINGEN	combined malonic and methylmalonic acidemia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019181	CGGV:assertion_b4da722c-f7fc-4dc4-ad19-1d1b023d488f-2023-01-10T190000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019181	MONDO:CLINGEN	non-syndromic X-linked intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100084	CGGV:assertion_9a8d04be-c08f-444b-b9cd-cd7de2e282c2-2020-01-13T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100084	MONDO:CLINGEN	alpha-actinopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019625	CGGCIEX:assertion_8249	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019625	MONDO:CLINGEN	familial thoracic aortic aneurysm and aortic dissection	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100433	CGGV:assertion_9cee7fd2-09f7-41dc-9742-542917d856b0-2022-05-25T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100433	MONDO:CLINGEN	ACTB-associated syndromic thrombocytopenia	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0017579	CGGV:assertion_fa13dfad-ab93-4521-874a-5ede8f608fe4-2021-10-26T165835.977Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0017579	MONDO:CLINGEN	Baraitser-Winter cerebrofrontofacial syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0005045	CGGV:assertion_2f62793b-0015-46eb-bb51-bddbae25ba0d-2021-06-23T201616.296Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0005045	MONDO:CLINGEN	hypertrophic cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0005021	CGGV:assertion_3e9b4048-3003-4180-b891-fcf10d25a814-2020-08-12T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0005021	MONDO:CLINGEN	dilated cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016587	CGGV:assertion_748d4255-ef43-4b42-b9f1-1cdbc50de763-2019-03-15T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016587	MONDO:CLINGEN	arrhythmogenic right ventricular cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0013812	CGGV:assertion_9969a221-1ce9-44c6-8ab7-2ad5f7ccd5ab-2019-01-07T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0013812	MONDO:CLINGEN	Baraitser-winter syndrome 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019497	CGGV:assertion_db9f5d19-5ebc-4a1a-a4c3-79ff27f69a0e-2019-01-07T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019497	MONDO:CLINGEN	nonsyndromic genetic hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0014078	CGGV:assertion_215f3113-cfb6-44cc-a68b-1eb6539c9fa0-2020-11-25T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0014078	MONDO:CLINGEN	platelet-type bleeding disorder 15	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0000591	CGGV:assertion_6710e329-d391-4355-85a5-02d03f8791a3-2023-05-10T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0000591	MONDO:CLINGEN	intrinsic cardiomyopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0005453	CGGV:assertion_a34f19aa-a12e-483c-ae09-a0fce770647b-2023-08-14T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0005453	MONDO:CLINGEN	congenital heart disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0010880	CGGV:assertion_fbbb72c5-84a0-4096-8d49-6df506cfee0e-2022-12-05T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0010880	MONDO:CLINGEN	telangiectasia, hereditary hemorrhagic, type 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0012368	CGGV:assertion_67196825-d32f-4070-9c15-debaa2287b73-2020-09-25T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0012368	MONDO:CLINGEN	aminoacylase 1 deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0007064	CGGV:assertion_664ba77c-3db6-47da-941e-316ac819432a-2020-11-19T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0007064	MONDO:CLINGEN	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100317	CGGV:assertion_e05f1338-6a58-4991-af3b-6433bd165a9f-2023-05-30T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100317	MONDO:CLINGEN	deficiency of adenosine deaminase 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0005453	CGGV:assertion_8ad3a100-7a22-4065-aaa2-87c64a843486-2023-08-14T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0005453	MONDO:CLINGEN	congenital heart disease	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0800398	CGGV:assertion_c648ec73-186d-4680-93ea-29f5fdf91812-2022-09-01T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0800398	MONDO:CLINGEN	ADAM9-related retinopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0010122	CGGV:assertion_6442c328-21be-482d-9ea9-ce694c1a5dd9-2020-03-25T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0010122	MONDO:CLINGEN	congenital thrombotic thrombocytopenic purpura	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0014195	CGGV:assertion_95caeabe-f92c-4884-87b4-ed97f15769f3-2022-03-02T212447.170Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0014195	MONDO:CLINGEN	microcornea-myopic chorioretinal atrophy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0005308	CGGV:assertion_a31b47e0-c9a5-4bdd-99d7-2d7f0d2a3bc8-2022-05-11T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0005308	MONDO:CLINGEN	ciliopathy	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0009723	CGGV:assertion_03f538b5-43af-4699-9ddb-264077de21c9-2020-08-27T164642.352Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0009723	MONDO:CLINGEN	Leigh syndrome	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019588	CGGCIEX:assertion_8152	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019588	MONDO:CLINGEN	hearing loss, autosomal recessive	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100516	CGGV:assertion_8a858435-3e50-406f-8ec3-9f4e40b1c392-2022-08-15T180000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100516	MONDO:CLINGEN	complex neurodevelopmental disorder with motor features	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0011738	CGGV:assertion_00a967bf-7f3a-4305-8210-7787f257a836-2023-11-29T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0011738	MONDO:CLINGEN	bilateral frontoparietal polymicrogyria	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019497	CGGV:assertion_1f3dc96a-8fd3-4d30-98fd-1b1cf264e818-2019-03-19T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019497	MONDO:CLINGEN	nonsyndromic genetic hearing loss	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0016484	CGGV:assertion_992d2cd7-5305-4278-9601-3e59ac1a8770-2017-02-15T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0016484	MONDO:CLINGEN	Usher syndrome type 2	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100255	CGGV:assertion_c2319ca2-652d-411e-ab6d-5b7fb7e185ea-2021-04-08T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100255	MONDO:CLINGEN	adenosine kinase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0014379	CGGV:assertion_837200e1-ed55-415b-bd9e-6649e4abab1d-2020-01-15T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0014379	MONDO:CLINGEN	ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0007068	CGGV:assertion_d282f565-84e4-4a47-9acc-77ee31bbe9f6-2020-09-07T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0007068	MONDO:CLINGEN	adenylosuccinate lyase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0019181	CGGV:assertion_ab4216e3-61b7-4542-ad3a-8788a7ef8b63-2017-10-20T040000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0019181	MONDO:CLINGEN	non-syndromic X-linked intellectual disability	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0008830	CGGV:assertion_1f315b4a-1a3b-4deb-90fd-2b73f732a4ba-2022-09-02T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0008830	MONDO:CLINGEN	aspartylglucosaminuria	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0009291	CGGV:assertion_a7b762bc-a12f-4194-91b9-764784248cc7-2023-02-24T170000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0009291	MONDO:CLINGEN	glycogen storage disease III	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100274	CGGV:assertion_aba640e2-c95d-414b-8c72-d22769e4366a-2022-04-22T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100274	MONDO:CLINGEN	alkylglycerone-phosphate synthase deficiency	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
MONDO:0100148	CGGV:assertion_d7cfa2a0-e6a7-49b8-a773-b32a1dfbcd57-2020-06-02T160000.000Z	MONDO:CLINGEN	https://search.clinicalgenome.org/kb/conditions/MONDO:0100148	MONDO:CLINGEN	X-linked complex neurodevelopmental disorder	http://purl.obolibrary.org/obo/mondo#CLINGEN_LABEL	MONDO:CLINGEN	http://purl.obolibrary.org/obo/mondo#clingen	MONDO:CLINGEN
