cls	def	xrefs
MONDO:0009039	"Baller-Gerold syndrome is characterized by the association of coronal craniosynostosis with radial ray anomalies (oligodactyly, aplasia or hypoplasia of the thumb, aplasia or hypoplasia of the radius)."	"Orphanet:1225 DOID:0050654 SCTID:77608001 UMLS:C0265308 MESH:C536788 NANDO:1201059 NORD:834 MEDGEN:120532 GARD:0001602 OMIM:218600 icd11.foundation:1650688177"
http://identifiers.org/ncbigene/101093379
MONDO:1014629		"VeNom:770"
MONDO:0006241	"A granuloma located in the liver."	"EFO:1000291 SCTID:714253009 ICD9:572.8 UMLS:C0745754 MEDGEN:155428"
MONDO:0007723	"An inherited susceptibility or predisposition to developing Hirschsprung disease in which the cause of the disease is a mutation in the RET gene."	"UMLS:C3888239 MEDGEN:854827 OMIM:142623"
http://identifiers.org/ncbigene/444852
GO:0016667
NCBITaxon:1513
http://identifiers.org/hgnc/7373
HP:0010277
MONDO:0002423	"A benign or malignant neoplasm that affects the rectosigmoid region. Representative examples of benign neoplasms include lipoma and leiomyoma. Representative examples of malignant neoplasms include carcinoma, lymphoma, and sarcoma. Rectosigmoid adenomas always exhibit epithelial dysplasia and are considered premalignant neoplasms."	"MEDGEN:87517 NCIT:C4877 UMLS:C0345873 SCTID:126848003 DOID:2780"
MONDO:0017467	"Tibio-fibular synostosis is a rare, non-syndromic limb malformation characterized by fusion of the proximal or distal tibial and fibular metaphysis and/or diaphysis, frequently associated with distal positioning of the proximal tibiofibular joint, leg length discrepancy, bowing of the fibula, and valgus deformity of the knee."	"icd11.foundation:1756900121 SCTID:737581000 UMLS:C4545230 GARD:0021208 MEDGEN:1616659 Orphanet:295028"
MONDO:0012626	"Any Meckel syndrome in which the cause of the disease is a mutation in the CEP290 gene."	"GARD:0015509 DOID:0070118 OMIM:611134 MEDGEN:410003 UMLS:C1970161"
MONDO:0004455	"A congenital mesoblastic nephroma characterized by the presence of interlacing fascicles of fibroblastic cells, low mitotic activity, and collagen formation."	"DOID:8083 MEDGEN:273923 UMLS:C1516475 GARD:0024016 NCIT:C39814"
http://identifiers.org/hgnc/2472
MONDO:0014160	"A non-severe combined immunodeficiency disorder manifesting with recurrent respiratory infections, candidiasis, diarrhea, and failure to thrive. Patients show a clear predisposition to herpes viral infections, and features of immune dysregulation, including hypereosinophilia, vitiligo, and alopecia areata. Other features include lymphadenopathy and hepatosplenomegaly. CD3+ T-cells express TCR- gamma|delta, but little or no TCR-alpha|beta."	"UMLS:C3809332 Orphanet:397959 GARD:0017646 MEDGEN:815662 OMIM:615387 DOID:0111977"
MONDO:0019342	"A rare autosomal recessive inherited syndrome caused by mutations in the ATR gene, RBBP8 gene, CENPJ gene, CEP152 gene, CEP63 gene, NIN gene, DNA2 gene, or TRAIP gene. It is characterized by intrauterine growth retardation, dwarfism, microcephaly, mental retardation, and a \"bird-headed\" facial appearance."	"GARD:0008562 Orphanet:808 ICD9:759.89 NCIT:C125488 DOID:0050569 MEDGEN:78534 SCTID:57917004 UMLS:C0265202 NORD:491 icd11.foundation:952199295 OMIMPS:210600"
HP:0010276
MONDO:1016311	"Brain glioma that occurs in non-human animals."	"VeNom:16809"
MONDO:0014771	"Any Joubert syndrome in which the cause of the disease is a mutation in the KIAA0556 gene."	"DOID:0110995 UMLS:C4084843 MEDGEN:900415 GARD:0016160 OMIM:616784"
CHEBI:50903	"A role played by a chemical compound which is known to  induce a process of carcinogenesis  by corrupting  normal cellular pathways, leading to the acquistion of tumoral capabilities."
FOODON:03400172	"Food product that is 1) ready or nearly ready for consumption; 2) usually a composite of several foods or ingredients that often belong to distinct product types; 3) usually formulated, mixed and partially or fully cooked. Prepared foods often undergo several of the processes listed in *F. EXTENT OF HEAT TREATMENT* and *H. TREATMENT APPLIED*; these factors should be carefully considered in indexing. The classification of prepared food products emphasizes consumption characteristics. [FDA CFSAN 1995]"@en
http://identifiers.org/hgnc/2475
UBERON:0003849
MONDO:0013006	"An isolated growth hormone deficiency characterized by autosomal recessive inheritance of low but detectable levels of GH, short stature, significantly retarded bone age, and a positive response and immunologic tolerance to growth hormone therapy that has material basis in mutation in the GH1 or GHRHR genes on chromosomes 17q23.3 and 7p14.3, respectively."	"OMIM:612781 DOID:0060874 GARD:0003919 MEDGEN:411242 Orphanet:231671 MESH:C567564 UMLS:C2748571"
MONDO:0018172	"Malignant sex cord stromal tumor (SCST) of ovary is a rare ovarian cancer arising from granulosa, theca, sertoli and leydig cells or stromal fibroblasts, occurring at any age and presenting with abdominal or pelvic mass, and characterized (with the exception of fibroma) by the production of sex steroids resulting in manifestations of hormone excess, with a relatively favorable prognosis."	"MEDGEN:233667 UMLS:C1334609 GARD:0018816 NCIT:C8053 Orphanet:35808"
HP:0034669	"A structural abnormality of the knee joint or surrounding structures."
HP:0001382
MONDO:0032797		"OMIM:618524 MEDGEN:1684886 DOID:0081348 GARD:0025748 UMLS:C5231401"
MONDO:0006219	"An aggressive, high-grade and poorly differentiated carcinoma with neuroendocrine differentiation that arises from the gallbladder. It is characterized by the presence of malignant small cells."	"GARD:0024335 EFO:1000266 MEDGEN:232229 NCIT:C6763 DOID:7133 UMLS:C1333759"
MONDO:0859149		"MEDGEN:1783778 GARD:0027307 OMIM:619324 UMLS:C5543398"
MONDO:0012652	"A form of limb-girdle muscular dystrophy most often characterized by an adult onset (but ranging from 11 to 51 years) of mainly proximal lower limb weakness, with difficulties standing on tiptoes being one of the initial signs. Proximal upper limb and distal lower limb weakness is also common as well as atrophy of the quadriceps (most commonly), biceps brachii, and lower leg muscles. However, calf hypertrophy has also been reported in some cases. LGMD2L progresses slowly, with most patients remaining ambulatory until late adulthood."	"GARD:0012536 MEDGEN:370102 DOID:0110284 MESH:C566968 Orphanet:206549 OMIM:611307 UMLS:C1969785"
UBERON:0011270
MONDO:0015034	"Lissencephaly with cerebellar hypoplasia type A (LCHa) is a form of lissencephaly with cerebellar hypoplasia that encompasses classical lissencephaly with thickened cortical gray matter with either no discernible gradient, a gradient with posterior predominance, or a gradient with anterior predominance, and cerebellar vermis hypoplasia."	"Orphanet:100011 UMLS:C5191423 icd11.foundation:853428618 MEDGEN:1679234 GARD:0019731"
http://identifiers.org/hgnc/30791
MONDO:0011883	"Curly hair-acral keratoderma-caries syndrome is an extremely rare ectodermal dysplasia syndrome characterized by premature loss of curly, brittle, dry hair, premature loss of teeth due to caries, nail dystrophy with thickening of the finger- and toe-nails, acral keratoderma and hypohidrosis. Additionally, sparse eyebrows and eyelashes, receding frontal hairline and flattened malar region are associated. The severity of features appears to increase with age."	"MEDGEN:335923 GARD:0010163 MESH:C536220 UMLS:C1843291 Orphanet:307766 OMIM:607656"
MONDO:0012885	"A rare, non X-linked congenital disorder of gyclosylation due to steroid 5 alpha reductase type 3 deficiency characterized by a highly variable phenotype typically presenting with severe visual impairment, variable ocular anomalies (such as optic nerve hypoplasia/atrophy, iris and optic nerve coloboma, congenital cataract, glaucoma), intellectual disability, cerebellar abnormalities, nystagmus, hypotonia, ataxia, and/or ichthyosiform skin lesions. Other reported manifestations include retinitis pigmentosa, kyphosis, congenital heart defects, hypertrichosis and abnormal coagulation."	"SCTID:733601006 OMIM:612379 DOID:0080568 GARD:0012397 MEDGEN:1392124 UMLS:C4317224 Orphanet:324737"
MONDO:0009012	"Malignant hyperthermia-arthrogryposis-torticollisis an extremely rare arthrogryposis syndrome, described in only two pairs of siblings from two unrelated families to date, and characterized by the association of arthrogryposis, congenital torticollis, dysmorphic facial features (i.e. asymmetry of the face, myopathic facial movements, ptosis, posteriorly rotated ears, cleft palate), progressive scoliosis and episodes of malignant hyperthermia. There have been no further descriptions in the literature since 1988."	"GARD:0003361 Orphanet:2215 MESH:C565679 UMLS:C1857576 OMIM:217150 MEDGEN:347490"
MONDO:0004021	"A lymphoma that arises from the mediastinum. Representative examples include mediastinal (thymic) large B-cell lymphoma and Hodgkin lymphoma."	"UMLS:C1334665 NCIT:C6633 GARD:0023781 DOID:6868 MEDGEN:235311"
MONDO:1013119	"Conjunctival tumor that occurs in non-human animals."	"VeNom:1410"
CL:4023079
UBERON:0006349
MONDO:0002435	"A neoplasm involving a oculomotor nerve."	"NCIT:C6994 MEDGEN:220391 SCTID:126969002 ICD9:239.7 DOID:2817 UMLS:C1263895"
MONDO:0032796		"UMLS:C5193141 OMIM:618523 DOID:0080596 GARD:0025747 MEDGEN:1673363"
http://identifiers.org/hgnc/7372
MONDO:0013897	"Any Loeys-Dietz syndrome in which the cause of the disease is a mutation in the TGFB2 gene."	"OMIM:614816 MEDGEN:766676 GARD:0010588 DOID:0070233 UMLS:C3553762"
HP:0009289
MONDO:0859148		"OMIM:619323 DOID:0070651 MEDGEN:1784299 UMLS:C5543395"
MONDO:0035293		"GARD:0022235 Orphanet:544493 UMLS:C5680164 ICD10CM:D58.8 MEDGEN:1842720"
GO:0043167
GO:1904427
MONDO:0001298	"Mitral valve insufficiency that is present at birth."	"SCTID:29928006 NCIT:C197881 ICD9:746.6 UMLS:C0158619 ICD10CM:Q23.3 MEDGEN:510600 ICD9:396.3 NANDO:2200303 icd11.foundation:403917903"
HP:0001384
MONDO:1013763	"Meningitis that occurs in non-human animals."	"VeNom:20699"
MONDO:0032799		"UMLS:C5193142 DOID:0070446 OMIM:618528 MEDGEN:1684495 GARD:0025749"
HP:0030956	"An anomaly of the electrical conduction physiology of the heart."
MONDO:0800480	"A neurodevelopmental disorder characterized by core deficits in visual-spatial processing and a significant discrepancy between verbal and nonverbal intelligence (where verbal intelligence is higher)."	"UMLS:C2732653 MEDGEN:752350"
GO:0043168
UBERON:0011272
CHEBI:32505	"An α-amino-acid cation that is the conjugate acid of phenylalanine, arising from protonation of the amino group."
MONDO:0100484	"A vitreoretinopathy caused by variants in the TSPAN12 gene."	"GARD:0026242"
http://identifiers.org/hgnc/7370
http://identifiers.org/ncbigene/101100283
MONDO:0018043	"Thomas syndrome is characterized by renal anomalies, cardiac malformations and cleft lip or palate. It has been described in six patients. Transmission was suggested to be autosomal recessive."	"MESH:C536514 MEDGEN:419362 UMLS:C2931225 GARD:0005175 Orphanet:3316 SCTID:716740009"
HP:0001385
MONDO:0015065	"A well differentiated, low or intermediate grade tumor with neuroendocrine differentiation that arises from the ileum."	"NCIT:C135092 UMLS:C4525628 Orphanet:100078 MEDGEN:1611292 GARD:0019753"
http://identifiers.org/hgnc/1012
MONDO:0032798		"MEDGEN:1682428 OMIM:618527 UMLS:C5193147"
UBERON:0006347
MONDO:0008751		"GARD:0005660 MEDGEN:82784 DOID:0080626 UMLS:C0268293 OMIM:203400 SCTID:47757001"
MONDO:1011502	"Fanconi syndrome that occurs in cattle."	"OMIA:000366-9913"
http://identifiers.org/ncbigene/516891
MONDO:0013585	"Any hydrolethalus syndrome in which the cause of the disease is a mutation in the KIF7 gene."	"GARD:0015759 UMLS:C3279899 OMIM:614120 MEDGEN:481529 DOID:0111356"
UBERON:0011273
MONDO:0014637		"GARD:0012653 DOID:0111951 UMLS:C4225328 OMIM:616433 Orphanet:447737 MEDGEN:901370"
MONDO:0005468	"Blood pressure that is abnormally low."	"MEDGEN:5715 EFO:0005251 ICD9:458.9 HP:0002615 SCTID:45007003 ICD9:458.8 ICD10CM:I95 icd11.foundation:1663360295 UMLS:C0020649 ICD9:458 MESH:D007022"
http://identifiers.org/hgnc/30794
MONDO:0007850	"Autosomal dominant form of KID syndrome."	"OMIM:148210 UMLS:C0265336 DOID:0060871 MEDGEN:120536 GARD:0024581"
MONDO:0006405	"An infrequent small cell carcinoma that arises from the salivary glands and is characterized by the presence of a high number of mitotic figures."	"GARD:0024400 EFO:1000519 UMLS:C1335982 NCIT:C35703 MEDGEN:234786"
NCBITaxon:5475
MONDO:1016181		"VeNom:81234"
http://identifiers.org/hgnc/12637
MONDO:0004385	"A xanthogranuloma that occurs in an adult."	"GARD:0023972 UMLS:C1332220 NCIT:C27514 MEDGEN:231363 DOID:7875"
MONDO:0032793		"OMIM:618512 GARD:0027943 MEDGEN:1677602 UMLS:C5193138"
MONDO:0017166		"Orphanet:276142"
HP:0010271
MONDO:0015604		"UMLS:C0266599 Orphanet:164004 MedDRA:10060957 MEDGEN:540027 GARD:0020056"
UBERON:0003844
CHEBI:24315	"An amino acid derivative resulting from reaction of glutamic acid at the amino group or either of the carboxy groups, or from the replacement of any hydrogen by a heteroatom. The definition normally excludes peptides containing glutamic acid residues."
MONDO:1012223		"OMIA:000825-9615"
MONDO:0007716	"Alpha-thalassemia-intellectual deficit syndrome linked to chromosome 16 (ATR-16), a contiguous gene deletion syndrome, is a form of alpha-thalassemia characterized by microcytosis, hypochromia, normal hemoglobin (Hb) level or mild anemia, associated with developmental abnormalities."	"NORD:1879 DECIPHER:65 DOID:0110029 ICD9:282.49 MEDGEN:162892 SCTID:277918006 Orphanet:98791 GARD:0016862 OMIM:141750 MESH:C563050 UMLS:C0795917"
MONDO:0001382	"Hepatorenal syndrome is a form of impaired kidney function that occurs in individuals with advanced chronic liver disease. As many as 40% of individuals with cirrhosis and ascites will develop hepatorenal syndrome. Symptoms may include fatigue, abdominal pain, and a general feeling of ill health (malaise). There are two distinct types of hepatorenal syndrome. Type I progresses quickly (within days), leading to kidney failure. Individuals with type I typically have dramatically reduced urine output, edema, and jaundice, and often suffer from hepatic encephalopathy. Type II progresses more slowly, over weeks or months, and the symptoms are less severe. The cause of hepatorenal syndrome is unknown. A contributing factor seems to be a narrowing of the blood vessels that connect into the kidneys. This causes a decrease in blood flow to the kidneys, impairing their function. In some cases, triggers or precipitating factors (infections, blood loss from the gastrointestinal tract, low blood pressure) are involved. Treatment is aimed at helping the liver work better and maintaining kidney function. In many cases, a liver transplant is needed. In some cases, individuals also need a kidney transplant."	"NCIT:C113400 icd11.foundation:1015890899 ICD10CM:K76.7 MEDGEN:9224 UMLS:C0019212 DOID:11823 MESH:D006530 ICD9:572.4 SCTID:51292008"
UBERON:0001449
UBERON:0003846
UBERON:0011274
CL:0000300
MONDO:0004436	"A liposarcoma that arises from the ovary and is composed of round to oval mesenchymal cells, small signet ring lipoblasts, and a rich network of capillaries in a myxoid stroma."	"DOID:8023 UMLS:C1335170 MEDGEN:235420 NCIT:C5235 GARD:0024004"
MONDO:0004507	"An intraductal papilloma of the breast characterized by the presence of focal epithelial atypia."	"NCIT:C36089 DOID:8227 UMLS:C1332346 MEDGEN:233997"
MONDO:0000603	"A hypersensitivity reaction type II disease that involves the cardiovascular system."	"DOID:0060051"
MONDO:0017167		"Orphanet:276145 GARD:0021043 MEDGEN:1674486 UMLS:C5190832"
MONDO:0023045
MONDO:0032792		"UMLS:C5193137 MEDGEN:1680245 OMIM:618511 GARD:0025745"
MONDO:1016182		"VeNom:81235"
MONDO:0030399		"OMIM:619465 UMLS:C5561950 MEDGEN:1794160"
http://identifiers.org/hgnc/14198
MONDO:0015603		"Orphanet:164001"
UBERON:0003845
HP:0025580	"Any structural abnormality of the right atrium."
MONDO:1012222		"OMIA:000822-9685"
MONDO:0022946
MONDO:1012726	"Junctional epidermolysis bullosa that occurs in horses due to a mutation in the LAMC2 gene."	"OMIA:001678-9796"
ENVO:00003092	"A portion of salicylate enriched soil is a portion of soil with elevated levels of salicylate."
UBERON:0003847
MONDO:0006274	"An intraepithelial lesion of the vulvar squamous epithelium that represents the clinical and morphological manifestation of a productive HPV infection. Low grade refers to the associated low risk of concurrent or future cancer. (WHO, 2014)"	"NCIT:C4760 EFO:1000330 MEDGEN:99217 GARD:0024357 UMLS:C0495106"
MONDO:0003187	"A carcinoma that arises from the Bartholin gland and is characterized by the presence of islands of uniform malignant cells forming cribriform patterns."	"DOID:4879 GARD:0023404 NCIT:C40295 UMLS:C1511047 MEDGEN:307247"
UBERON:0011275
ECTO:0010000	"A exposure event involving the interaction of an exposure receptor to quality."
http://identifiers.org/hgnc/9777
MONDO:0010792	"Lethal infantile mitochondrial myopathy is a rare mitochondrial oxidative phosphorylation disorder characterized by progressive generalized hypotonia, progressive external ophthalmoplegia and severe lactic acidosis, which results in early fatality (days to months after birth). Patients may present with lethargy and areflexia and may associate additional features, such as cardiomyopathy, renal dysfunction, liver involvement and seizures."	"icd11.foundation:642272262 MEDGEN:374077 SCTID:766251006 GARD:0017226 UMLS:C1838876 Orphanet:254857 MESH:C564017 OMIM:551000"
MONDO:0032795		"GARD:0025746 DOID:0061033 MEDGEN:1678593 OMIM:618522 UMLS:C5193190"
MONDO:0015602		"Orphanet:163988"
MONDO:0017164		"MEDGEN:632769 UMLS:C0472751 Orphanet:275944 GARD:0021038"
MONDO:0023042
MONDO:1016183		"VeNom:81236"
MONDO:0015833	"Pseudounicornuate uterus is a rare, non-syndromic uterovaginal malformation characterized by a crescent-shaped, small-sized uterus containing a single horn and fallopian tube associated with a rudimentary second horn (which can be solid or contain a cavity with functioning endometrium and be communicating or non-communicating). Urinary tract anomalies are frequently associated."	"Orphanet:180079 UMLS:C4749300 GARD:0020175 MEDGEN:1657403"
MONDO:0004897	"Vertical strabismus in which there is permanent downward deviation of the visual axis of one eye."	"icd11.foundation:1840811827 NCIT:C42086 DOID:9841 UMLS:C0152208 ICD9:378.32 SCTID:29491004 MEDGEN:101826"
MONDO:0006646	"A benign, slow-growing neoplasm that arises from the dermis or subcutaneous tissue. It is characterized by the presence of well-differentiated smooth muscle cells which are arranged around numerous vessels."	"UMLS:C0206653 ICDO:8894/0 NCIT:C3747 MEDGEN:60202 MESH:D018229 DOID:4265 EFO:1000084"
MONDO:1012225		"OMIA:000829-9823"
MONDO:0010221	"CHIME syndrome is a rare ectodermal dysplasia syndrome characterized by ocular colobomas, cardiac defects, ichthyosiform dermatosis, intellectual disability, conductive hearing loss and epilepsy."	"SCTID:720639008 MEDGEN:341214 OMIM:280000 GARD:0000310 Orphanet:3474 DOID:0112152 UMLS:C1848392 MESH:C536729"
GO:0000963
MONDO:0015059	"Progressive non-fluent aphasia (PNFA) is a form of frontotemporal dementia (FTD), characterized by agrammatism, laborious speech, alexia, and agraphia, frequently accompanied by apraxia of speech (AOS). Language comprehension is relatively preserved."	"DOID:0081390 GARD:0010793 MEDGEN:148373 MESH:D057178 NCIT:C85025 MedDRA:10029542 SCTID:716281000 Orphanet:100070 UMLS:C0751706"
MONDO:0022945
MONDO:0015223	"OBSOLETE. Rare anemia."	"Orphanet:108997"
UBERON:0003848
UBERON:0035267
MONDO:1011348	"Post-Infectious disorder that occurs in non-human animals."
UBERON:0011276
MONDO:1013398	"Respiratory tract infectious disorder that occurs in non-human animals."	"VeNom:20075"
MONDO:1016184		"VeNom:81237"
NCBITaxon:520
MONDO:0023043		"UMLS:C2931691 MESH:C538016 GARD:0002040 MEDGEN:419138"
MONDO:0032794		"MEDGEN:1679297 DOID:0081169 GARD:0016359 OMIM:618513 UMLS:C5193139"
MONDO:0009914	"Pseudodiastrophic dysplasia is characterized by rhizomelic shortening of the limbs and severe clubfoot deformity, in association with elbow and proximal interphalangeal joint dislocations, platyspondyly, and scoliosis. It has been described in about 10 patients. An autosomal recessive inheritance has been suggested. Pseudodiastrophic dysplasia differs from diastrophic dysplasia on the basis of clinical, radiographic, and histopathologic findings. Clubfoot can be treated by surgical therapy, and neonatal contractures and scoliosis can be relieved by physical therapy. Several of the reported patients died in the neonatal period or during infancy."	"icd11.foundation:902021042 SCTID:254058002 UMLS:C0432206 MEDGEN:140924 GARD:0009463 MESH:C535826 Orphanet:85174 ICD9:756.9 OMIM:264180"
MONDO:0030397		"OMIM:619463 UMLS:C5561948 MEDGEN:1794158"
ECTO:0000515	"An exposure to herbicide."
MONDO:0021388	"A neoplasm (disease) that involves the chest wall."	"MEDGEN:220935 SCTID:126640008 NCIT:C4929 UMLS:C1290309 ICD9:239.89"
MONDO:0035290		"Orphanet:544472 UMLS:C5680166 ICD10CM:D58.8 GARD:0017986 MEDGEN:1842625"
MONDO:1014621		"VeNom:22297"
MONDO:1012224		"OMIA:000826-9823"
CHEBI:39141	"A molecular entity capable of donating a hydron to an acceptor (Brønsted base)."
MONDO:0700158	"Pancreatic carcinoma that occurs in a dog."	"NCIT:C134944"
MONDO:0013301	"Aromatase deficiency disrupts the synthesis of estradiol, resulting in hirsutism of mothers during gestation of an affected child; pseudohermaphroditism and virilization in women; and tall stature, osteoporosis and obesity in men."	"icd11.foundation:260189446 UMLS:C1960539 MESH:C537436 OMIM:613546 MEDGEN:743307 Orphanet:91 GARD:0000365 NCIT:C120144"
UBERON:0011277
MONDO:1013637	"Rhabdomyoma that occurs in non-human animals."	"VeNom:17317"
MONDO:1016185		"VeNom:81238"
MONDO:1015038	"Brucellosis that occurs in non-human animals."	"VeNom:80834"
ECTO:7000073	"A exposure event involving the interaction of an exposure receptor to mineral material."
MONDO:0004313	"A meningioma that affects the trigeminal ganglion."	"GARD:0023927 MEDGEN:232542 NCIT:C6779 DOID:7635 UMLS:C1333760"
MONDO:0017812	"A rare PIK3CA-related overgrowth syndrome disease characterized by segmental and progressive overgrowth, predominantly involving the adipose tissue, or a mixture of adipose and fibrous tissue, with variable involvement of subcutaneous and muscular tissue, as well as skeletal overgrowth. Overgrowth severity and range is highly variable, although frequently it is asymmetric and disproportionate, it affects lower extremities more than the upper ones, and progresses in a distal to proximal patten. Congenital overgrowth is typically associated."	"MEDGEN:1673986 UMLS:C5192432 Orphanet:314662 GARD:0021384"
CHR:9606-chrXq22.3
MONDO:0014170	"Any complex cortical dysplasia with other brain malformations in which the cause of the disease is a mutation in the KIF2A gene."	"DOID:0090134 MEDGEN:815744 OMIM:615411 UMLS:C3809414"
UBERON:0001445
HP:0010275
CL:4023072
MONDO:1012227		"OMIA:000830-9685"
MONDO:0004333	"A malignant, ectopic ACTH secreting pancreatic neuroendocrine tumor, associated with Cushing's syndrome. The prognosis is usually poor."	"ICDO:8158/1 MEDGEN:233302 GARD:0023943 DOID:7697 UMLS:C1335300 NCIT:C27466"
MONDO:1014622		"VeNom:80273"
UBERON:0003840
MONDO:0020548
MONDO:0023048
HP:0040115
MONDO:1011443	"Alzheimer disease that occurs in non-human animals."	"OMIA:000033"
MONDO:0005130	"An autoimmune genetic disorder with an unknown pattern of inheritance that primarily affects the digestive tract. It is caused by intolerance to dietary gluten. Consumption of gluten protein triggers an immune response which damages small intestinal villi and prevents adequate absorption of nutrients. Clinical signs include abdominal cramping, diarrhea or constipation and weight loss. If untreated, the clinical course may progress to malnutrition, anemia, osteoporosis and an increased risk of intestinal malignancies. However, the prognosis is favorable with successful avoidance of gluten in the diet."	"ICD9:579.0 MESH:D002446 UMLS:C0007570 SCTID:396331005 ICD10CM:K90.0 NCIT:C26714 MEDGEN:3291 Orphanet:555 OMIMPS:212750 EFO:0001060 DOID:10608 icd11.foundation:2005943638"
UBERON:0011278
MONDO:0017163		"Orphanet:275938"
MONDO:1016186		"VeNom:81239"
MONDO:1012226		"OMIA:003046-9615 OMIA:000830-9615"
UBERON:0001444
ECTO:9000703	"An exposure to (R)-amphetamine."
UBERON:0003841
UBERON:0001448
MONDO:0001200	"High blood pressure caused by an underlying medical condition."	"icd11.foundation:1331849426 UMLS:C0155616 EFO:1002034 ICD9:405.9 MEDGEN:57609 ICD9:405.99 SCTID:31992008 ICD9:405 ICD10WHO:I15 DOID:11130"
UBERON:0011279
GO:0061547
NCBITaxon:5478
MONDO:1016187		"VeNom:81240"
MONDO:1013689	"Hypersplenism that occurs in non-human animals."	"VeNom:80641"
NCBITaxon:171637
MONDO:1014624		"VeNom:80456"
MONDO:0022949
UBERON:0001447
UBERON:0003842
MONDO:0032791		"OMIM:618506 UMLS:C4760583 DOID:0112371 MEDGEN:1683634 GARD:0016358"
UBERON:0006340
MONDO:0023046
MONDO:0025445		"OMIMPS:314580 GARD:0025477"
http://identifiers.org/hgnc/21043
MONDO:1012709	"Any retinal disorder characterized by multiple areas of retinal degeneration that occurs in dogs due to a variant in exon 10 of the BEST1 gene."	"OMIA:001554-9615"
MONDO:1010410	"Epilepsy that occurs in white-tufted-ear marmoset."	"OMIA:000344-9483"
MONDO:1012919	"Any XY sex reversal that occurs in Chinook salmon due to a mutation in the sdY gene."	"OMIA:002531-74940"
MONDO:0004304	"A parathyroid gland adenoma that contains a mixture of neoplastic cells (chief cells, oncocytes, and clear cells)."	"NCIT:C7994 DOID:7610 MEDGEN:83547 UMLS:C0279701"
MONDO:1012229		"OMIA:000832-9913"
MONDO:7770551	"Sjogren syndrome that occurs in dog."	"OMIA:002910-9615"
MONDO:1016188		"VeNom:81241"
