ID	LABEL	SYNONYMS
MONDO:0000989	mumps infectious disease	Mumps virus caused disease or disorder|Mumps virus disease or disorder|Mumps virus infectious disease|epidemic parotitis|mumps|mumps virus infectious disease
MONDO:0000997	monocular esotropia	
MONDO:0001000	mixed mineral dust pneumoconiosis	mineral duct pneumoconiosis|mineral dust pneumoconiosis|mixed mineral dust pneumoconiosis|pneumoconiosis from mineral dust
MONDO:0001001	baritosis	deposition of barium in the lungs|inhalation of barytes
MONDO:0001003	pneumoconiosis due to talc	talc pneumoconiosis
MONDO:0001004	slate pneumoconiosis	Schistosis
MONDO:0001025	seminal vesicle chronic gonorrhea	chronic gonococcal seminal vesiculitis|gonococcal seminal vesiculitis, chronic
MONDO:0001027	gonococcal seminal vesiculitis	gonococcal seminal vesiculitis (acute)|gonorrhea of seminal vesicle|seminal vesicle gonorrhea
MONDO:0001029	Klippel-Feil syndrome	Klippel Feil syndrome|Klippel-Feil Sequence|Klippel-Feil and Turner syndrome|Klippel-Feil deformity, deafness and facial asymmetry|autosomal dominant Klippel-Feil syndrome|cervical vertebral fusion|congenital dystrophia brevicollis|congenital synostosis of cervical vertebrae
MONDO:0001035	hypopyon ulcer	
MONDO:0001036	hypopyon	
MONDO:0001042	patellar tendinitis	patella tendinitis|patellar tendonitis|tendinitis of patella
MONDO:0001049	Dressler syndrome	Dressler syndrome|Dressler's syndrome|postmyocardial infarction syndrome
MONDO:0001057	malignant gastric granular cell tumor	malignant gastric granular cell neoplasm|malignant gastric granular cell tumor|malignant granular cell neoplasm of stomach|malignant granular cell neoplasm of the stomach|malignant granular cell stomach neoplasm|malignant granular cell stomach tumor|malignant granular cell tumor of stomach|malignant granular cell tumor of the stomach
MONDO:0001060	microinvasive gastric cancer	EGC|early gastric cancer|superficial gastric cancer|superficial spreading gastric cancer|surface gastric cancer
MONDO:0001073	idiopathic progressive polyneuropathy	
MONDO:0001078	tropical sprue	idiopathic tropical malabsorption syndrome|post-infective tropical malabsorption|sprue - tropical|tropical enteropathy|tropical steatorrhea
MONDO:0001080	acute gonococcal cervicitis	acute gonorrhea of cervix|gonococcal cervicitis (acute)|gonococcal cervicitis, acute
MONDO:0001083	Fanconi renotubular syndrome	De toni-Fanconi syndrome|De toni-debre-Fanconi syndrome|Fanconi syndrome|Fanconi's syndrome|Fanconi-de toni syndrome|Fanconi-de-toni syndrome|Lignac-Fanconi syndrome|adult Fanconi syndrome|congenital Fanconi syndrome|deToni Fanconi syndrome|infantile nephropathic cystinosis|toni-debre-Fanconi syndrome
MONDO:0001093	colonic lymphangioma	colon lymphangioma|colonic lymphangioma|lymphangioma of colon|lymphangioma of the colon
MONDO:0001119	premature menopause	POF|early menopause|menopause - premature|menopause praecox|premature menopause|premature ovarian failure
MONDO:0001125	acute gonococcal epididymo-orchitis	gonococcal epididymo-orchitis (acute)|gonococcal epididymo-orchitis, acute
MONDO:0001127	tibialis tendinitis	tendinitis of tibialis|tibialis tendinitis
MONDO:0001133	malignant essential hypertension	accelerated essential hypertension|malignant essential hypertension
MONDO:0001151	benign essential hypertension	benign essential hypertension
MONDO:0001167	spastic diplegia	Little disease|Little's disease|cerebral palsy spastic diplegic|cerebral spastic infantile paralysis|diplegic infantile cerebral palsy|infantile diplegic cerebral palsy|infantile spastic cerebral palsy
MONDO:0001170	hemiplegia	infantile hemiplegia|postnatal infantile hemiplegia
MONDO:0001192	esophageal melanoma	esophageal melanoma|esophagus melanoma|esophagus melanoma (disease)|melanoma (disease) of esophagus|melanoma of esophagus|melanoma of the esophagus|mucosal melanoma of the esophagus
MONDO:0001220	hypoparathyroidism	hypoparathyroidism, idiopathic (subtype)|parathyroid, underactivity of
MONDO:0001235	appendix cancer	cancer of the appendix|cancer of vermiform appendix|malignant appendix neoplasm|malignant appendix tumor|malignant neoplasm of appendix|malignant neoplasm of appendix vermiformis|malignant neoplasm of the appendix|malignant neoplasm of vermiform appendix|malignant tumor of appendix|malignant tumor of the appendix|malignant vermiform appendix neoplasm|vermiform appendix cancer
MONDO:0001249	trachoma	active stage trachoma|trachoma dubium
MONDO:0001256	arteriovenous hemangioma/malformation	arteriovenous angioma|arteriovenous hemangioma|arteriovenous hemangioma/malformation|arteriovenous malformation|cirsoid aneurysm|racemose aneurysm|racemose aneurysm (morphologic abnormality)|racemose angioma|racemose hemangioma|racemose hemangioma (morphologic abnormality)
MONDO:0001276	expressive language disorder	developmental expressive language disorder|expressive language disorder
MONDO:0001294	Horner syndrome	Bernard Horner syndrome|Bernard-Horner syndrome|Horner syndrome|Horner's syndrome|cervical sympathetic paralysis|oculosympathetic palsy
MONDO:0001299	diabetic autonomic neuropathy	
MONDO:0001300	autonomic neuropathy	autonomic nervous system peripheral neuropathy|autonomic peripheral neuropathy|peripheral neuropathy of autonomic nervous system
MONDO:0001307	corneal abscess	
MONDO:0001319	bladder lateral wall cancer	malignant neoplasm of lateral wall of urinary bladder
MONDO:0001322	pericardium cancer	cancer of pericardium|malignant neoplasm of pericardium|malignant neoplasm of the pericardium|malignant pericardial neoplasm|malignant pericardial tumor|malignant pericardium neoplasm|malignant tumor of pericardium|malignant tumor of the pericardium|pericardial tumor|pericardium cancer
MONDO:0001323	infant gynecomastia	breast engorgement in newborn|neonatal gynaecomastia
MONDO:0001328	thyroid hormone resistance syndrome	RTH|TSH resistance|generalized thyroid hormone resistance|resistance to thyroid stimulating hormone|resistance to thyrotropin|thyroid hormone resistance|thyroid hormone resistance syndrome|thyroid hormone responsiveness defect
MONDO:0001334	hypertrichosis of eyelid	eyelid hypertrichosis (disease)|hypertrichosis (disease) of eyelid
MONDO:0001336	familial hyperlipidemia	familial hyperlipemia|familial hyperlipoproteinemia|hereditary hyperlipidemia (disease)|hyperlipemia|hyperlipidaemia
MONDO:0001340	heart cancer	Cardiac neoplasm, malignant|Cardiac tumor|cancer of heart|heart cancer|malignant Cardiac neoplasm|malignant Cardiac tumor|malignant heart neoplasm|malignant heart tumor|malignant neoplasm of heart|malignant neoplasm of the heart|malignant tumor of heart|malignant tumor of the heart|tumour of heart
MONDO:0001355	ocular siderosis	camera-type eye hemosiderosis|hemosiderosis of camera-type eye|siderosis bulbi|siderosis of eye|siderosis of globe
MONDO:0001372	bladder neck cancer	cancer of neck of urinary bladder|malignant neck of urinary bladder neoplasm|malignant neoplasm of neck of urinary bladder|malignant neoplasm of urinary bladder neck|malignant tumor of bladder neck|neck of urinary bladder cancer
MONDO:0001373	urinary bladder posterior wall cancer	malignant neoplasm of posterior wall of urinary bladder
MONDO:0001375	bladder trigone cancer	cancer of trigone of urinary bladder|malignant neoplasm of trigone of urinary bladder|malignant trigone of urinary bladder neoplasm|trigone of urinary bladder cancer
MONDO:0001376	urinary bladder anterior wall cancer	malignant neoplasm of anterior wall of urinary bladder
MONDO:0001378	urachus cancer	cancer of urachus|malignant neoplasm of urachus|malignant tumor of urachus|malignant urachus neoplasm|urachus cancer
MONDO:0001379	ureteric orifice cancer	cancer of ureteral orifice|malignant neoplasm of ureteral orifice|malignant neoplasm of ureteric orifice of urinary bladder|malignant tumor of ureteric orifice|malignant ureteral orifice neoplasm|orifice of the ureter|ureteral orifice cancer
MONDO:0001380	bladder dome cancer	cancer of fundus of urinary bladder|fundus of urinary bladder cancer|malignant fundus of urinary bladder neoplasm|malignant neoplasm of apex of urinary bladder|malignant neoplasm of dome of urinary bladder|malignant neoplasm of fundus of urinary bladder|malignant tumor of vault of bladder|superior surface of bladder
MONDO:0001382	hepatorenal syndrome	hepato-renal syndrome
MONDO:0001383	degenerative myopia	degenerative progressive high myopia|pathological myopia|progressive high (degenerative) myopia|progressive high myopia
MONDO:0001386	visual epilepsy	epilepsy, visual
MONDO:0001393	peripheral focal chorioretinitis	
MONDO:0001397	mononeuropathy	
MONDO:0001408	ischemic neuropathy	ischemic peripheral neuropathy
MONDO:0001414	osteopoikilosis	osteopathia condensans disseminata|osteopoikilosis|osteopoikilosis (disease)|spotted bones
MONDO:0001427	Dieulafoy lesion	Dieulafoy disease|Dieulafoy lesion (hemorrhagic) of intestine|Dieulafoy lesion (hemorrhagic) of stomach and duodenum|Dieulafoy's lesion|Exulceratio simplex Dieulafoy
MONDO:0001431	toxic or nutritional optic neuropathy	nutritional optic neuropathy
MONDO:0001438	postinflammatory pulmonary fibrosis	post-inflammatory pulmonary fibrosis|postinflammatory pulmonary fibrosis
MONDO:0001458	ulnar nerve lesion	lesion of ulnar nerve|peripheral nerve lesion of ulnar nerve|ulnar nerve peripheral nerve lesion
MONDO:0001459	radial neuropathy	peripheral neuropathy of radial nerve|radial nerve peripheral neuropathy
MONDO:0001462	descending colon cancer	Ca descending colon|cancer of descending colon|descending colon cancer|malignant descending colon neoplasm|malignant neoplasm of descending colon|malignant neoplasm of left colon|malignant tumor of descending colon
MONDO:0001463	splenic flexure cancer	Ca splenic flexure - colon|cancer of splenic flexure of colon|malignant neoplasm of splenic flexure|malignant neoplasm of splenic flexure of colon|malignant splenic flexure of colon neoplasm|malignant tumor of splenic flexure|splenic flexure of colon cancer
MONDO:0001464	sigmoid colon cancer	Ca sigmoid colon|cancer of sigmoid colon|malignant neoplasm of sigmoid colon|malignant sigmoid colon neoplasm|malignant tumor of sigmoid colon|sigmoid colon cancer
MONDO:0001484	paranoid schizophrenia	chronic paranoid schizophrenia|paranoid type schizophrenia|paranoid type schizophrenia subchronic state|paraphrenia - late|paraphrenic schizophrenia
MONDO:0001487	intrahepatic bile duct cancer	Ca intrahepatic bile ducts|cancer of intrahepatic bile duct|malignant intrahepatic bile duct neoplasm|malignant neoplasm of intrahepatic bile duct|malignant neoplasm of intrahepatic bile ducts|malignant neoplasm of intrahepatic biliary passages
MONDO:0001516	spinal muscular atrophy	
MONDO:0001541	plantar nerve lesion	lesion of plantar nerve|peripheral nerve lesion of plantar nerve|plantar nerve peripheral nerve lesion
MONDO:0001542	common peroneal nerve lesion	common fibular nerve peripheral nerve lesion|peripheral nerve lesion of common fibular nerve
MONDO:0001543	lesion of sciatic nerve	peripheral nerve lesion of sciatic nerve|sciatic nerve peripheral nerve lesion
MONDO:0001544	tibial nerve palsy	
MONDO:0001546	hypermobility of coccyx	coccygeal hypermobility syndrome|hypermobility of the coccyx
MONDO:0001548	hepatic coma	hepatocerebral intoxication
MONDO:0001555	neonatal thyrotoxicosis	infantile hyperthyroidism
MONDO:0001558	Potter sequence	Potter syndrome|Potter's sequence|Potter's syndrome|oligohydramnios sequence
MONDO:0001567	nephrocalcinosis	hypercalcemic nephropathy
MONDO:0001568	mixed receptive-expressive language disorder	
MONDO:0001571	gynecomastia disorder	hypertrophy of breast of male organism|male organism hypertrophy of breast
MONDO:0001575	chronic gonococcal salpingitis	gonococcal salpingitis|gonococcal salpingitis, chronic
MONDO:0001583	diabetic polyneuropathy	diabetes mellitus with polyneuropathy|polyneuropathy in diabetes
MONDO:0001594	Achilles bursitis	Achilles bursitis or tendinitis|Haglund's deformity|Haglund's disease|capped hock
MONDO:0001602	labia minora carcinoma	carcinoma of labia minora|carcinoma of labium minora|carcinoma of the labia minora|labia minora cancer|labia minora carcinoma|labium minora carcinoma
MONDO:0001615	epidemic keratoconjunctivitis	EKC|shipyard eye
MONDO:0001640	gonococcal spondylitis	
MONDO:0001652	scrotum melanoma	melanoma (disease) of scrotum|melanoma of scrotum|melanoma of the scrotum|scrotal melanoma|scrotum melanoma (disease)
MONDO:0001688	toxic optic neuropathy	
MONDO:0001702	labia majora carcinoma	carcinoma of labia majora|carcinoma of labium majora|carcinoma of the labia majora|labia majora cancer|labia majora carcinoma|labium majora carcinoma
MONDO:0001711	hepatic encephalopathy	Hepatoencephalopathy|encephalopathy, hepatic|portal-systemic encephalopathy
MONDO:0001712	alexia	Blindnesses, acquired Word|Word Blindnesses, acquired|Word blindness, acquired|acquired Word Blindnesses|acquired Word blindness|acquired alexia|acquired dyslexia|acquired global dyslexia|acquired reading disabilities|acquired reading disability|acquired spelling dyslexia|alexia, acquired|aphemesthaesia|blindness, acquired Word|disabilities, acquired reading|disability, acquired reading|dyslexia, acquired global|dyslexia, acquired spelling|global dyslexia, acquired|reading disabilities, acquired|reading disability, acquired|spelling dyslexia, acquired
MONDO:0001719	gonococcal bursitis	Neisseria gonorrhoeae bursitis|Neisseria gonorrhoeae caused bursitis
MONDO:0001720	gonococcal synovitis	gonococcal synovitis &/or tenosynovitis|gonococcal synovitis and tenosynovitis|gonococcal synovitis or tenosynovitis
MONDO:0001754	eclampsia	eclampsia in puerperium|eclampsia, postpartum|postpartum eclampsia
MONDO:0001760	photokeratitis	ultraviolet keratitis
MONDO:0001761	favism	
MONDO:0001765	polyneuropathy in collagen vascular disease	
MONDO:0001773	post-vaccinal encephalitis	encephalitis following immunization procedures|postvaccinal encephalomyelitis
MONDO:0001777	acute gonococcal cystitis	acute gonorrhea of bladder|gonococcal cystitis (acute)|gonococcal cystitis, acute
MONDO:0001822	hypolipoproteinemia	hypolipoproteinaemia|hypolipoproteinemia|hypolipoproteinemia (disease)|lipoprotein deficiencies
MONDO:0001824	polyneuropathy	polyneuropathy
MONDO:0001828	acquired color blindness	acquired color vision deficiencies|acquired color vision deficiency|acquired color vision disorder
MONDO:0001829	lumbosacral plexus lesion	lumbosacral nerve plexus nerve plexus disease|lumbosacral plexus lesions|nerve plexus disease of lumbosacral nerve plexus
MONDO:0001837	acute gonococcal salpingitis	gonococcal salpingitis, acute|gonococcal salpingitis, specified as acute
MONDO:0001838	acute gonococcal prostatitis	acute gonococcal prostatitis|gonococcal prostatitis|gonococcal prostatitis (acute)|gonococcal prostatitis, acute
MONDO:0001859	algoneurodystrophy	
MONDO:0001867	phaeohyphomycosis	infection by dematiacious fungi|infection by dematiacious fungi [Phaehyphomycosis]|phaehyphomycosis
MONDO:0001879	anus cancer	anus cancer|cancer of anus|malignant anal neoplasm|malignant anal tumor|malignant anus neoplasm|malignant neoplasm of anus|malignant neoplasm of the anus|malignant tumor of anus|malignant tumor of the anus
MONDO:0001895	acute retrobulbar neuritis	retrobulbar neuritis (acute)|retrobulbar neuritis, acute
MONDO:0001903	calcific tendinitis	
MONDO:0001904	polyneuropathy due to drug	
MONDO:0001905	bicipital tenosynovitis	
MONDO:0001907	adult dermatomyositis	adult onset dermatomyositis|dermatomyositis of adults
MONDO:0001909	renal tubular acidosis	
MONDO:0001939	skin epithelioid hemangioma	angiolymphoid cutaneous hyperplasia|angiolymphoid hyperplasia of skin|angiolymphoid hyperplasia of the skin|epithelioid hemangioma of skin|epithelioid hemangioma of the skin|histiocytoid hemangioma of skin|histiocytoid hemangioma of the skin|histiocytoid hemangioma of zone of skin|skin epithelioid hemangioma|zone of skin histiocytoid hemangioma
MONDO:0001957	critical illness polyneuropathy	
MONDO:0001967	gonadal dysgenesis	gonadal dysgenesis syndrome
MONDO:0001974	hemangioma of orbit	angioma of orbit|angioma of the orbit|hemangioma of the orbit|orbit angioma|orbit hemangioma
