id	label
MONDO:0000092	obsolete pyloric stenosis, infantile
MONDO:0000094	obsolete spherocytosis
MONDO:0000095	obsolete split-hand/foot malformation
MONDO:0000096	obsolete pulmonary surfactant metabolism dysfunction
MONDO:0000097	obsolete thyroid dyshormonogenesis
MONDO:0000098	obsolete thyrotoxic periodic paralysis
MONDO:0000099	obsolete trichoepithelioma, multiple familial
MONDO:0000100	obsolete trichorhinophalangeal syndrome
MONDO:0000101	obsolete tumoral calcinosis
MONDO:0000102	obsolete vertigo
MONDO:0000103	obsolete Wilms tumor
MONDO:0000106	obsolete apnea
MONDO:0000109	obsolete basal ganglia calcification, idiopathic
MONDO:0000112	obsolete cardioencephalomyopathy, fatal infantile
MONDO:0000113	obsolete cerebellar ataxia, mental retardation, and dysequilibrium syndrome
MONDO:0000116	obsolete cortical dysplasia, complex, with other brain malformations
MONDO:0000117	obsolete diarrhea, congenital
MONDO:0000120	obsolete ectopia lentis, isolated
MONDO:0000121	obsolete emphysema
MONDO:0000122	obsolete facial paresis, hereditary congenital
MONDO:0000123	obsolete factor V and Factor VIII, combined deficiency of
MONDO:0000124	obsolete focal facial dermal dysplasia
MONDO:0000125	obsolete fundus dystrophy, pseudoinflammatory
MONDO:0000126	obsolete gastric cancer
MONDO:0000130	obsolete hypercarotenemia and vitamin a deficiency
MONDO:0000131	obsolete hyperpigmentation, familial progressive
MONDO:0000132	obsolete hypocalcemia
MONDO:0000134	obsolete inclusion body myopathy with early-onset Paget disease with or without frontotemporal dementia
MONDO:0000135	obsolete Kenny-Caffey syndrome
MONDO:0000139	obsolete microcephalic primordial dwarfism
MONDO:0000140	obsolete MONDO:0000140
MONDO:0000142	obsolete multiple congenital anomalies-hypotonia-seizures syndrome
MONDO:0000143	obsolete multiple mitochondrial dysfunctions syndrome
MONDO:0000145	obsolete premature aging syndrome
MONDO:0000146	obsolete progeroid syndrome
MONDO:0000149	obsolete retinopathy
MONDO:0000150	obsolete spondylometaphyseal dysplasia
MONDO:0000154	obsolete Trichohepatoenteric syndrome
MONDO:0000157	obsolete episodic pain syndrome, familial
MONDO:0000161	obsolete adrenal hyperplasia
MONDO:0000163	obsolete breast-ovarian cancer, familial, susceptibility to
MONDO:0000164	obsolete corneal dystrophy, Fuchs endothelial
MONDO:0000165	obsolete ectodermal dysplasia-syndactyly syndrome
MONDO:0000168	obsolete mental retardation, X-linked, nonsyndromic
MONDO:0000174	obsolete split-hand/foot malformation with long bone deficiency
MONDO:0000175	obsolete ataxia-telangiectasia-like disorder
MONDO:0000176	obsolete megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome
MONDO:0000177	obsolete laryngeal abductor paralysis
MONDO:0000178	obsolete breasts and/or nipples, aplasia or hypoplasia of
MONDO:0000180	obsolete inflammatory skin and bowel disease, neonatal
MONDO:0000183	obsolete hypertrophic osteoarthropathy, primary
MONDO:0000184	obsolete congenital vitamin K-dependent coagulation factors combined deficiency
MONDO:0000185	obsolete polyposis syndrome, hereditary mixed
MONDO:0000186	obsolete spondyloepimetaphyseal dysplasia with joint laxity
MONDO:0000187	obsolete ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome
MONDO:0000189	obsolete Schindler disease
MONDO:0000191	obsolete renal hypodysplasia/aplasia
MONDO:0000194	obsolete Otofaciocervical syndrome
MONDO:0000195	obsolete atrial standstill
MONDO:0000196	obsolete ataxia-oculomotor apraxia
MONDO:0000197	obsolete singleton-Merten syndrome
MONDO:0000198	obsolete linear skin defects with multiple congenital anomalies
MONDO:0000199	obsolete familial adenomatous polyposis
MONDO:0000201	obsolete thyroid cancer, nonmedullary
MONDO:0000202	obsolete Heimler syndrome
MONDO:0000203	obsolete Dehydrated hereditary stomatocytosis
MONDO:0000204	obsolete skin creases, congenital symmetric circumferential
MONDO:0000205	obsolete radioulnar synostosis with amegakaryocytic thrombocytopenia
MONDO:0000206	obsolete cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy
MONDO:0000207	obsolete hypotonia, infantile, with psychomotor retardation and characteristic facies
MONDO:0000215	obsolete epilepsy, familial focal, with variable foci
MONDO:0000216	obsolete congenital bilateral aplasia of vas deferens
MONDO:0000217	obsolete Frontometaphyseal dysplasia
MONDO:0000218	obsolete preimplantation embryonic lethality
MONDO:0000219	obsolete uncombable hair syndrome
MONDO:0000220	obsolete anterior segment dysgenesis
MONDO:0000221	obsolete cerebroretinal microangiopathy with calcifications and cysts
MONDO:0000223	obsolete chikungunya
MONDO:0000228	obsolete Astrakhan spotted fever
MONDO:0000235	obsolete Rocky mountain spotted fever
MONDO:0000237	obsolete erysipeloid
MONDO:0000238	obsolete pestis minor
MONDO:0000246	obsolete la Crosse encephalitis
MONDO:0000247	obsolete hemophagocytic lymphohistiocytosis
MONDO:0000258	obsolete intestinal botulism
MONDO:0000260	obsolete Kartagener syndrome
MONDO:0000264	obsolete Pontiac fever
MONDO:0000267	obsolete cryptogenic organizing pneumonia
MONDO:0000268	obsolete lymphoid interstitial pneumonia
MONDO:0000269	obsolete inhalation anthrax
MONDO:0000272	obsolete autoimmune polyendocrine syndrome type 2
MONDO:0000274	obsolete tick-borne encephalitis
MONDO:0000275	obsolete monogenic disease
MONDO:0000277	obsolete Argentine hemorrhagic fever
MONDO:0000278	obsolete Bolivian hemorrhagic fever
MONDO:0000279	obsolete Venezuelan hemorrhagic fever
MONDO:0000280	obsolete Brazilian hemorrhagic fever
MONDO:0000281	obsolete Chapare hemorrhagic fever
MONDO:0000285	obsolete lujo hemorrhagic fever
MONDO:0000287	obsolete Lambert-Eaton myasthenic syndrome
MONDO:0000289	obsolete selective IgM deficiency disease
MONDO:0000296	obsolete angiostrongyliasis
MONDO:0000300	obsolete tungiasis
MONDO:0000305	obsolete fusariosis
MONDO:0000311	obsolete congenital hypothyroidism
MONDO:0000312	obsolete enlarged vestibular aqueduct
MONDO:0000317	obsolete foodborne botulism
MONDO:0000318	obsolete wound botulism
MONDO:0000319	obsolete infant botulism
MONDO:0000322	obsolete Carrion disease
MONDO:0000323	obsolete familial adenomatous polyposis
MONDO:0000324	obsolete familial partial lipodystrophy
MONDO:0000325	obsolete pachyonychia congenita
MONDO:0000326	obsolete lissencephaly
MONDO:0000329	obsolete epidemic typhus
MONDO:0000347	obsolete adult T-cell leukemia/lymphoma
MONDO:0000348	obsolete posterior polar cataract
MONDO:0000349	obsolete Charcot-Marie-Tooth disease type 1
MONDO:0000350	obsolete Charcot-Marie-Tooth disease intermediate type
MONDO:0000352	obsolete hereditary sensory neuropathy
MONDO:0000353	obsolete Saldino-Noonan syndrome
MONDO:0000354	obsolete JMP syndrome
MONDO:0000356	obsolete Walker-Warburg syndrome
MONDO:0000357	obsolete West syndrome
MONDO:0000360	obsolete 2-hydroxyglutaric aciduria
MONDO:0000361	obsolete d-2-hydroxyglutaric aciduria
MONDO:0000362	obsolete Sensenbrenner syndrome
MONDO:0000364	obsolete severe congenital neutropenia
MONDO:0000366	obsolete glycogen storage disease IX
MONDO:0000370	obsolete Askin's tumor
MONDO:0000388	obsolete anonychia congenita
MONDO:0000391	obsolete Bethlem myopathy
MONDO:0000392	obsolete fetal alcohol syndrome
MONDO:0000394	obsolete alcohol-related neurodevelopmental disorder
MONDO:0000398	obsolete female breast cancer
MONDO:0000399	obsolete dyskinetic cerebral palsy
MONDO:0000401	obsolete congenital bile acid synthesis defect
MONDO:0000403	obsolete organ system cancer
MONDO:0000404	obsolete cell type cancer
MONDO:0000406	obsolete Brown-Vialetto-van Laere syndrome
MONDO:0000416	obsolete variable age at onset electroclinical syndrome
MONDO:0000418	obsolete Ohtahara syndrome
MONDO:0000419	obsolete 3-Methylcrotonyl-CoA carboxylase deficiency
MONDO:0000420	obsolete cerebral folate receptor alpha deficiency
MONDO:0000422	obsolete inborn glycogen metabolism disorder
MONDO:0000423	obsolete coenzyme Q10 deficiency disease
MONDO:0000427	obsolete autosomal recessive disease
MONDO:0000431	obsolete mantle cell lymphoma
MONDO:0000433	obsolete marginal zone B-cell lymphoma
MONDO:0000434	obsolete peripheral T-cell lymphoma
MONDO:0000435	obsolete splenic marginal zone lymphoma
MONDO:0000436	obsolete T-cell large granular lymphocyte leukemia
MONDO:0000438	obsolete ataxia with oculomotor apraxia type 2
MONDO:0000439	obsolete batten disease
MONDO:0000441	obsolete X-linked myopathy with excessive autophagy
MONDO:0000442	obsolete paramyloidosis
MONDO:0000443	obsolete adenylosuccinase lyase deficiency
MONDO:0000444	obsolete ARC syndrome
MONDO:0000445	obsolete neuroacanthocytosis
MONDO:0000449	obsolete Opitz-GBBB syndrome
MONDO:0000454	obsolete multiple synostoses syndrome
MONDO:0000464	obsolete Stargardt disease
MONDO:0000472	obsolete rheumatic heart disease
MONDO:0000475	obsolete pyrimidine metabolic disorder
MONDO:0000484	obsolete oromandibular dystonia
MONDO:0000493	obsolete Muckle-Wells syndrome
MONDO:0000501	obsolete Jensen syndrome
MONDO:0000504	obsolete follicular lymphoma
MONDO:0000505	obsolete small cell neuroendocrine carcinoma
MONDO:0000506	obsolete Caroli disease
MONDO:0000511	obsolete gallbladder adenoma
MONDO:0000512	obsolete ameloblastoma
MONDO:0000522	obsolete inflammatory myofibroblastic tumor
MONDO:0000523	obsolete conjunctival nevus
MONDO:0000526	obsolete appendix carcinoid tumor
MONDO:0000528	obsolete MONDO:0000528
MONDO:0000529	obsolete MONDO:0000529
MONDO:0000533	obsolete vaginal carcinoma
MONDO:0000537	obsolete gastrointestinal carcinoma
MONDO:0000538	obsolete spindle epithelial tumor with thymus-like differentiation tumor
MONDO:0000542	obsolete duodenum adenoma
MONDO:0000546	obsolete parotid gland adenoid cystic carcinoma
MONDO:0000547	obsolete ovarian serous carcinoma
MONDO:0000555	obsolete autosomal recessive hypophosphatemic rickets
MONDO:0000556	obsolete autosomal recessive cerebellar ataxia
MONDO:0000557	obsolete hereditary ataxia
MONDO:0000558	obsolete spastic ataxia
MONDO:0000559	obsolete MONDO:0000559
MONDO:0000560	obsolete spinocerebellar ataxia type 4
MONDO:0000561	obsolete spinocerebellar ataxia type 16
MONDO:0000562	obsolete hypomyelinating leukoencephalopathy
MONDO:0000564	obsolete cerebellar ataxia, mental retardation and dysequlibrium syndrome
MONDO:0000566	obsolete substance withdrawal disorder
MONDO:0000567	obsolete C1 inhibitor deficiency
MONDO:0000570	obsolete severe combined immunodeficiency due to artemis deficiency
MONDO:0000571	obsolete CD3zeta deficiency
MONDO:0000574	obsolete CD45 deficiency
MONDO:0000575	obsolete MONDO:0000575
MONDO:0000576	obsolete CD3delta deficiency
MONDO:0000578	obsolete CD3gamma deficiency
MONDO:0000579	obsolete coronin-1A deficiency
MONDO:0000580	obsolete CD40 ligand deficiency
MONDO:0000581	obsolete lambda 5 deficiency
MONDO:0000582	obsolete immunoglobulin alpha deficiency
MONDO:0000585	obsolete Good syndrome
MONDO:0000593	obsolete autoimmune disease of skin and connective tissue
MONDO:0000601	obsolete autoimmune disorder of urogenital tract
MONDO:0000604	obsolete autonomic peripheral neuropathy
MONDO:0000606	obsolete gluten allergy
MONDO:0000609	obsolete sideroblastic anemia with spinocerebellar ataxia
MONDO:0000613	obsolete estrogen-receptor positive breast cancer
MONDO:0000614	obsolete estrogen-receptor negative breast cancer
MONDO:0000617	obsolete Her2-receptor positive breast cancer
MONDO:0000619	obsolete triple-receptor negative breast cancer
MONDO:0000622	obsolete cell type benign neoplasm
MONDO:0000623	obsolete organ system benign neoplasm
MONDO:0000635	obsolete osteoblastoma
MONDO:0000641	obsolete cerebellar medulloblastoma
MONDO:0000651	obsolete thoracic disorder
MONDO:0000655	obsolete heavy chain disease
MONDO:0000656	obsolete alpha chain disease
MONDO:0000657	obsolete gamma heavy chain disease
MONDO:0000658	obsolete mu chain disease
MONDO:0000689	obsolete survival motor neuron spinal muscular atrophy
MONDO:0000691	obsolete pain disorder
MONDO:0000692	obsolete Kleine-Levin syndrome
MONDO:0000695	obsolete histidinemia
MONDO:0000696	obsolete juvenile absence epilepsy
MONDO:0000697	obsolete succinic semialdehyde dehydrogenase deficiency
MONDO:0000699	obsolete homocarnosinosis
MONDO:0000711	obsolete amyotrophic lateral sclerosis type 13
MONDO:0000712	obsolete FTDALS
MONDO:0000713	obsolete Balo concentric sclerosis
MONDO:0000714	obsolete crest syndrome
MONDO:0000717	obsolete acrofrontofacionasal dysostosis
MONDO:0000718	obsolete Adams-Oliver syndrome
MONDO:0000719	obsolete Baraitser-winter syndrome
MONDO:0000720	obsolete basal ganglia calcification
MONDO:0000725	obsolete Simpson-Golabi-Behmel syndrome
MONDO:0000729	obsolete congenital ptosis
MONDO:0000730	obsolete pontocerebellar hypoplasia
MONDO:0000731	obsolete peeling skin syndrome
MONDO:0000735	obsolete oculodentodigital dysplasia
MONDO:0000737	obsolete megalocornea
MONDO:0000738	obsolete syndromic X-linked intellectual disability
MONDO:0000742	obsolete persistent generalized lymphadenopathy
MONDO:0000746	obsolete inguinal hernia
MONDO:0000747	obsolete umbilical hernia
MONDO:0000752	obsolete myelomeningocele
MONDO:0000753	obsolete omphalocele
MONDO:0000759	obsolete acrorenal syndrome
MONDO:0000760	obsolete acrofacial dysostosis
MONDO:0000765	obsolete corneal stromal dystrophy
MONDO:0000767	obsolete nut midline carcinoma
MONDO:0000768	obsolete Zika fever
MONDO:0000769	obsolete chicken egg allergy
MONDO:0000770	obsolete shellfish allergy
MONDO:0000772	obsolete pollen allergy
MONDO:0000773	obsolete Timothy grass allergy
MONDO:0000776	obsolete metal allergy
MONDO:0000778	obsolete fruit allergy
MONDO:0000779	obsolete apple allergy
MONDO:0000780	obsolete apricot allergy
MONDO:0000781	obsolete cherry allergy
MONDO:0000782	obsolete Indian plum allergy
MONDO:0000783	obsolete orange allergy
MONDO:0000784	obsolete melon allergy
MONDO:0000785	obsolete peach allergy
MONDO:0000786	obsolete plum allergy
MONDO:0000787	obsolete tomato allergy
MONDO:0000788	obsolete fish allergy
MONDO:0000789	obsolete Atlantic cod allergy
MONDO:0000790	obsolete Atlantic salmon allergy
MONDO:0000791	obsolete carp allergy
MONDO:0000792	obsolete zebrafish allergy
MONDO:0000793	obsolete rainbow trout allergy
MONDO:0000794	obsolete beta-lactam allergy
MONDO:0000795	obsolete penicillin allergy
MONDO:0000796	obsolete cow milk allergy
MONDO:0000797	obsolete goat milk allergy
MONDO:0000798	obsolete mollusc allergy
MONDO:0000799	obsolete crustacean allergy
MONDO:0000800	obsolete brown shrimp allergy
MONDO:0000801	obsolete green mud crab allergy
MONDO:0000802	obsolete Indian prawn allergy
MONDO:0000803	obsolete tiger prawn allergy
MONDO:0000804	obsolete white shrimp allergy
MONDO:0000805	obsolete snail allergy
MONDO:0000806	obsolete horned turban snail allergy
MONDO:0000808	obsolete hepatoid adenocarcinoma
MONDO:0000810	obsolete DMD-related dilated cardiomyopathy
MONDO:0000817	obsolete MONDO:0000817
MONDO:0000818	obsolete lethal congenital contracture syndrome 4
MONDO:0000821	obsolete MONDO:0000821
