source	source_version	source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translator	translation_precision	translation_status	translator_expertise
		en	jp	MONDO:0975902	rdfs:label	isolated congenital cholesteatoma of the middle ear				NOT_TRANSLATED	
		en	jp	MONDO:0975904	rdfs:label	10p15 microdeletion syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0975905	rdfs:label	10p13-p14 deletion syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0975906	rdfs:label	unifocal langerhans cell histiocytosis				NOT_TRANSLATED	
		en	jp	MONDO:0975907	rdfs:label	pulmonary langerhans cell histiocytosis				NOT_TRANSLATED	
		en	jp	MONDO:0975908	rdfs:label	single-system multifocal langerhans cell histiocytosis				NOT_TRANSLATED	
		en	jp	MONDO:0975909	rdfs:label	multisystem langerhans cell histiocytosis				NOT_TRANSLATED	
		en	jp	MONDO:0975910	rdfs:label	splenic venous malformation				NOT_TRANSLATED	
		en	jp	MONDO:0975911	rdfs:label	reticular dysgenesis-like severe combined immunodeficiency				NOT_TRANSLATED	
		en	jp	MONDO:0975918	rdfs:label	asymptomatic hyperckemia-myalgia-rhabdomyolysis syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0975919	rdfs:label	IFIH1-related hereditary spastic paraplegia				NOT_TRANSLATED	
		en	jp	MONDO:0975920	rdfs:label	RNASEH2B-related hereditary spastic paraplegia				NOT_TRANSLATED	
		en	jp	MONDO:0975922	rdfs:label	acquired hypothalamic obesity				NOT_TRANSLATED	
		en	jp	MONDO:0975925	rdfs:label	adenoid ameloblastoma				NOT_TRANSLATED	
		en	jp	MONDO:0976261	rdfs:label	congenital disorder of glycosylation type 1EE with or without immunodeficiency				NOT_TRANSLATED	
		en	jp	MONDO:0976262	rdfs:label	holoprosencephaly 10				NOT_TRANSLATED	
		en	jp	MONDO:0976263	rdfs:label	neurodevelopmental disorder with thin corpus callosum, hypotonia, and absent language				NOT_TRANSLATED	
		en	jp	MONDO:0976264	rdfs:label	neurodevelopmental disorder with white matter abnormalities and gait disturbance				NOT_TRANSLATED	
		en	jp	MONDO:0976265	rdfs:label	neurodevelopmental disorder with poor growth, seizures, and brain abnormalities				NOT_TRANSLATED	
		en	jp	MONDO:0976266	rdfs:label	diarrhea 14, congenital				NOT_TRANSLATED	
		en	jp	MONDO:0976267	rdfs:label	polycystic kidney disease 9, susceptibility to				NOT_TRANSLATED	
		en	jp	MONDO:0976268	rdfs:label	diarrhea 15, congenital				NOT_TRANSLATED	
		en	jp	MONDO:0976269	rdfs:label	cranioectodermal dysplasia 5				NOT_TRANSLATED	
		en	jp	MONDO:0976285	rdfs:label	neurodevelopmental disorder with poor or absent speech, dysmorphic facies, and behavioral abnormalities				NOT_TRANSLATED	
		en	jp	MONDO:0976286	rdfs:label	Tayoun-Maawali syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0978306	rdfs:label	isolated duodenal duplication				NOT_TRANSLATED	
		en	jp	MONDO:0978307	rdfs:label	isolated jejuno-ileal duplication				NOT_TRANSLATED	
		en	jp	MONDO:0978310	rdfs:label	adenomatoid tumour of the peritoneum				NOT_TRANSLATED	
		en	jp	MONDO:0978312	rdfs:label	isolated anal canal duplication				NOT_TRANSLATED	
		en	jp	MONDO:0979257	rdfs:label	isolated anogenital granulomatosis				NOT_TRANSLATED	
		en	jp	MONDO:0979258	rdfs:label	cerebral proliferative angiopathy				NOT_TRANSLATED	
		en	jp	MONDO:0979259	rdfs:label	triglyceride deposit cardiomyovasculopathy				NOT_TRANSLATED	
		en	jp	MONDO:0979261	rdfs:label	RAC2-related combined immunodeficiency-bronchiectasis-cancer-predisposing syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0979271	rdfs:label	congenital intrahepatic arterioportal fistula				NOT_TRANSLATED	
		en	jp	MONDO:0979273	rdfs:label	ADAR-related hereditary spastic paraplegia				NOT_TRANSLATED	
		en	jp	MONDO:0979280	rdfs:label	pure squamous carcinoma of the urothelial tract				NOT_TRANSLATED	
		en	jp	MONDO:0979281	rdfs:label	giant omphalocele				NOT_TRANSLATED	
		en	jp	MONDO:0979282	rdfs:label	small omphalocele				NOT_TRANSLATED	
		en	jp	MONDO:0979284	rdfs:label	acinar cystic transformation of the pancreas				NOT_TRANSLATED	
		en	jp	MONDO:0979286	rdfs:label	sickle cell-beta zero-thalassemia				NOT_TRANSLATED	
		en	jp	MONDO:0979287	rdfs:label	sickle cell-beta plus-thalassemia				NOT_TRANSLATED	
		en	jp	MONDO:0979288	rdfs:label	combined immunodeficiency due to dimerization defective IKAROS mutation				NOT_TRANSLATED	
		en	jp	MONDO:0979290	rdfs:label	late-onset combined immunodeficiency due to ICOSL deficiency				NOT_TRANSLATED	
		en	jp	MONDO:0979291	rdfs:label	3q26q28 deletion syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0979292	rdfs:label	primary vitreoretinal large b-cell lymphoma				NOT_TRANSLATED	
		en	jp	MONDO:0979300	rdfs:label	PPARG-associated congenital generalized lipodystrophy				NOT_TRANSLATED	
		en	jp	MONDO:0979307	rdfs:label	emergomycosis				NOT_TRANSLATED	
		en	jp	MONDO:0979310	rdfs:label	lymphoepithelial cyst of the pancreas				NOT_TRANSLATED	
		en	jp	MONDO:0979315	rdfs:label	combined immunodeficiency-hypogammaglobulinemia-skeletal anomalies syndrome due to IKBKA deficiency				NOT_TRANSLATED	
		en	jp	MONDO:0979316	rdfs:label	early-onset combined immunodeficiency with low ig due to dominant negative IKAROS mutation				NOT_TRANSLATED	
		en	jp	MONDO:0979317	rdfs:label	ST3GAL3-congenital disorder of glycosylation				NOT_TRANSLATED	
		en	jp	MONDO:0979319	rdfs:label	congenital peritoneal encapsulation				NOT_TRANSLATED	
		en	jp	MONDO:0979323	rdfs:label	carotid web				NOT_TRANSLATED	
		en	jp	MONDO:0979325	rdfs:label	annular erythema of infancy				NOT_TRANSLATED	
		en	jp	MONDO:0979326	rdfs:label	Fontan-associated liver disease				NOT_TRANSLATED	
		en	jp	MONDO:0979327	rdfs:label	combined immunodeficiency with low Ig due to BCL10 deficiency				NOT_TRANSLATED	
		en	jp	MONDO:0979328	rdfs:label	immune dysregulation with immunodeficiency due to AIOLOS haploinsufficiency				NOT_TRANSLATED	
		en	jp	MONDO:0979334	rdfs:label	necrotizing cellulitis				NOT_TRANSLATED	
		en	jp	MONDO:0979335	rdfs:label	fibro-adipose vascular anomaly				NOT_TRANSLATED	
		en	jp	MONDO:0979337	rdfs:label	necrotizing myositis				NOT_TRANSLATED	
		en	jp	MONDO:0979339	rdfs:label	infantile neuronal ceroid lipofuscinosis 1				NOT_TRANSLATED	
		en	jp	MONDO:0979340	rdfs:label	late infantile neuronal ceroid lipofuscinosis 1				NOT_TRANSLATED	
		en	jp	MONDO:0979341	rdfs:label	juvenile neuronal ceroid lipofuscinosis 1				NOT_TRANSLATED	
		en	jp	MONDO:0979342	rdfs:label	adult neuronal ceroid lipofuscinosis 1				NOT_TRANSLATED	
		en	jp	MONDO:0979343	rdfs:label	infantile neuronal ceroid lipofuscinosis 2				NOT_TRANSLATED	
		en	jp	MONDO:0979344	rdfs:label	late infantile neuronal ceroid lipofuscinosis 2				NOT_TRANSLATED	
		en	jp	MONDO:0979345	rdfs:label	juvenile neuronal ceroid lipofuscinosis 2				NOT_TRANSLATED	
		en	jp	MONDO:0979346	rdfs:label	juvenile neuronal ceroid lipofuscinosis 3				NOT_TRANSLATED	
		en	jp	MONDO:0979347	rdfs:label	protracted juvenile neuronal ceroid lipofuscinosis 3				NOT_TRANSLATED	
		en	jp	MONDO:0979348	rdfs:label	late infantile neuronal ceroid lipofuscinosis 5				NOT_TRANSLATED	
		en	jp	MONDO:0979349	rdfs:label	juvenile neuronal ceroid lipofuscinosis 5				NOT_TRANSLATED	
		en	jp	MONDO:0979350	rdfs:label	adult neuronal ceroid lipofuscinosis 5				NOT_TRANSLATED	
		en	jp	MONDO:0979353	rdfs:label	2p25.3 microduplication syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0979354	rdfs:label	sickle cell disease due to hemoglobin S and a non-S/non-C hemoglobin variant				NOT_TRANSLATED	
		en	jp	MONDO:0979355	rdfs:label	homozygous hemoglobin O Arab disease				NOT_TRANSLATED	
		en	jp	MONDO:0979356	rdfs:label	autosomal recessive hereditary chronic pancreatitis				NOT_TRANSLATED	
		en	jp	MONDO:0979357	rdfs:label	idiopathic chronic pancreatitis				NOT_TRANSLATED	
		en	jp	MONDO:0979359	rdfs:label	TARDBP-related predominantly upper-limb distal myopathy				NOT_TRANSLATED	
		en	jp	MONDO:0979360	rdfs:label	ADNP-related blepharophimosis-intellectual disability syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0979361	rdfs:label	asymetric thumb-handgrip weakness-distal myopathy				NOT_TRANSLATED	
		en	jp	MONDO:0979362	rdfs:label	calf-predominant weakness-gastrocnemius medialis atrophy-distal myopathy				NOT_TRANSLATED	
		en	jp	MONDO:0979367	rdfs:label	late infantile neuronal ceroid lipofuscinosis 6				NOT_TRANSLATED	
		en	jp	MONDO:0979368	rdfs:label	juvenile neuronal ceroid lipofuscinosis 6				NOT_TRANSLATED	
		en	jp	MONDO:0979370	rdfs:label	late infantile neuronal ceroid lipofuscinosis 8				NOT_TRANSLATED	
		en	jp	MONDO:0979371	rdfs:label	congenital neuronal ceroid lipofuscinosis 10				NOT_TRANSLATED	
		en	jp	MONDO:0979372	rdfs:label	late infantile neuronal ceroid lipofuscinosis 10				NOT_TRANSLATED	
		en	jp	MONDO:0979373	rdfs:label	juvenile neuronal ceroid lipofuscinosis 10				NOT_TRANSLATED	
		en	jp	MONDO:0979881	rdfs:label	infection-induced acute-onset axonal neuropathy				NOT_TRANSLATED	
		en	jp	MONDO:0979897	rdfs:label	congenital myopathy 27				NOT_TRANSLATED	
		en	jp	MONDO:0979898	rdfs:label	Dursun-Ozgul neurodevelopmental syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0979899	rdfs:label	spondyloepiphyseal dysplasia, Holling type				NOT_TRANSLATED	
		en	jp	MONDO:0980699	rdfs:label	neurodevelopmental disorder with growth impairment, quadriparesis, and poor or absent speech				NOT_TRANSLATED	
		en	jp	MONDO:0980700	rdfs:label	neurodevelopmental disorder with speech delay and behavioral abnormalities				NOT_TRANSLATED	
		en	jp	MONDO:0980701	rdfs:label	sulfite oxidase deficiency due to molybdenum cofactor deficiency type B2				NOT_TRANSLATED	
		en	jp	MONDO:0980702	rdfs:label	immune dysregulation, neurodevelopmental defects, and colitis				NOT_TRANSLATED	
		en	jp	MONDO:0980703	rdfs:label	Harel-Tora neurodevelopmental syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0980704	rdfs:label	neurocardiorenal malformation syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0980705	rdfs:label	congenital disorder of glycosylation, type IIcc				NOT_TRANSLATED	
		en	jp	MONDO:0980706	rdfs:label	neurodevelopmental disorder with behavioral abnormalities and childhood-onset spastic paraplegia				NOT_TRANSLATED	
		en	jp	MONDO:0980707	rdfs:label	Valence-Farazi cerebellar ataxia syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0980708	rdfs:label	spermatogenic failure 102				NOT_TRANSLATED	
		en	jp	MONDO:0980709	rdfs:label	neurodevelopmental disorder with early-onset seizures, facial dysmorphism, and behavioral abnormalities				NOT_TRANSLATED	
		en	jp	MONDO:0980710	rdfs:label	neurodevelopmental disorder with structural brain abnormalities and craniofacial abnormalities				NOT_TRANSLATED	
		en	jp	MONDO:0980711	rdfs:label	brain small vessel disease 6 with leukoencephalopathy				NOT_TRANSLATED	
		en	jp	MONDO:0980712	rdfs:label	dyschromatosis, ichthyosis, deafness, and atopic disease				NOT_TRANSLATED	
		en	jp	MONDO:0980715	rdfs:label	cardiac conduction disease with or without cardiomyoopathy				NOT_TRANSLATED	
		en	jp	MONDO:0980721	rdfs:label	rhabdomyolysis, susceptibility to, 2				NOT_TRANSLATED	
		en	jp	MONDO:0980722	rdfs:label	Stargardt disease 5				NOT_TRANSLATED	
		en	jp	MONDO:0980723	rdfs:label	fetomaternal alloimmune thrombocytopenia 1				NOT_TRANSLATED	
		en	jp	MONDO:0980724	rdfs:label	fetomaternal alloimmune thrombocytopenia 2				NOT_TRANSLATED	
		en	jp	MONDO:0980725	rdfs:label	fetomaternal alloimmune thrombocytopenia 3				NOT_TRANSLATED	
		en	jp	MONDO:0980726	rdfs:label	Ververi-Brady syndrome 2				NOT_TRANSLATED	
		en	jp	MONDO:0980727	rdfs:label	developmental delay with variable cardiac and renal congenital anomalies and dysmorphic facies				NOT_TRANSLATED	
		en	jp	MONDO:0980728	rdfs:label	developmental delay with sleep apnea				NOT_TRANSLATED	
		en	jp	MONDO:0980729	rdfs:label	immunodeficiency 134 (Epstein-Barr virus-specific)				NOT_TRANSLATED	
		en	jp	MONDO:0980732	rdfs:label	Pitt-Hopkins or Pitt-Hopkins-like syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0980746	rdfs:label	intellectual developmental disorder, autosomal recessive 84				NOT_TRANSLATED	
		en	jp	MONDO:0980747	rdfs:label	brain small vessel disease 2B, autosomal recessive				NOT_TRANSLATED	
		en	jp	MONDO:0980748	rdfs:label	intellectual developmental disorder, autosomal dominant 77				NOT_TRANSLATED	
		en	jp	MONDO:0980749	rdfs:label	apolipoprotein A-II deficiency				NOT_TRANSLATED	
		en	jp	MONDO:0980751	rdfs:label	Ramond-Elliott neurodevelopmental syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0980752	rdfs:label	leukoencephalopathy without lacunae, adult-onset				NOT_TRANSLATED	
		en	jp	MONDO:0980755	rdfs:label	mitochondrial complex IV deficiency, nuclear type 24				NOT_TRANSLATED	
		en	jp	MONDO:0980756	rdfs:label	congenital myopathy 28 with rigid spine				NOT_TRANSLATED	
		en	jp	MONDO:0980757	rdfs:label	periodontitis, aggressive				NOT_TRANSLATED	
		en	jp	MONDO:0980759	rdfs:label	follicular lymphoma, susceptibility to				NOT_TRANSLATED	
		en	jp	MONDO:0980763	rdfs:label	dental radicular dysplasia				NOT_TRANSLATED	
		en	jp	MONDO:0980764	rdfs:label	scoliosis, isolated, susceptibility to				NOT_TRANSLATED	
		en	jp	MONDO:0980935	rdfs:label	microcephaly, progressive, with simplified gyral pattern and cerebellar hypoplasia				NOT_TRANSLATED	
		en	jp	MONDO:0980936	rdfs:label	neutropenia, severe congenital, 12, autosomal recessive				NOT_TRANSLATED	
		en	jp	MONDO:0980937	rdfs:label	oculopharyngodistal myopathy 5				NOT_TRANSLATED	
		en	jp	MONDO:0980938	rdfs:label	osteopetrosis, autosomal dominant 4				NOT_TRANSLATED	
		en	jp	MONDO:0980939	rdfs:label	basal ganglia calcification, idiopathic, 11, autosomal recessive				NOT_TRANSLATED	
		en	jp	MONDO:0980940	rdfs:label	neurodevelopmental disorder with hypotonia, epilepsy, and absent speech				NOT_TRANSLATED	
		en	jp	MONDO:0980941	rdfs:label	neurodevelopmental disorder with speech delay, movement abnormalities, and seizures				NOT_TRANSLATED	
		en	jp	MONDO:0980942	rdfs:label	intellectual developmental disorder with seizures and dysmorphic facies				NOT_TRANSLATED	
		en	jp	MONDO:0980947	rdfs:label	neurodevelopmental disorder with spasticity, thin corpus callosum, and decreased brain white matter				NOT_TRANSLATED	
		en	jp	MONDO:0980948	rdfs:label	developmental and epileptic encephalopathy 120				NOT_TRANSLATED	
		en	jp	MONDO:0980949	rdfs:label	Moyamoya disease 8				NOT_TRANSLATED	
		en	jp	MONDO:0980963	rdfs:label	Charcot-Marie-Tooth disease, axonal, type 2KK				NOT_TRANSLATED	
		en	jp	MONDO:0980964	rdfs:label	oocyte/zygote/embryo maturation arrest 25				NOT_TRANSLATED	
		en	jp	MONDO:0980965	rdfs:label	neurodevelopmental disorder with congenital cardiac defects and variable renal and ocular abnormalities				NOT_TRANSLATED	
		en	jp	MONDO:0980966	rdfs:label	developmental and epileptic encephalopathy 121				NOT_TRANSLATED	
		en	jp	MONDO:0980967	rdfs:label	mitochondrial dna depletion syndrome 14A (encephalomyopathic type)				NOT_TRANSLATED	
		en	jp	MONDO:0980968	rdfs:label	neurodevelopmental disorder with seizures, hypotonia, and variable spasticity				NOT_TRANSLATED	
		en	jp	MONDO:0980969	rdfs:label	Charcot-Marie-Tooth disease, axonal, type 2LL				NOT_TRANSLATED	
		en	jp	MONDO:0980970	rdfs:label	mitochondrial complex 4 deficiency, nuclear type 25				NOT_TRANSLATED	
		en	jp	MONDO:0980971	rdfs:label	charcot-marie-tooth disease, axonal, type 2MM				NOT_TRANSLATED	
		en	jp	MONDO:0980972	rdfs:label	hypotrichosis 16				NOT_TRANSLATED	
		en	jp	MONDO:0980973	rdfs:label	STAD syndrome				NOT_TRANSLATED	
		en	jp	MONDO:0980974	rdfs:label	craniosynostosis-scoliosis syndrome				NOT_TRANSLATED	
		en	jp	MONDO:1010144	rdfs:label	PLD1-related congenital heart disease				NOT_TRANSLATED	
		en	jp	MONDO:1010145	rdfs:label	PIP5K1C-related neurodevelopmental disorder				NOT_TRANSLATED	
		en	jp	MONDO:1010146	rdfs:label	CFAP46-related primary ciliary dyskinesia				NOT_TRANSLATED	
		en	jp	MONDO:1010148	rdfs:label	benign skeletal muscle neoplasm				NOT_TRANSLATED	
		en	jp	MONDO:1010150	rdfs:label	COL4A1/A2-related disorder				NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010170	rdfs:label	Krabbe disease, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010171	rdfs:label	lysosomal storage disease, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010172	rdfs:label	alpha-mannosidosis, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010182	rdfs:label	premenstrual dysphoric disorder		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010183	rdfs:label	macular telangiectasia type 2		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010184	rdfs:label	macular telangiectasia		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010185	rdfs:label	transplant rejection		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010186	rdfs:label	hyperacute transplant rejection		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010187	rdfs:label	acute transplant rejection		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010188	rdfs:label	chronic transplant rejection		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010191	rdfs:label	deficiency of uridine monophosphate synthase, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010192	rdfs:label	central core myopathy, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010195	rdfs:label	myopathy, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010196	rdfs:label	congenital myopathy, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
http://purl.obolibrary.org/obo/mondo.owl	http://purl.obolibrary.org/obo/mondo/releases/2026-02-03/mondo.owl	en	ja	MONDO:1010197	rdfs:label	myositis ossificans, non-human animal		https://dbcls.rois.ac.jp/index-en.html		NOT_TRANSLATED	
