defined_class	defined_class_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0004950	gastric carcinoma	http://purl.obolibrary.org/obo/UBERON_0000945	stomach
http://purl.obolibrary.org/obo/MONDO_0003834	gastric cardia carcinoma	http://purl.obolibrary.org/obo/UBERON_0001162	cardia of stomach
http://purl.obolibrary.org/obo/MONDO_0003970	gastric fundus carcinoma	http://purl.obolibrary.org/obo/UBERON_0001160	fundus of stomach
http://purl.obolibrary.org/obo/MONDO_0002355	glottis carcinoma	http://purl.obolibrary.org/obo/UBERON_0002486	glottis
http://purl.obolibrary.org/obo/MONDO_0018017	goblet cell carcinoma	http://purl.obolibrary.org/obo/CL_0000160	goblet cell
http://purl.obolibrary.org/obo/MONDO_0002038	head and neck carcinoma	http://purl.obolibrary.org/obo/UBERON_0007811	craniocervical region
http://purl.obolibrary.org/obo/MONDO_0005216	hypopharyngeal carcinoma	http://purl.obolibrary.org/obo/UBERON_0001051	hypopharynx
http://purl.obolibrary.org/obo/MONDO_0006260	kidney medullary carcinoma	http://purl.obolibrary.org/obo/UBERON_0000362	renal medulla
http://purl.obolibrary.org/obo/MONDO_0001702	labia majora carcinoma	http://purl.obolibrary.org/obo/UBERON_0004085	labium majora
http://purl.obolibrary.org/obo/MONDO_0001602	labia minora carcinoma	http://purl.obolibrary.org/obo/UBERON_0004014	labium minora
http://purl.obolibrary.org/obo/MONDO_0002463	lacrimal gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0001817	lacrimal gland
http://purl.obolibrary.org/obo/MONDO_0002358	laryngeal carcinoma	http://purl.obolibrary.org/obo/UBERON_0001737	larynx
http://purl.obolibrary.org/obo/MONDO_0005138	lung carcinoma	http://purl.obolibrary.org/obo/UBERON_0002048	lung
http://purl.obolibrary.org/obo/MONDO_0004499	lung hilum carcinoma	http://purl.obolibrary.org/obo/UBERON_0004886	lung hilus
http://purl.obolibrary.org/obo/MONDO_0006284	major salivary gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0001829	major salivary gland
http://purl.obolibrary.org/obo/MONDO_0005628	male breast carcinoma	http://purl.obolibrary.org/obo/UBERON_0016410	male breast
http://purl.obolibrary.org/obo/MONDO_0001748	maxillary sinus carcinoma	http://purl.obolibrary.org/obo/UBERON_0001764	maxillary sinus
http://purl.obolibrary.org/obo/MONDO_0015277	medullary thyroid gland carcinoma	http://purl.obolibrary.org/obo/CL_0000570	parafollicular cell
http://purl.obolibrary.org/obo/MONDO_0003190	middle ear carcinoma	http://purl.obolibrary.org/obo/UBERON_0001756	middle ear
http://purl.obolibrary.org/obo/MONDO_0045069	minor salivary gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0001830	minor salivary gland
http://purl.obolibrary.org/obo/MONDO_0003212	nasal cavity carcinoma	http://purl.obolibrary.org/obo/UBERON_0001707	nasal cavity
http://purl.obolibrary.org/obo/MONDO_0015459	nasopharyngeal carcinoma	http://purl.obolibrary.org/obo/UBERON_0001728	nasopharynx
http://purl.obolibrary.org/obo/MONDO_0003950	nipple carcinoma	http://purl.obolibrary.org/obo/UBERON_0002030	nipple
http://purl.obolibrary.org/obo/MONDO_0044925	oral cavity carcinoma	http://purl.obolibrary.org/obo/UBERON_0000167	oral cavity
http://purl.obolibrary.org/obo/MONDO_0044926	oropharyngeal carcinoma	http://purl.obolibrary.org/obo/UBERON_0001729	oropharynx
http://purl.obolibrary.org/obo/MONDO_0006346	pancreatic acinar cell carcinoma	http://purl.obolibrary.org/obo/CL_0002064	pancreatic acinar cell
http://purl.obolibrary.org/obo/MONDO_0005893	pancreatic endocrine carcinoma	http://purl.obolibrary.org/obo/UBERON_0000016	endocrine pancreas
http://purl.obolibrary.org/obo/MONDO_0000380	paranasal sinus carcinoma	http://purl.obolibrary.org/obo/UBERON_0001825	paranasal sinus
http://purl.obolibrary.org/obo/MONDO_0012004	parathyroid gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0001132	parathyroid gland
http://purl.obolibrary.org/obo/MONDO_0006360	penile carcinoma	http://purl.obolibrary.org/obo/UBERON_0000989	penis
http://purl.obolibrary.org/obo/MONDO_0002113	peritoneal carcinoma	http://purl.obolibrary.org/obo/UBERON_0002358	peritoneum
http://purl.obolibrary.org/obo/MONDO_0005159	prostate carcinoma	http://purl.obolibrary.org/obo/UBERON_0002367	prostate gland
http://purl.obolibrary.org/obo/MONDO_0044937	rectal carcinoma	http://purl.obolibrary.org/obo/UBERON_0001052	rectum
http://purl.obolibrary.org/obo/MONDO_0002424	rectosigmoid carcinoma	http://purl.obolibrary.org/obo/UBERON_0036214	rectosigmoid junction
http://purl.obolibrary.org/obo/MONDO_0005206	renal carcinoma	http://purl.obolibrary.org/obo/UBERON_0002113	kidney
http://purl.obolibrary.org/obo/MONDO_0005519	renal pelvis carcinoma	http://purl.obolibrary.org/obo/UBERON_0001224	renal pelvis
http://purl.obolibrary.org/obo/MONDO_0001502	retroperitoneum carcinoma	http://purl.obolibrary.org/obo/UBERON_0003693	retroperitoneal space
http://purl.obolibrary.org/obo/MONDO_0044915	salivary duct carcinoma	http://purl.obolibrary.org/obo/UBERON_0001837	duct of salivary gland
http://purl.obolibrary.org/obo/MONDO_0000521	salivary gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0001044	saliva-secreting gland
http://purl.obolibrary.org/obo/MONDO_0002650	scrotal carcinoma	http://purl.obolibrary.org/obo/UBERON_0001300	scrotum
http://purl.obolibrary.org/obo/MONDO_0006973	skin appendage carcinoma	http://purl.obolibrary.org/obo/UBERON_0000021	cutaneous appendage
http://purl.obolibrary.org/obo/MONDO_0002656	skin carcinoma	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0005522	small intestine carcinoma	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine
http://purl.obolibrary.org/obo/MONDO_0004358	subglottis carcinoma	http://purl.obolibrary.org/obo/UBERON_0036068	subglottis
http://purl.obolibrary.org/obo/MONDO_0021070	sublingual gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0001832	sublingual gland
http://purl.obolibrary.org/obo/MONDO_0005524	sweat gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0001820	sweat gland
http://purl.obolibrary.org/obo/MONDO_0006451	thymic carcinoma	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0015075	thyroid gland carcinoma	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid gland
http://purl.obolibrary.org/obo/MONDO_0005034	thyroid gland follicular carcinoma	http://purl.obolibrary.org/obo/UBERON_0005305	thyroid follicle
http://purl.obolibrary.org/obo/MONDO_0021337	tonsil carcinoma	http://purl.obolibrary.org/obo/UBERON_0002372	tonsil
http://purl.obolibrary.org/obo/MONDO_0003184	trachea carcinoma	http://purl.obolibrary.org/obo/UBERON_0003126	trachea
http://purl.obolibrary.org/obo/MONDO_0006474	transitional cell carcinoma	http://purl.obolibrary.org/obo/CL_0000244	transitional epithelial cell
http://purl.obolibrary.org/obo/MONDO_0006481	ureter carcinoma	http://purl.obolibrary.org/obo/UBERON_0000056	ureter
http://purl.obolibrary.org/obo/MONDO_0004986	urinary bladder carcinoma	http://purl.obolibrary.org/obo/UBERON_0001255	urinary bladder
http://purl.obolibrary.org/obo/MONDO_0005213	uterine carcinoma	http://purl.obolibrary.org/obo/UBERON_0000995	uterus
http://purl.obolibrary.org/obo/MONDO_0015867	vaginal carcinoma	http://purl.obolibrary.org/obo/UBERON_0000996	vagina
http://purl.obolibrary.org/obo/MONDO_0005215	vulvar carcinoma	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
