defined_class	defined_class_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0002290	clitoris cancer	http://purl.obolibrary.org/obo/UBERON_0002411	clitoris
http://purl.obolibrary.org/obo/MONDO_0005575	colorectal cancer	http://purl.obolibrary.org/obo/UBERON_0012652	colorectum
http://purl.obolibrary.org/obo/MONDO_0003454	conjunctival cancer	http://purl.obolibrary.org/obo/UBERON_0001811	conjunctiva
http://purl.obolibrary.org/obo/MONDO_0003802	cornea cancer	http://purl.obolibrary.org/obo/UBERON_0000964	cornea
http://purl.obolibrary.org/obo/MONDO_0001462	descending colon cancer	http://purl.obolibrary.org/obo/UBERON_0001158	descending colon
http://purl.obolibrary.org/obo/MONDO_0002786	diencephalic cancer	http://purl.obolibrary.org/obo/UBERON_0001894	diencephalon
http://purl.obolibrary.org/obo/MONDO_0002516	digestive system cancer	http://purl.obolibrary.org/obo/UBERON_0001007	digestive system
http://purl.obolibrary.org/obo/MONDO_0000920	duodenum cancer	http://purl.obolibrary.org/obo/UBERON_0002114	duodenum
http://purl.obolibrary.org/obo/MONDO_0005506	eccrine sweat gland cancer	http://purl.obolibrary.org/obo/UBERON_0000423	eccrine sweat gland
http://purl.obolibrary.org/obo/MONDO_0003687	endocardium cancer	http://purl.obolibrary.org/obo/UBERON_0002165	endocardium
http://purl.obolibrary.org/obo/MONDO_0011962	endometrial cancer	http://purl.obolibrary.org/obo/UBERON_0001295	endometrium
http://purl.obolibrary.org/obo/MONDO_0003104	epicardium cancer	http://purl.obolibrary.org/obo/UBERON_0002348	epicardium
http://purl.obolibrary.org/obo/MONDO_0001016	epididymis cancer	http://purl.obolibrary.org/obo/UBERON_0001301	epididymis
http://purl.obolibrary.org/obo/MONDO_0004473	epiglottis cancer	http://purl.obolibrary.org/obo/UBERON_0000388	epiglottis
http://purl.obolibrary.org/obo/MONDO_0007576	esophageal cancer	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus
http://purl.obolibrary.org/obo/MONDO_0001763	ethmoid sinus cancer	http://purl.obolibrary.org/obo/UBERON_0002453	ethmoid sinus
http://purl.obolibrary.org/obo/MONDO_0003574	external ear cancer	http://purl.obolibrary.org/obo/UBERON_0001691	external ear
http://purl.obolibrary.org/obo/MONDO_0021313	eyelid cancer	http://purl.obolibrary.org/obo/UBERON_0001711	eyelid
http://purl.obolibrary.org/obo/MONDO_0002158	fallopian tube cancer	http://purl.obolibrary.org/obo/UBERON_0003889	fallopian tube
http://purl.obolibrary.org/obo/MONDO_0002069	female breast axillary tail cancer	http://purl.obolibrary.org/obo/UBERON_0035289	axillary tail of breast
http://purl.obolibrary.org/obo/MONDO_0001416	female reproductive organ cancer	http://purl.obolibrary.org/obo/UBERON_0003134	female reproductive organ
http://purl.obolibrary.org/obo/MONDO_0004203	female urethral cancer	http://purl.obolibrary.org/obo/UBERON_0001334	female urethra
http://purl.obolibrary.org/obo/MONDO_0003505	femoral cancer	http://purl.obolibrary.org/obo/UBERON_0000981	femur
http://purl.obolibrary.org/obo/MONDO_0001756	frontal sinus cancer	http://purl.obolibrary.org/obo/UBERON_0001760	frontal sinus
http://purl.obolibrary.org/obo/MONDO_0005411	gallbladder cancer	http://purl.obolibrary.org/obo/UBERON_0002110	gall bladder
http://purl.obolibrary.org/obo/MONDO_0001056	gastric cancer	http://purl.obolibrary.org/obo/UBERON_0000945	stomach
http://purl.obolibrary.org/obo/MONDO_0005507	gingival cancer	http://purl.obolibrary.org/obo/UBERON_0001828	gingiva
http://purl.obolibrary.org/obo/MONDO_0001388	glans penis cancer	http://purl.obolibrary.org/obo/UBERON_0001299	glans penis
http://purl.obolibrary.org/obo/MONDO_0002351	glottis cancer	http://purl.obolibrary.org/obo/UBERON_0002486	glottis
http://purl.obolibrary.org/obo/MONDO_0040676	great vessel cancer	http://purl.obolibrary.org/obo/UBERON_0013768	great vessel of heart
http://purl.obolibrary.org/obo/MONDO_0004719	hard palate cancer	http://purl.obolibrary.org/obo/UBERON_0003216	hard palate
http://purl.obolibrary.org/obo/MONDO_0005627	head and neck cancer	http://purl.obolibrary.org/obo/UBERON_0007811	craniocervical region
http://purl.obolibrary.org/obo/MONDO_0001340	heart cancer	http://purl.obolibrary.org/obo/UBERON_0000948	heart
http://purl.obolibrary.org/obo/MONDO_0002357	hepatic flexure cancer	http://purl.obolibrary.org/obo/UBERON_0022277	hepatic flexure of colon
http://purl.obolibrary.org/obo/MONDO_0000955	ileum cancer	http://purl.obolibrary.org/obo/UBERON_0002116	ileum
http://purl.obolibrary.org/obo/MONDO_0000621	immune system cancer	http://purl.obolibrary.org/obo/UBERON_0002405	immune system
http://purl.obolibrary.org/obo/MONDO_0003278	inner ear cancer	http://purl.obolibrary.org/obo/UBERON_0001846	internal ear
http://purl.obolibrary.org/obo/MONDO_0000653	integumentary system cancer	http://purl.obolibrary.org/obo/UBERON_0002416	integumental system
http://purl.obolibrary.org/obo/MONDO_0005814	intestinal cancer	http://purl.obolibrary.org/obo/UBERON_0000160	intestine
http://purl.obolibrary.org/obo/MONDO_0001487	intrahepatic bile duct cancer	http://purl.obolibrary.org/obo/UBERON_0003704	intrahepatic bile duct
http://purl.obolibrary.org/obo/MONDO_0002658	iris cancer	http://purl.obolibrary.org/obo/UBERON_0001769	iris
http://purl.obolibrary.org/obo/MONDO_0002131	jaw cancer	http://purl.obolibrary.org/obo/UBERON_0001708	jaw skeleton
http://purl.obolibrary.org/obo/MONDO_0006815	jejunal cancer	http://purl.obolibrary.org/obo/UBERON_0002115	jejunum
http://purl.obolibrary.org/obo/MONDO_0002367	kidney cancer	http://purl.obolibrary.org/obo/UBERON_0002113	kidney
http://purl.obolibrary.org/obo/MONDO_0001526	labia minora cancer	http://purl.obolibrary.org/obo/UBERON_0004014	labium minora
http://purl.obolibrary.org/obo/MONDO_0001403	labium majus cancer	http://purl.obolibrary.org/obo/UBERON_0004085	labium majora
http://purl.obolibrary.org/obo/MONDO_0001580	lacrimal duct cancer	http://purl.obolibrary.org/obo/UBERON_0001850	lacrimal drainage system
http://purl.obolibrary.org/obo/MONDO_0002464	lacrimal gland cancer	http://purl.obolibrary.org/obo/UBERON_0001817	lacrimal gland
http://purl.obolibrary.org/obo/MONDO_0002460	lacrimal system cancer	http://purl.obolibrary.org/obo/UBERON_0001750	lacrimal apparatus
http://purl.obolibrary.org/obo/MONDO_0001691	laryngeal cartilage cancer	http://purl.obolibrary.org/obo/UBERON_0001739	laryngeal cartilage
http://purl.obolibrary.org/obo/MONDO_0002352	larynx cancer	http://purl.obolibrary.org/obo/UBERON_0001737	larynx
http://purl.obolibrary.org/obo/MONDO_0006834	lip cancer	http://purl.obolibrary.org/obo/UBERON_0001833	lip
http://purl.obolibrary.org/obo/MONDO_0002813	lipomatous cancer	http://purl.obolibrary.org/obo/UBERON_0001013	adipose tissue
http://purl.obolibrary.org/obo/MONDO_0002691	liver cancer	http://purl.obolibrary.org/obo/UBERON_0002107	liver
http://purl.obolibrary.org/obo/MONDO_0004713	lower gum cancer	http://purl.obolibrary.org/obo/UBERON_0011602	gingiva of lower jaw
http://purl.obolibrary.org/obo/MONDO_0004673	lower lip cancer	http://purl.obolibrary.org/obo/UBERON_0001835	lower lip
http://purl.obolibrary.org/obo/MONDO_0008903	lung cancer	http://purl.obolibrary.org/obo/UBERON_0002048	lung
http://purl.obolibrary.org/obo/MONDO_0004332	lung hilum cancer	http://purl.obolibrary.org/obo/UBERON_0004886	lung hilus
http://purl.obolibrary.org/obo/MONDO_0001082	lymph node cancer	http://purl.obolibrary.org/obo/UBERON_0000029	lymph node
http://purl.obolibrary.org/obo/MONDO_0000612	lymphatic system cancer	http://purl.obolibrary.org/obo/UBERON_0006558	lymphatic part of lymphoid system
http://purl.obolibrary.org/obo/MONDO_0002811	main bronchus cancer	http://purl.obolibrary.org/obo/UBERON_0002182	main bronchus
http://purl.obolibrary.org/obo/MONDO_0044743	major salivary gland cancer	http://purl.obolibrary.org/obo/UBERON_0001829	major salivary gland
http://purl.obolibrary.org/obo/MONDO_0005836	male reproductive organ cancer	http://purl.obolibrary.org/obo/UBERON_0003135	male reproductive organ
http://purl.obolibrary.org/obo/MONDO_0004197	male urethral cancer	http://purl.obolibrary.org/obo/UBERON_0001333	male urethra
http://purl.obolibrary.org/obo/MONDO_0021063	malignant colon neoplasm	http://purl.obolibrary.org/obo/UBERON_0001155	colon
http://purl.obolibrary.org/obo/MONDO_0002433	malignant cranial nerve neoplasm	http://purl.obolibrary.org/obo/UBERON_0001785	cranial nerve
http://purl.obolibrary.org/obo/MONDO_0003363	malignant dermis tumor	http://purl.obolibrary.org/obo/UBERON_0002067	dermis
http://purl.obolibrary.org/obo/MONDO_0003277	malignant ear neoplasm	http://purl.obolibrary.org/obo/UBERON_0001690	ear
http://purl.obolibrary.org/obo/MONDO_0021069	malignant endocrine neoplasm	http://purl.obolibrary.org/obo/UBERON_0002368	endocrine gland
http://purl.obolibrary.org/obo/MONDO_0002116	malignant exocrine pancreas neoplasm	http://purl.obolibrary.org/obo/UBERON_0000017	exocrine pancreas
http://purl.obolibrary.org/obo/MONDO_0006291	malignant jugulotympanic paraganglioma	http://purl.obolibrary.org/obo/UBERON_0034972	jugular body
http://purl.obolibrary.org/obo/MONDO_0003762	malignant leptomeningeal tumor	http://purl.obolibrary.org/obo/UBERON_0000391	leptomeninx
http://purl.obolibrary.org/obo/MONDO_0021324	malignant neoplasm of abdominal esophagus	http://purl.obolibrary.org/obo/UBERON_0035177	abdominal part of esophagus
http://purl.obolibrary.org/obo/MONDO_0002432	malignant neoplasm of acoustic nerve	http://purl.obolibrary.org/obo/UBERON_0001648	vestibulocochlear nerve
http://purl.obolibrary.org/obo/MONDO_0021326	malignant neoplasm of cervical esophagus	http://purl.obolibrary.org/obo/UBERON_0035450	cervical part of esophagus
http://purl.obolibrary.org/obo/MONDO_0021323	malignant neoplasm of chest wall	http://purl.obolibrary.org/obo/UBERON_0016435	chest wall
http://purl.obolibrary.org/obo/MONDO_0021309	malignant neoplasm of endocervix	http://purl.obolibrary.org/obo/UBERON_0000458	endocervix
http://purl.obolibrary.org/obo/MONDO_0021325	malignant neoplasm of thoracic esophagus	http://purl.obolibrary.org/obo/UBERON_0035216	thoracic part of esophagus
http://purl.obolibrary.org/obo/MONDO_0009831	malignant pancreatic neoplasm	http://purl.obolibrary.org/obo/UBERON_0001264	pancreas
http://purl.obolibrary.org/obo/MONDO_0044919	malignant renal pelvis neoplasm	http://purl.obolibrary.org/obo/UBERON_0001224	renal pelvis
http://purl.obolibrary.org/obo/MONDO_0021312	malignant tumor of adrenal cortex	http://purl.obolibrary.org/obo/UBERON_0001235	adrenal cortex
http://purl.obolibrary.org/obo/MONDO_0021321	malignant tumor of extrahepatic bile duct	http://purl.obolibrary.org/obo/UBERON_0003703	extrahepatic bile duct
http://purl.obolibrary.org/obo/MONDO_0021320	malignant tumor of floor of mouth	http://purl.obolibrary.org/obo/UBERON_0003679	mouth floor
http://purl.obolibrary.org/obo/MONDO_0021322	malignant tumor of meninges	http://purl.obolibrary.org/obo/UBERON_0010743	meningeal cluster
http://purl.obolibrary.org/obo/MONDO_0021316	malignant tumor of minor salivary gland	http://purl.obolibrary.org/obo/UBERON_0001830	minor salivary gland
http://purl.obolibrary.org/obo/MONDO_0021315	malignant tumor of nasopharynx	http://purl.obolibrary.org/obo/UBERON_0001728	nasopharynx
http://purl.obolibrary.org/obo/MONDO_0021310	malignant tumor of neck	http://purl.obolibrary.org/obo/UBERON_0000974	neck
http://purl.obolibrary.org/obo/MONDO_0020175	malignant tumor of palpebral epidermis	http://purl.obolibrary.org/obo/UBERON_0001457	skin of eyelid
http://purl.obolibrary.org/obo/MONDO_0021311	malignant tumor of parathyroid gland	http://purl.obolibrary.org/obo/UBERON_0001132	parathyroid gland
http://purl.obolibrary.org/obo/MONDO_0006295	malignant urinary system neoplasm	http://purl.obolibrary.org/obo/UBERON_0001008	renal system
http://purl.obolibrary.org/obo/MONDO_0005837	mandibular cancer	http://purl.obolibrary.org/obo/UBERON_0001684	mandible
http://purl.obolibrary.org/obo/MONDO_0005843	mediastinal cancer	http://purl.obolibrary.org/obo/UBERON_0003728	mediastinum
http://purl.obolibrary.org/obo/MONDO_0003275	middle ear cancer	http://purl.obolibrary.org/obo/UBERON_0001756	middle ear
http://purl.obolibrary.org/obo/MONDO_0005864	muscle cancer	http://purl.obolibrary.org/obo/UBERON_0005090	muscle structure
http://purl.obolibrary.org/obo/MONDO_0000637	musculoskeletal system cancer	http://purl.obolibrary.org/obo/UBERON_0002204	musculoskeletal system
http://purl.obolibrary.org/obo/MONDO_0004749	myocardium cancer	http://purl.obolibrary.org/obo/UBERON_0002349	myocardium
http://purl.obolibrary.org/obo/MONDO_0001128	nasal cavity cancer	http://purl.obolibrary.org/obo/UBERON_0001707	nasal cavity
http://purl.obolibrary.org/obo/MONDO_0005872	nervous system cancer	http://purl.obolibrary.org/obo/UBERON_0001016	nervous system
http://purl.obolibrary.org/obo/MONDO_0002236	ocular cancer	http://purl.obolibrary.org/obo/UBERON_0010230	eyeball of camera-type eye
http://purl.obolibrary.org/obo/MONDO_0002434	oculomotor nerve cancer	http://purl.obolibrary.org/obo/UBERON_0001643	oculomotor nerve
http://purl.obolibrary.org/obo/MONDO_0005515	oral cavity cancer	http://purl.obolibrary.org/obo/UBERON_0000167	oral cavity
http://purl.obolibrary.org/obo/MONDO_0002889	orbital cancer	http://purl.obolibrary.org/obo/UBERON_0001697	orbit of skull
http://purl.obolibrary.org/obo/MONDO_0004608	oropharynx cancer	http://purl.obolibrary.org/obo/UBERON_0001729	oropharynx
http://purl.obolibrary.org/obo/MONDO_0008170	ovarian cancer	http://purl.obolibrary.org/obo/UBERON_0000992	ovary
http://purl.obolibrary.org/obo/MONDO_0001350	parametrium malignant neoplasm	http://purl.obolibrary.org/obo/UBERON_0010391	parametrium
http://purl.obolibrary.org/obo/MONDO_0020669	paranasal sinus cancer	http://purl.obolibrary.org/obo/UBERON_0001825	paranasal sinus
http://purl.obolibrary.org/obo/MONDO_0001869	paraurethral gland cancer	http://purl.obolibrary.org/obo/UBERON_0010145	paraurethral gland
http://purl.obolibrary.org/obo/MONDO_0001952	parietal lobe cancer	http://purl.obolibrary.org/obo/UBERON_0001872	parietal lobe
http://purl.obolibrary.org/obo/MONDO_0004700	parotid gland cancer	http://purl.obolibrary.org/obo/UBERON_0001831	parotid gland
http://purl.obolibrary.org/obo/MONDO_0001325	penile cancer	http://purl.obolibrary.org/obo/UBERON_0000989	penis
http://purl.obolibrary.org/obo/MONDO_0001322	pericardium cancer	http://purl.obolibrary.org/obo/UBERON_0002407	pericardium
http://purl.obolibrary.org/obo/MONDO_0021089	peripheral nervous system cancer	http://purl.obolibrary.org/obo/UBERON_0000010	peripheral nervous system
http://purl.obolibrary.org/obo/MONDO_0002087	peritoneum cancer	http://purl.obolibrary.org/obo/UBERON_0002358	peritoneum
http://purl.obolibrary.org/obo/MONDO_0005517	pharynx cancer	http://purl.obolibrary.org/obo/UBERON_0001042	chordate pharynx
http://purl.obolibrary.org/obo/MONDO_0003249	pineal gland cancer	http://purl.obolibrary.org/obo/UBERON_0001905	pineal body
http://purl.obolibrary.org/obo/MONDO_0002109	pituitary cancer	http://purl.obolibrary.org/obo/UBERON_0000007	pituitary gland
http://purl.obolibrary.org/obo/MONDO_0002178	placenta cancer	http://purl.obolibrary.org/obo/UBERON_0001987	placenta
http://purl.obolibrary.org/obo/MONDO_0006294	pleural cancer	http://purl.obolibrary.org/obo/UBERON_0000977	pleura
http://purl.obolibrary.org/obo/MONDO_0002972	posterior mediastinum cancer	http://purl.obolibrary.org/obo/UBERON_0008822	posterior mediastinum
http://purl.obolibrary.org/obo/MONDO_0001653	prepuce cancer	http://purl.obolibrary.org/obo/UBERON_0011374	prepuce
http://purl.obolibrary.org/obo/MONDO_0008315	prostate cancer	http://purl.obolibrary.org/obo/UBERON_0002367	prostate gland
http://purl.obolibrary.org/obo/MONDO_0001062	pyloric antrum cancer	http://purl.obolibrary.org/obo/UBERON_0001165	pyloric antrum
http://purl.obolibrary.org/obo/MONDO_0001061	pylorus cancer	http://purl.obolibrary.org/obo/UBERON_0001166	pylorus
http://purl.obolibrary.org/obo/MONDO_0006519	rectal cancer	http://purl.obolibrary.org/obo/UBERON_0001052	rectum
http://purl.obolibrary.org/obo/MONDO_0002425	rectosigmoid junction cancer	http://purl.obolibrary.org/obo/UBERON_0036214	rectosigmoid junction
http://purl.obolibrary.org/obo/MONDO_0002149	reproductive system cancer	http://purl.obolibrary.org/obo/UBERON_0000990	reproductive system
http://purl.obolibrary.org/obo/MONDO_0000376	respiratory system cancer	http://purl.obolibrary.org/obo/UBERON_0001004	respiratory system
http://purl.obolibrary.org/obo/MONDO_0003072	retinal cancer	http://purl.obolibrary.org/obo/UBERON_0000966	retina
http://purl.obolibrary.org/obo/MONDO_0005941	retroperitoneal cancer	http://purl.obolibrary.org/obo/UBERON_0003693	retroperitoneal space
http://purl.obolibrary.org/obo/MONDO_0001352	round ligament malignant neoplasm	http://purl.obolibrary.org/obo/UBERON_0006589	round ligament of uterus
http://purl.obolibrary.org/obo/MONDO_0004669	salivary gland cancer	http://purl.obolibrary.org/obo/UBERON_0001044	saliva-secreting gland
http://purl.obolibrary.org/obo/MONDO_0021112	scrotum cancer	http://purl.obolibrary.org/obo/UBERON_0001300	scrotum
http://purl.obolibrary.org/obo/MONDO_0037735	sebaceous gland cancer	http://purl.obolibrary.org/obo/UBERON_0001821	sebaceous gland
http://purl.obolibrary.org/obo/MONDO_0000649	sensory system cancer	http://purl.obolibrary.org/obo/UBERON_0001032	sensory system
http://purl.obolibrary.org/obo/MONDO_0001464	sigmoid colon cancer	http://purl.obolibrary.org/obo/UBERON_0001159	sigmoid colon
http://purl.obolibrary.org/obo/MONDO_0002847	skeletal muscle cancer	http://purl.obolibrary.org/obo/UBERON_0001134	skeletal muscle tissue
http://purl.obolibrary.org/obo/MONDO_0002898	skin cancer	http://purl.obolibrary.org/obo/UBERON_0000014	zone of skin
http://purl.obolibrary.org/obo/MONDO_0002132	skull cancer	http://purl.obolibrary.org/obo/UBERON_0003129	skull
http://purl.obolibrary.org/obo/MONDO_0000956	small intestine cancer	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine
http://purl.obolibrary.org/obo/MONDO_0004611	soft palate cancer	http://purl.obolibrary.org/obo/UBERON_0001733	soft palate
http://purl.obolibrary.org/obo/MONDO_0001654	spermatic cord cancer	http://purl.obolibrary.org/obo/UBERON_0005352	spermatic cord
http://purl.obolibrary.org/obo/MONDO_0001994	sphenoidal sinus cancer	http://purl.obolibrary.org/obo/UBERON_0001724	sphenoidal sinus
http://purl.obolibrary.org/obo/MONDO_0003544	spinal cord cancer	http://purl.obolibrary.org/obo/UBERON_0002240	spinal cord
http://purl.obolibrary.org/obo/MONDO_0004151	spinal meninges cancer	http://purl.obolibrary.org/obo/UBERON_0003292	meninx of spinal cord
http://purl.obolibrary.org/obo/MONDO_0005966	spleen cancer	http://purl.obolibrary.org/obo/UBERON_0002106	spleen
http://purl.obolibrary.org/obo/MONDO_0001463	splenic flexure cancer	http://purl.obolibrary.org/obo/UBERON_0022276	splenic flexure of colon
http://purl.obolibrary.org/obo/MONDO_0003273	sternum cancer	http://purl.obolibrary.org/obo/UBERON_0000975	sternum
http://purl.obolibrary.org/obo/MONDO_0001293	subglottis cancer	http://purl.obolibrary.org/obo/UBERON_0036068	subglottis
http://purl.obolibrary.org/obo/MONDO_0004667	sublingual gland cancer	http://purl.obolibrary.org/obo/UBERON_0001832	sublingual gland
http://purl.obolibrary.org/obo/MONDO_0004724	submandibular gland cancer	http://purl.obolibrary.org/obo/UBERON_0001736	submandibular gland
http://purl.obolibrary.org/obo/MONDO_0001724	supraglottis cancer	http://purl.obolibrary.org/obo/UBERON_0036263	supraglottic part of larynx
http://purl.obolibrary.org/obo/MONDO_0002206	sweat gland cancer	http://purl.obolibrary.org/obo/UBERON_0001820	sweat gland
http://purl.obolibrary.org/obo/MONDO_0002403	synovium cancer	http://purl.obolibrary.org/obo/UBERON_0002018	synovial membrane of synovial joint
http://purl.obolibrary.org/obo/MONDO_0002218	temporal lobe cancer	http://purl.obolibrary.org/obo/UBERON_0001871	temporal lobe
http://purl.obolibrary.org/obo/MONDO_0005447	testicular cancer	http://purl.obolibrary.org/obo/UBERON_0000473	testis
http://purl.obolibrary.org/obo/MONDO_0003766	thalamic cancer	http://purl.obolibrary.org/obo/UBERON_0001897	dorsal plus ventral thalamus
http://purl.obolibrary.org/obo/MONDO_0003274	thoracic cancer	http://purl.obolibrary.org/obo/UBERON_0000915	thoracic segment of trunk
http://purl.obolibrary.org/obo/MONDO_0002586	thymus cancer	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0002108	thyroid cancer	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid gland
http://purl.obolibrary.org/obo/MONDO_0004631	tongue cancer	http://purl.obolibrary.org/obo/UBERON_0001723	tongue
http://purl.obolibrary.org/obo/MONDO_0006998	tonsil cancer	http://purl.obolibrary.org/obo/UBERON_0002372	tonsil
http://purl.obolibrary.org/obo/MONDO_0004690	tonsillar fossa cancer	http://purl.obolibrary.org/obo/UBERON_0035228	tonsillar fossa
http://purl.obolibrary.org/obo/MONDO_0004642	tonsillar pillar cancer	http://purl.obolibrary.org/obo/UBERON_0036274	tonsillar pillar
http://purl.obolibrary.org/obo/MONDO_0001407	tracheal cancer	http://purl.obolibrary.org/obo/UBERON_0003126	trachea
http://purl.obolibrary.org/obo/MONDO_0002361	transverse colon cancer	http://purl.obolibrary.org/obo/UBERON_0001157	transverse colon
http://purl.obolibrary.org/obo/MONDO_0004615	upper gum cancer	http://purl.obolibrary.org/obo/UBERON_0011601	gingiva of upper jaw
http://purl.obolibrary.org/obo/MONDO_0004621	upper lip cancer	http://purl.obolibrary.org/obo/UBERON_0001834	upper lip
