defined_class	defined_class_label	disease	disease_label
http://purl.obolibrary.org/obo/MONDO_0024573	familial hypertrophic cardiomyopathy	http://purl.obolibrary.org/obo/MONDO_0005045	hypertrophic cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0044816	familial idiopathic torsion dystonia	http://purl.obolibrary.org/obo/MONDO_0044811	idiopathic torsion dystonia
http://purl.obolibrary.org/obo/MONDO_0010080	familial infantile bilateral striatal necrosis	http://purl.obolibrary.org/obo/MONDO_0015518	infantile bilateral striatal necrosis
http://purl.obolibrary.org/obo/MONDO_0017290	familial intrahepatic cholestasis	http://purl.obolibrary.org/obo/MONDO_0019072	intrahepatic cholestasis
http://purl.obolibrary.org/obo/MONDO_0017824	familial isolated pituitary adenoma	http://purl.obolibrary.org/obo/MONDO_0006373	pituitary gland adenoma
http://purl.obolibrary.org/obo/MONDO_0018851	familial keratoacanthoma	http://purl.obolibrary.org/obo/MONDO_0002527	keratoacanthoma
http://purl.obolibrary.org/obo/MONDO_0019171	familial long QT syndrome	http://purl.obolibrary.org/obo/MONDO_0002442	long QT syndrome
http://purl.obolibrary.org/obo/MONDO_0007958	familial medullary thyroid carcinoma	http://purl.obolibrary.org/obo/MONDO_0015277	medullary thyroid gland carcinoma
http://purl.obolibrary.org/obo/MONDO_0018961	familial melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	melanoma
http://purl.obolibrary.org/obo/MONDO_0011789	familial meningioma	http://purl.obolibrary.org/obo/MONDO_0016642	meningioma
http://purl.obolibrary.org/obo/MONDO_0008004	familial mitral valve prolapse	http://purl.obolibrary.org/obo/MONDO_0004910	mitral valve prolapse
http://purl.obolibrary.org/obo/MONDO_0002350	familial nephrotic syndrome	http://purl.obolibrary.org/obo/MONDO_0005377	nephrotic syndrome
http://purl.obolibrary.org/obo/MONDO_0007660	familial ossifying fibroma	http://purl.obolibrary.org/obo/MONDO_0002119	ossifying fibroma
http://purl.obolibrary.org/obo/MONDO_0016248	familial ovarian cancer	http://purl.obolibrary.org/obo/MONDO_0008170	ovarian cancer
http://purl.obolibrary.org/obo/MONDO_0004033	familial ovarian carcinoma	http://purl.obolibrary.org/obo/MONDO_0005140	ovarian carcinoma
http://purl.obolibrary.org/obo/MONDO_0015278	familial pancreatic carcinoma	http://purl.obolibrary.org/obo/MONDO_0005192	exocrine pancreatic carcinoma
http://purl.obolibrary.org/obo/MONDO_0020523	familial parathyroid adenoma	http://purl.obolibrary.org/obo/MONDO_0006890	parathyroid gland adenoma
http://purl.obolibrary.org/obo/MONDO_0017704	familial partial epilepsy	http://purl.obolibrary.org/obo/MONDO_0005384	partial epilepsy
http://purl.obolibrary.org/obo/MONDO_0020088	familial partial lipodystrophy	http://purl.obolibrary.org/obo/MONDO_0027767	partial lipodystrophy
http://purl.obolibrary.org/obo/MONDO_0000995	familial periodic paralysis	http://purl.obolibrary.org/obo/MONDO_0016122	periodic paralysis
http://purl.obolibrary.org/obo/MONDO_0001115	familial polycythemia	http://purl.obolibrary.org/obo/MONDO_0005571	polycythemia
http://purl.obolibrary.org/obo/MONDO_0020496	familial porencephaly	http://purl.obolibrary.org/obo/MONDO_0017410	porencephaly
http://purl.obolibrary.org/obo/MONDO_0008296	familial porphyria cutanea tarda	http://purl.obolibrary.org/obo/MONDO_0015104	porphyria cutanea tarda
http://purl.obolibrary.org/obo/MONDO_0016365	familial primary hyperparathyroidism	http://purl.obolibrary.org/obo/MONDO_0010837	primary hyperparathyroidism
http://purl.obolibrary.org/obo/MONDO_0007101	familial primary localized cutaneous amyloidosis	http://purl.obolibrary.org/obo/MONDO_0015301	primary cutaneous amyloidosis
http://purl.obolibrary.org/obo/MONDO_0023122	familial prostate carcinoma	http://purl.obolibrary.org/obo/MONDO_0005159	prostate carcinoma
http://purl.obolibrary.org/obo/MONDO_0008337	familial pterygium of the conjunctiva	http://purl.obolibrary.org/obo/MONDO_0005085	pterygium
http://purl.obolibrary.org/obo/MONDO_0016340	familial restrictive cardiomyopathy	http://purl.obolibrary.org/obo/MONDO_0005201	restrictive cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0018829	familial schizencephaly	http://purl.obolibrary.org/obo/MONDO_0010011	schizencephaly
http://purl.obolibrary.org/obo/MONDO_0012061	familial sick sinus syndrome	http://purl.obolibrary.org/obo/MONDO_0001823	sick sinus syndrome
http://purl.obolibrary.org/obo/MONDO_0018257	familial syringomyelia	http://purl.obolibrary.org/obo/MONDO_0017987	syringomyelia
http://purl.obolibrary.org/obo/MONDO_0019111	familial thrombocytosis	http://purl.obolibrary.org/obo/MONDO_0002249	thrombocytosis disease
http://purl.obolibrary.org/obo/MONDO_0017329	familial vesicoureteral reflux	http://purl.obolibrary.org/obo/MONDO_0006007	vesicoureteral reflux
http://purl.obolibrary.org/obo/MONDO_0021034	genetic alopecia	http://purl.obolibrary.org/obo/MONDO_0004907	alopecia
http://purl.obolibrary.org/obo/MONDO_0015509	genetic biliary tract disease	http://purl.obolibrary.org/obo/MONDO_0004868	biliary tract disease
http://purl.obolibrary.org/obo/MONDO_0015110	genetic cardiac rhythm disease	http://purl.obolibrary.org/obo/MONDO_0007263	cardiac rhythm disease
http://purl.obolibrary.org/obo/MONDO_0015547	genetic dementia	http://purl.obolibrary.org/obo/MONDO_0001627	dementia
http://purl.obolibrary.org/obo/MONDO_0021026	genetic epidermal appendage anomaly	http://purl.obolibrary.org/obo/MONDO_0019277	epidermal appendage anomaly
http://purl.obolibrary.org/obo/MONDO_0021027	genetic hair anomaly	http://purl.obolibrary.org/obo/MONDO_0019278	hair anomaly
http://purl.obolibrary.org/obo/MONDO_0015541	genetic hemophagocytic lymphohistiocytosis	http://purl.obolibrary.org/obo/MONDO_0015540	hemophagocytic syndrome
http://purl.obolibrary.org/obo/MONDO_0016166	genetic hyperparathyroidism	http://purl.obolibrary.org/obo/MONDO_0001741	hyperparathyroidism
http://purl.obolibrary.org/obo/MONDO_0015512	genetic hypertension	http://purl.obolibrary.org/obo/MONDO_0005044	hypertensive disorder
http://purl.obolibrary.org/obo/MONDO_0016165	genetic hypoparathyroidism	http://purl.obolibrary.org/obo/MONDO_0001220	hypoparathyroidism
http://purl.obolibrary.org/obo/MONDO_0017143	genetic infertility	http://purl.obolibrary.org/obo/MONDO_0005047	infertility disorder
http://purl.obolibrary.org/obo/MONDO_0043009	genetic lethal multiple congenital anomalies/dysmorphic syndrome	http://purl.obolibrary.org/obo/MONDO_0018731	lethal multiple congenital anomalies/dysmorphic syndrome
http://purl.obolibrary.org/obo/MONDO_0020087	genetic lipodystrophy	http://purl.obolibrary.org/obo/MONDO_0006573	lipodystrophy
http://purl.obolibrary.org/obo/MONDO_0043005	genetic multiple congenital anomalies/dysmorphic syndrome	http://purl.obolibrary.org/obo/MONDO_0019042	multiple congenital anomalies/dysmorphic syndrome
http://purl.obolibrary.org/obo/MONDO_0043008	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability	http://purl.obolibrary.org/obo/MONDO_0015161	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
http://purl.obolibrary.org/obo/MONDO_0043007	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	http://purl.obolibrary.org/obo/MONDO_0015160	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
http://purl.obolibrary.org/obo/MONDO_0021028	genetic nail anomaly	http://purl.obolibrary.org/obo/MONDO_0019283	nail anomaly
http://purl.obolibrary.org/obo/MONDO_0019117	genetic nervous system disorder	http://purl.obolibrary.org/obo/MONDO_0005071	nervous system disorder
http://purl.obolibrary.org/obo/MONDO_0018751	genetic otorhinolaryngologic disease	http://purl.obolibrary.org/obo/MONDO_0024623	otorhinolaryngologic disease
http://purl.obolibrary.org/obo/MONDO_0020127	genetic peripheral neuropathy	http://purl.obolibrary.org/obo/MONDO_0005244	peripheral neuropathy
http://purl.obolibrary.org/obo/MONDO_0021029	genetic sebaceous gland anomaly	http://purl.obolibrary.org/obo/MONDO_0019286	sebaceous gland anomaly
http://purl.obolibrary.org/obo/MONDO_0024255	genetic skin disease	http://purl.obolibrary.org/obo/MONDO_0005093	skin disease
http://purl.obolibrary.org/obo/MONDO_0017133	genetic systemic or rheumatologic disease	http://purl.obolibrary.org/obo/MONDO_0020012	systemic or rheumatic disease
http://purl.obolibrary.org/obo/MONDO_0044331	genetic transient congenital hypothyroidism	http://purl.obolibrary.org/obo/MONDO_0015792	transient congenital hypothyroidism
http://purl.obolibrary.org/obo/MONDO_0016229	genetic vascular anomaly	http://purl.obolibrary.org/obo/MONDO_0019063	vascular anomaly
http://purl.obolibrary.org/obo/MONDO_0018634	hereditary amyloidosis	http://purl.obolibrary.org/obo/MONDO_0019065	amyloidosis
http://purl.obolibrary.org/obo/MONDO_0019623	hereditary angioedema	http://purl.obolibrary.org/obo/MONDO_0010481	angioedema
http://purl.obolibrary.org/obo/MONDO_0100309	hereditary ataxia	http://purl.obolibrary.org/obo/MONDO_0100308	atactic disorder
http://purl.obolibrary.org/obo/MONDO_0016419	hereditary breast carcinoma	http://purl.obolibrary.org/obo/MONDO_0004989	breast carcinoma
http://purl.obolibrary.org/obo/MONDO_0100310	hereditary cerebellar ataxia	http://purl.obolibrary.org/obo/MONDO_0000437	cerebellar ataxia
http://purl.obolibrary.org/obo/MONDO_0008185	hereditary chronic pancreatitis	http://purl.obolibrary.org/obo/MONDO_0005003	chronic pancreatitis
http://purl.obolibrary.org/obo/MONDO_0018492	hereditary clear cell renal cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0005005	clear cell renal carcinoma
http://purl.obolibrary.org/obo/MONDO_0007648	hereditary diffuse gastric adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0005017	diffuse gastric adenocarcinoma
http://purl.obolibrary.org/obo/MONDO_0004166	hereditary fallopian tube carcinoma	http://purl.obolibrary.org/obo/MONDO_0006206	fallopian tube carcinoma
http://purl.obolibrary.org/obo/MONDO_0018502	hereditary gastric cancer	http://purl.obolibrary.org/obo/MONDO_0001056	gastric cancer
http://purl.obolibrary.org/obo/MONDO_0018174	hereditary glaucoma	http://purl.obolibrary.org/obo/MONDO_0005041	glaucoma
http://purl.obolibrary.org/obo/MONDO_0021022	hereditary hyperekplexia	http://purl.obolibrary.org/obo/MONDO_0017658	hyperekplexia
http://purl.obolibrary.org/obo/MONDO_0003824	hereditary kidney oncocytoma	http://purl.obolibrary.org/obo/MONDO_0003825	kidney oncocytoma
http://purl.obolibrary.org/obo/MONDO_0019313	hereditary lymphedema	http://purl.obolibrary.org/obo/MONDO_0019297	lymphedema
http://purl.obolibrary.org/obo/MONDO_0018963	hereditary methemoglobinemia	http://purl.obolibrary.org/obo/MONDO_0001117	methemoglobinemia
http://purl.obolibrary.org/obo/MONDO_0024257	hereditary motor neuron disease	http://purl.obolibrary.org/obo/MONDO_0020128	motor neuron disease
http://purl.obolibrary.org/obo/MONDO_0005334	hereditary nephritis	http://purl.obolibrary.org/obo/MONDO_0001166	nephritis
http://purl.obolibrary.org/obo/MONDO_0018698	hereditary neuroendocrine tumor of small intestine	http://purl.obolibrary.org/obo/MONDO_0018510	small intestine neuroendocrine neoplasm
http://purl.obolibrary.org/obo/MONDO_0004587	hereditary night blindness	http://purl.obolibrary.org/obo/MONDO_0004588	night blindness
http://purl.obolibrary.org/obo/MONDO_0043878	hereditary optic atrophy	http://purl.obolibrary.org/obo/MONDO_0003608	optic atrophy
http://purl.obolibrary.org/obo/MONDO_0019272	hereditary palmoplantar keratoderma	http://purl.obolibrary.org/obo/MONDO_0006590	palmoplantar keratosis
http://purl.obolibrary.org/obo/MONDO_0003789	hereditary papillary renal cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0017884	papillary renal cell carcinoma
http://purl.obolibrary.org/obo/MONDO_0017953	hereditary periodic fever syndrome	http://purl.obolibrary.org/obo/MONDO_0015137	periodic fever syndrome
http://purl.obolibrary.org/obo/MONDO_0012580	hereditary pulmonary alveolar proteinosis	http://purl.obolibrary.org/obo/MONDO_0001437	pulmonary alveolar proteinosis
http://purl.obolibrary.org/obo/MONDO_0003008	hereditary renal cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0005086	renal cell carcinoma
http://purl.obolibrary.org/obo/MONDO_0018160	hereditary retinoblastoma	http://purl.obolibrary.org/obo/MONDO_0008380	retinoblastoma
http://purl.obolibrary.org/obo/MONDO_0015364	hereditary sensory and autonomic neuropathy	http://purl.obolibrary.org/obo/MONDO_0002321	sensory peripheral neuropathy
http://purl.obolibrary.org/obo/MONDO_0019565	hereditary von Willebrand disease	http://purl.obolibrary.org/obo/MONDO_0024574	von Willebrand disease (hereditary or acquired)
http://purl.obolibrary.org/obo/MONDO_0018106	hereditary xanthinuria	http://purl.obolibrary.org/obo/MONDO_0000721	xanthinuria
http://purl.obolibrary.org/obo/MONDO_0017148	heritable pulmonary arterial hypertension	http://purl.obolibrary.org/obo/MONDO_0015924	pulmonary arterial hypertension
http://purl.obolibrary.org/obo/MONDO_0011371	hydroa vacciniforme, familial	http://purl.obolibrary.org/obo/MONDO_0018024	hydroa vacciniforme
http://purl.obolibrary.org/obo/MONDO_0007776	hypersensitivity pneumonitis, familial	http://purl.obolibrary.org/obo/MONDO_0017853	hypersensitivity pneumonitis
http://purl.obolibrary.org/obo/MONDO_0007788	hypertriglyceridemia, familial	http://purl.obolibrary.org/obo/MONDO_0005347	hypertriglyceridemia
http://purl.obolibrary.org/obo/MONDO_0017755	inborn disorder of bilirubin metabolism	http://purl.obolibrary.org/obo/MONDO_0024431	bilirubin metabolism disease
http://purl.obolibrary.org/obo/MONDO_0019052	inborn errors of metabolism	http://purl.obolibrary.org/obo/MONDO_0005066	metabolic disease
http://purl.obolibrary.org/obo/MONDO_0007403	inherited Creutzfeldt-Jakob disease	http://purl.obolibrary.org/obo/MONDO_0005357	Creutzfeldt Jacob disease
http://purl.obolibrary.org/obo/MONDO_0017893	inherited acute myeloid leukemia	http://purl.obolibrary.org/obo/MONDO_0018874	acute myeloid leukemia
http://purl.obolibrary.org/obo/MONDO_0001713	inherited aplastic anemia	http://purl.obolibrary.org/obo/MONDO_0015909	aplastic anemia
http://purl.obolibrary.org/obo/MONDO_0037940	inherited auditory system disease	http://purl.obolibrary.org/obo/MONDO_0002409	auditory system disease
http://purl.obolibrary.org/obo/MONDO_0021181	inherited blood coagulation disorder	http://purl.obolibrary.org/obo/MONDO_0001531	blood coagulation disease
http://purl.obolibrary.org/obo/MONDO_0017129	inherited cardiac tumor	http://purl.obolibrary.org/obo/MONDO_0021209	heart neoplasm
http://purl.obolibrary.org/obo/MONDO_0100237	inherited cutis laxa	http://purl.obolibrary.org/obo/MONDO_0016175	cutis laxa
http://purl.obolibrary.org/obo/MONDO_0016624	inherited deficiency anemia	http://purl.obolibrary.org/obo/MONDO_0001639	deficiency anemia
http://purl.obolibrary.org/obo/MONDO_0044807	inherited dystonia	http://purl.obolibrary.org/obo/MONDO_0003441	dystonic disorder
http://purl.obolibrary.org/obo/MONDO_0019276	inherited epidermolysis bullosa	http://purl.obolibrary.org/obo/MONDO_0006541	epidermolysis bullosa
http://purl.obolibrary.org/obo/MONDO_0019050	inherited hemoglobinopathy	http://purl.obolibrary.org/obo/MONDO_0044348	hemoglobinopathy
http://purl.obolibrary.org/obo/MONDO_0015947	inherited ichthyosis	http://purl.obolibrary.org/obo/MONDO_0019269	ichthyosis
http://purl.obolibrary.org/obo/MONDO_0042966	inherited mitral valve disease	http://purl.obolibrary.org/obo/MONDO_0003767	mitral valve disease
http://purl.obolibrary.org/obo/MONDO_0024237	inherited neurodegenerative disorder	http://purl.obolibrary.org/obo/MONDO_0005559	neurodegenerative disease
http://purl.obolibrary.org/obo/MONDO_0025511	inherited neuroendocrine tumor	http://purl.obolibrary.org/obo/MONDO_0019496	neuroendocrine neoplasm
http://purl.obolibrary.org/obo/MONDO_0100243	inherited paroxysmal nocturnal hemoglobinuria	http://purl.obolibrary.org/obo/MONDO_0100244	paroxysmal nocturnal hemoglobinuria
http://purl.obolibrary.org/obo/MONDO_0019142	inherited porphyria	http://purl.obolibrary.org/obo/MONDO_0037939	porphyria
http://purl.obolibrary.org/obo/MONDO_0012901	inherited prekallikrein deficiency	http://purl.obolibrary.org/obo/MONDO_0044744	prekallikrein deficiency
http://purl.obolibrary.org/obo/MONDO_0019852	inherited primary ovarian failure	http://purl.obolibrary.org/obo/MONDO_0005387	primary ovarian failure
http://purl.obolibrary.org/obo/MONDO_0017234	inherited prion disease	http://purl.obolibrary.org/obo/MONDO_0005429	prion disease
http://purl.obolibrary.org/obo/MONDO_0023224	inherited reflex epilepsy	http://purl.obolibrary.org/obo/MONDO_0017768	reflex epilepsy
http://purl.obolibrary.org/obo/MONDO_0019118	inherited retinal dystrophy	http://purl.obolibrary.org/obo/MONDO_0004580	retinal degeneration
http://purl.obolibrary.org/obo/MONDO_0020704	inherited rippling muscle disease	http://purl.obolibrary.org/obo/MONDO_0011634	rippling muscle disease
http://purl.obolibrary.org/obo/MONDO_0020099	inherited sideroblastic anemia	http://purl.obolibrary.org/obo/MONDO_0015194	sideroblastic anemia
http://purl.obolibrary.org/obo/MONDO_0100241	inherited thrombocytopenia	http://purl.obolibrary.org/obo/MONDO_0002049	thrombocytopenia
http://purl.obolibrary.org/obo/MONDO_0007902	lichen planus, familial	http://purl.obolibrary.org/obo/MONDO_0006572	lichen planus
http://purl.obolibrary.org/obo/MONDO_0019182	monogenic obesity	http://purl.obolibrary.org/obo/MONDO_0011122	obesity disorder
http://purl.obolibrary.org/obo/MONDO_0018385	osteochondrosis of genetic origin	http://purl.obolibrary.org/obo/MONDO_0018381	osteochondrosis
http://purl.obolibrary.org/obo/MONDO_0018383	osteonecrosis of genetic origin	http://purl.obolibrary.org/obo/MONDO_0005380	osteonecrosis
http://purl.obolibrary.org/obo/MONDO_0011260	pancreatic lymphoma, familial	http://purl.obolibrary.org/obo/MONDO_0002114	pancreas lymphoma
http://purl.obolibrary.org/obo/MONDO_0009970	renal tubular dysgenesis of genetic origin	http://purl.obolibrary.org/obo/MONDO_0017609	renal tubular dysgenesis
http://purl.obolibrary.org/obo/MONDO_0008648	ventricular tachycardia, familial	http://purl.obolibrary.org/obo/MONDO_0005477	ventricular tachycardia
