defined_class	defined_class_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0001992	rete testis adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0003959	rete testis
http://purl.obolibrary.org/obo/MONDO_0006962	sebaceous adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0001821	sebaceous gland
http://purl.obolibrary.org/obo/MONDO_0001993	seminal vesicle adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0000998	seminal vesicle
http://purl.obolibrary.org/obo/MONDO_0003198	small intestine adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine
http://purl.obolibrary.org/obo/MONDO_0003209	thymus gland adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MONDO_0024622	thyroid gland adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0002046	thyroid gland
http://purl.obolibrary.org/obo/MONDO_0002822	trabecular adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0000440	trabecula
http://purl.obolibrary.org/obo/MONDO_0003216	ureter adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0000056	ureter
http://purl.obolibrary.org/obo/MONDO_0003200	urethra adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0000057	urethra
http://purl.obolibrary.org/obo/MONDO_0002741	uterine ligament adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0036262	uterine ligament
http://purl.obolibrary.org/obo/MONDO_0020653	vaginal adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0000996	vagina
http://purl.obolibrary.org/obo/MONDO_0024336	vulvar adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0000997	mammalian vulva
