MONDO:0000147	polyposis	NCIT:C36180	Multifocal Lesion
MONDO:0002493	prostatic acinar adenocarcinoma	NCIT:C48260	Perineural Invasion
MONDO:0002493	prostatic acinar adenocarcinoma	NCIT:C50790	Urinary Retention
MONDO:0002493	prostatic acinar adenocarcinoma	NCIT:C60359	Prostatic Crystalloids Present
MONDO:0002493	prostatic acinar adenocarcinoma	NCIT:C60371	Absence of Basal Cell Layer
MONDO:0002518	gallbladder papillary neoplasm	NCIT:C35911	Papillary Pattern
MONDO:0002518	gallbladder papillary neoplasm	NCIT:C53679	Intraluminal Tumor Growth
MONDO:0002522	tenosynovial giant cell tumor	NCIT:C35978	Inflammatory Infiltrate
MONDO:0002527	keratoacanthoma	NCIT:C36103	Rapidly Enlarging Mass
MONDO:0002527	keratoacanthoma	NCIT:C36133	Well Differentiated Lesion
MONDO:0002527	keratoacanthoma	NCIT:C53298	Spontaneous Regression
MONDO:0002527	keratoacanthoma	NCIT:C54201	Exophytic Papillary Lesion
MONDO:0002527	keratoacanthoma	NCIT:C54206	Endophytic Tumor Growth
MONDO:0002527	keratoacanthoma	NCIT:C54253	Dome-Shaped Lesion
MONDO:0002533	papillary adenoma	NCIT:C35911	Papillary Pattern
MONDO:0002537	inverted papilloma	NCIT:C54206	Endophytic Tumor Growth
MONDO:0002540	childhood oligodendroglioma	NCIT:C2962	Seizure
MONDO:0002540	childhood oligodendroglioma	NCIT:C34661	Headache
MONDO:0002544	brain oligodendroglioma	NCIT:C2962	Seizure
MONDO:0002544	brain oligodendroglioma	NCIT:C34661	Headache
MONDO:0002546	schwannoma	NCIT:C35909	Antoni A Pattern
MONDO:0002546	schwannoma	NCIT:C36108	Encapsulated Mass
MONDO:0002546	schwannoma	NCIT:C41431	Thick-Walled Hyalinized Vessels Present
MONDO:0002548	cellular schwannoma	NCIT:C41428	Increased Cellularity Present
MONDO:0002571	central nervous system lymphoma	NCIT:C40558	Primary Lesion
MONDO:0002576	embryonal extrahepatic bile duct rhabdomyosarcoma	NCIT:C3143	Jaundice
MONDO:0002581	spindle cell rhabdomyosarcoma	NCIT:C35888	Storiform Growth Pattern
MONDO:0002587	encapsulated thymoma	NCIT:C36108	Encapsulated Mass
MONDO:0002589	thymoma type AB	NCIT:C35983	Lymphocytic Infiltrate
MONDO:0002598	germinoma (disease)	NCIT:C35984	Lymphoplasmacytic Infiltrate
MONDO:0002599	teratocarcinoma	NCIT:C35912	Pseudopapillary Pattern
MONDO:0002599	teratocarcinoma	NCIT:C35921	Pseudoglandular Pattern
MONDO:0002599	teratocarcinoma	NCIT:C35959	Mitotic Activity
MONDO:0002599	teratocarcinoma	NCIT:C41433	Geographic Necrosis
MONDO:0002599	teratocarcinoma	NCIT:C54111	Ectodermal Differentiation
MONDO:0002599	teratocarcinoma	NCIT:C54112	Endodermal Differentiation
MONDO:0002599	teratocarcinoma	NCIT:C54113	Mesodermal Differentiation
MONDO:0002601	teratoma	NCIT:C54111	Ectodermal Differentiation
MONDO:0002601	teratoma	NCIT:C54112	Endodermal Differentiation
MONDO:0002601	teratoma	NCIT:C54113	Mesodermal Differentiation
MONDO:0002604	pericytic neoplasm	NCIT:C41839	Perivascular Arrangement of Tumor Cells
MONDO:0002617	bone angioendothelial sarcoma	NCIT:C3303	Pain
MONDO:0002617	bone angioendothelial sarcoma	NCIT:C41040	Lytic Bone Lesion
MONDO:0002618	malignant fibrous histiocytoma of bone	NCIT:C3047	Pathologic Fracture
MONDO:0002618	malignant fibrous histiocytoma of bone	NCIT:C3303	Pain
MONDO:0002618	malignant fibrous histiocytoma of bone	NCIT:C35888	Storiform Growth Pattern
MONDO:0002618	malignant fibrous histiocytoma of bone	NCIT:C35960	High Mitotic Activity
MONDO:0002618	malignant fibrous histiocytoma of bone	NCIT:C36129	High Grade Lesion
MONDO:0002618	malignant fibrous histiocytoma of bone	NCIT:C38721	Nuclear Pleomorphism
MONDO:0002619	bone fibrosarcoma	NCIT:C3047	Pathologic Fracture
MONDO:0002619	bone fibrosarcoma	NCIT:C3303	Pain
MONDO:0002620	localized osteosarcoma	NCIT:C36162	Localized Disease
MONDO:0002621	extraosseous osteosarcoma	NCIT:C27962	Radiation Toxicity
MONDO:0002621	extraosseous osteosarcoma	NCIT:C3303	Pain
MONDO:0002621	extraosseous osteosarcoma	NCIT:C53695	Osteoid Formation
MONDO:0002621	extraosseous osteosarcoma	NCIT:C62108	Extraosseous Lesion
MONDO:0002622	multifocal osteogenic sarcoma	NCIT:C36180	Multifocal Lesion
MONDO:0002624	bone leiomyosarcoma	NCIT:C3047	Pathologic Fracture
MONDO:0002624	bone leiomyosarcoma	NCIT:C3303	Pain
MONDO:0002627	chondroblastic osteosarcoma	NCIT:C53445	Cartilaginous Differentiation
MONDO:0002627	chondroblastic osteosarcoma	NCIT:C54168	Cartilaginous Component Present
MONDO:0002631	conventional osteosarcoma	NCIT:C3047	Pathologic Fracture
MONDO:0002631	conventional osteosarcoma	NCIT:C3303	Pain
MONDO:0002631	conventional osteosarcoma	NCIT:C35976	Vascular Channel Formation
MONDO:0002631	conventional osteosarcoma	NCIT:C36129	High Grade Lesion
MONDO:0002631	conventional osteosarcoma	NCIT:C41018	Osteosclerotic Lesion
MONDO:0002631	conventional osteosarcoma	NCIT:C41040	Lytic Bone Lesion
MONDO:0002631	conventional osteosarcoma	NCIT:C49066	Cellular Pleomorphism
MONDO:0002631	conventional osteosarcoma	NCIT:C53695	Osteoid Formation
MONDO:0002634	liposarcoma of bone	NCIT:C3303	Pain
MONDO:0002648	mammary Paget's disease	NCIT:C26901	Erythema
MONDO:0002648	mammary Paget's disease	NCIT:C3001	Eczema
MONDO:0002663	systemic mastocytosis	NCIT:C43276	Serum Total Tryptase Levels Increased
MONDO:0002665	extrahepatic bile duct adenocarcinoma	NCIT:C26682	Abdominal Pain
MONDO:0002665	extrahepatic bile duct adenocarcinoma	NCIT:C2875	Anorexia
MONDO:0002665	extrahepatic bile duct adenocarcinoma	NCIT:C3143	Jaundice
MONDO:0002665	extrahepatic bile duct adenocarcinoma	NCIT:C3258	Nausea
MONDO:0002665	extrahepatic bile duct adenocarcinoma	NCIT:C3344	Pruritus
MONDO:0002665	extrahepatic bile duct adenocarcinoma	NCIT:C3442	Vomiting
MONDO:0002665	extrahepatic bile duct adenocarcinoma	NCIT:C3445	Weight Loss
MONDO:0002665	extrahepatic bile duct adenocarcinoma	NCIT:C3832	Malaise
MONDO:0002670	ampulla of vater adenocarcinoma	NCIT:C26682	Abdominal Pain
MONDO:0002670	ampulla of vater adenocarcinoma	NCIT:C2875	Anorexia
MONDO:0002670	ampulla of vater adenocarcinoma	NCIT:C3143	Jaundice
MONDO:0002670	ampulla of vater adenocarcinoma	NCIT:C3258	Nausea
MONDO:0002670	ampulla of vater adenocarcinoma	NCIT:C3344	Pruritus
MONDO:0002670	ampulla of vater adenocarcinoma	NCIT:C3442	Vomiting
MONDO:0002670	ampulla of vater adenocarcinoma	NCIT:C3445	Weight Loss
MONDO:0002670	ampulla of vater adenocarcinoma	NCIT:C3832	Malaise
MONDO:0002676	adult fibrosarcoma	NCIT:C60643	Adulthood Lesion
MONDO:0002677	conventional fibrosarcoma	NCIT:C35887	Herringbone Growth Pattern
MONDO:0002681	choroid plexus cancer	NCIT:C26791	Hemorrhage
MONDO:0002681	choroid plexus cancer	NCIT:C36117	Invasive Lesion
MONDO:0002681	choroid plexus cancer	NCIT:C36184	Necrotic Change
MONDO:0002684	atypical choroid plexus papilloma	NCIT:C35960	High Mitotic Activity
MONDO:0002700	epithelioid trophoblastic tumor	NCIT:C35899	Nodular Pattern
MONDO:0002700	epithelioid trophoblastic tumor	NCIT:C38666	Monomorphic Cellular Infiltrate
MONDO:0002705	breast mucinous cystadenocarcinoma	NCIT:C41454	Cystic Change
MONDO:0002707	breast mucinous carcinoma	NCIT:C35999	Mucoid Stroma Formation
MONDO:0002728	rhabdoid tumor	NCIT:C35960	High Mitotic Activity
MONDO:0002728	rhabdoid tumor	NCIT:C36104	Aggressive Clinical Course
MONDO:0002728	rhabdoid tumor	NCIT:C36184	Necrotic Change
MONDO:0002728	rhabdoid tumor	NCIT:C53667	Intracytoplasmic Eosinophilic Inclusion
MONDO:0002736	ampulla of vater mucinous adenocarcinoma	NCIT:C35999	Mucoid Stroma Formation
MONDO:0002742	cervical mucinous adenocarcinoma	NCIT:C26945	Vaginal Hemorrhage
MONDO:0002742	cervical mucinous adenocarcinoma	NCIT:C50795	Vaginal Discharge
MONDO:0002751	bladder adenocarcinoma	NCIT:C2999	Dysuria
MONDO:0002754	extramedullary plasmacytoma	NCIT:C62108	Extraosseous Lesion
MONDO:0002755	solitary osseous plasmacytoma	NCIT:C3047	Pathologic Fracture
MONDO:0002755	solitary osseous plasmacytoma	NCIT:C38644	Bone Pain
MONDO:0002755	solitary osseous plasmacytoma	NCIT:C41040	Lytic Bone Lesion
MONDO:0002760	bladder squamous cell carcinoma	NCIT:C2999	Dysuria
MONDO:0002760	bladder squamous cell carcinoma	NCIT:C8391	Squamous Metaplasia of Bladder
MONDO:0002761	cervical verrucous carcinoma	NCIT:C26945	Vaginal Hemorrhage
MONDO:0002761	cervical verrucous carcinoma	NCIT:C50795	Vaginal Discharge
MONDO:0002791	large cell medulloblastoma	NCIT:C35960	High Mitotic Activity
MONDO:0002791	large cell medulloblastoma	NCIT:C41433	Geographic Necrosis
MONDO:0002805	hidradenoma	NCIT:C62208	Eccrine Differentiation
MONDO:0002805	hidradenoma	NCIT:C62493	Apocrine Differentiation
MONDO:0002808	pancreatic serous cystadenoma	NCIT:C41456	Microcystic Change
MONDO:0002808	pancreatic serous cystadenoma	NCIT:C60791	Cysts Containing Proteinaceous Fluid Present
MONDO:0002809	pancreatic cystadenoma	NCIT:C34333	Abdominal Mass
MONDO:0002810	pancreatic serous cystic neoplasm	NCIT:C26682	Abdominal Pain
MONDO:0002810	pancreatic serous cystic neoplasm	NCIT:C3258	Nausea
MONDO:0002810	pancreatic serous cystic neoplasm	NCIT:C34333	Abdominal Mass
MONDO:0002810	pancreatic serous cystic neoplasm	NCIT:C3442	Vomiting
MONDO:0002810	pancreatic serous cystic neoplasm	NCIT:C3445	Weight Loss
MONDO:0002822	trabecular adenocarcinoma	NCIT:C35913	Trabecular Pattern
MONDO:0002834	primary prostate urothelial carcinoma	NCIT:C3090	Hematuria
MONDO:0002834	primary prostate urothelial carcinoma	NCIT:C50790	Urinary Retention
MONDO:0002837	sarcomatoid transitional cell carcinoma	NCIT:C35907	Biphasic Pattern
MONDO:0002837	sarcomatoid transitional cell carcinoma	NCIT:C36104	Aggressive Clinical Course
MONDO:0002837	sarcomatoid transitional cell carcinoma	NCIT:C36190	Mesenchymal Differentiation
MONDO:0002837	sarcomatoid transitional cell carcinoma	NCIT:C42585	Epithelial Differentiation
MONDO:0002855	ectomesenchymoma	NCIT:C53978	Neuroectodermal Differentiation
MONDO:0002878	uterine corpus adenosarcoma	NCIT:C26945	Vaginal Hemorrhage
MONDO:0002892	skull base chordoma	NCIT:C34661	Headache
MONDO:0002894	spinal chordoma	NCIT:C41830	Back Pain
MONDO:0002899	differentiating neuroblastoma	NCIT:C42051	Neuropil Present
MONDO:0002899	differentiating neuroblastoma	NCIT:C42053	Differentiating Neuroblasts More than 5 Percent of the Tumor Cells
MONDO:0002928	carcinosarcoma	NCIT:C35907	Biphasic Pattern
MONDO:0002928	carcinosarcoma	NCIT:C54172	Carcinomatous Component Present
MONDO:0002928	carcinosarcoma	NCIT:C54727	Sarcomatous Component Present
MONDO:0002937	nodular basal cell carcinoma	NCIT:C54247	Skin Ulcer
MONDO:0002939	skin pigmented basal cell carcinoma	NCIT:C60807	Melanin Pigment Present
MONDO:0002940	anal margin basal cell carcinoma	NCIT:C26791	Hemorrhage
MONDO:0002940	anal margin basal cell carcinoma	NCIT:C3426	Ulcer
MONDO:0002949	morpheaform basal cell carcinoma	NCIT:C39624	Skin Plaque
MONDO:0002949	morpheaform basal cell carcinoma	NCIT:C41453	Infiltrative Growth Pattern
MONDO:0002949	morpheaform basal cell carcinoma	NCIT:C48260	Perineural Invasion
MONDO:0002949	morpheaform basal cell carcinoma	NCIT:C60921	Dense Collagenized Tissue Present
MONDO:0002951	skin adenoid basal cell carcinoma	NCIT:C35931	Honeycomb Pattern
MONDO:0002951	skin adenoid basal cell carcinoma	NCIT:C35999	Mucoid Stroma Formation
MONDO:0002953	skin infiltrative basal cell carcinoma	NCIT:C39624	Skin Plaque
MONDO:0002953	skin infiltrative basal cell carcinoma	NCIT:C41453	Infiltrative Growth Pattern
MONDO:0002953	skin infiltrative basal cell carcinoma	NCIT:C48260	Perineural Invasion
MONDO:0002956	skin cystic basal cell carcinoma	NCIT:C41454	Cystic Change
MONDO:0002966	splenic manifestation of prolymphocytic leukemia	NCIT:C3384	Splenomegaly
MONDO:0002966	splenic manifestation of prolymphocytic leukemia	NCIT:C3408	Thrombocytopenia
MONDO:0002966	splenic manifestation of prolymphocytic leukemia	NCIT:C38328	Unfavorable Clinical Outcome
MONDO:0002979	papillary squamous carcinoma	NCIT:C35541	Hyperkeratosis
MONDO:0002979	papillary squamous carcinoma	NCIT:C36133	Well Differentiated Lesion
MONDO:0002979	papillary squamous carcinoma	NCIT:C54201	Exophytic Papillary Lesion
MONDO:0002988	cervix melanoma	NCIT:C26945	Vaginal Hemorrhage
MONDO:0002989	benign fibrous histiocytoma	NCIT:C35888	Storiform Growth Pattern
MONDO:0002990	benign deep fibrous histiocytoma	NCIT:C35888	Storiform Growth Pattern
MONDO:0002990	benign deep fibrous histiocytoma	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0002990	benign deep fibrous histiocytoma	NCIT:C51137	Deep Lesion
MONDO:0002991	adenocarcinofibroma	NCIT:C36178	Fibrotic Stroma Formation
MONDO:0002993	pancreatic somatostatinoma	NCIT:C86917	Steatorrhea
MONDO:0002995	small intestine neuroendocrine neoplasm	NCIT:C36133	Well Differentiated Lesion
MONDO:0003001	seminoma	NCIT:C35380	Hemorrhagic Change
MONDO:0003001	seminoma	NCIT:C36184	Necrotic Change
MONDO:0003002	dysgerminoma (disease)	NCIT:C35980	Chronic Inflammatory Infiltrate
MONDO:0003002	dysgerminoma (disease)	NCIT:C53968	Fibrous Septa Present
MONDO:0003008	hereditary renal cell carcinoma	NCIT:C39786	Bilateral Disease
MONDO:0003008	hereditary renal cell carcinoma	NCIT:C39787	Multiple Tumor Masses
MONDO:0003010	multilocular clear cell renal cell carcinoma	NCIT:C41422	Multilocular Lesion
MONDO:0003010	multilocular clear cell renal cell carcinoma	NCIT:C41457	Well-Circumscribed Lesion
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	NCIT:C34615	Flank Pain
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	NCIT:C35925	Tubular Pattern
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	NCIT:C35999	Mucoid Stroma Formation
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	NCIT:C36130	Low Grade Lesion
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	NCIT:C36156	Favorable Clinical Outcome
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	NCIT:C39808	Asymptomatic Mass
MONDO:0003011	mucinous tubular and spindle renal cell carcinoma	NCIT:C53643	Spindle Cell Pattern
MONDO:0003012	sarcomatoid renal cell carcinoma	NCIT:C36104	Aggressive Clinical Course
MONDO:0003015	malignant biphasic mesothelioma	NCIT:C35907	Biphasic Pattern
MONDO:0003036	mucoepidermoid carcinoma	NCIT:C36178	Fibrotic Stroma Formation
MONDO:0003036	mucoepidermoid carcinoma	NCIT:C36186	Globular Hyaline Body
MONDO:0003036	mucoepidermoid carcinoma	NCIT:C41454	Cystic Change
MONDO:0003049	ovarian large-cell neuroendocrine carcinoma	NCIT:C2885	Ascites
MONDO:0003054	benign meningioma	NCIT:C36156	Favorable Clinical Outcome
MONDO:0003054	benign meningioma	NCIT:C41458	Slow Growing Mass
MONDO:0003055	secretory meningioma	NCIT:C42585	Epithelial Differentiation
MONDO:0003055	secretory meningioma	NCIT:C42586	Pseudo-Psammoma Body Formation
MONDO:0003056	lymphoplasmacyte-rich meningioma	NCIT:C35984	Lymphoplasmacytic Infiltrate
MONDO:0003058	microcystic meningioma	NCIT:C35999	Mucoid Stroma Formation
MONDO:0003058	microcystic meningioma	NCIT:C38721	Nuclear Pleomorphism
MONDO:0003078	extraocular retinoblastoma	NCIT:C42601	Extraocular Dissemination of Disease
MONDO:0003079	mastocytoma	NCIT:C43257	Unifocal Disease
MONDO:0003088	intramuscular hemangioma	NCIT:C3303	Pain
MONDO:0003088	intramuscular hemangioma	NCIT:C41458	Slow Growing Mass
MONDO:0003128	classic pulmonary blastoma	NCIT:C35907	Biphasic Pattern
MONDO:0003128	classic pulmonary blastoma	NCIT:C53596	Epithelial Component Present
MONDO:0003128	classic pulmonary blastoma	NCIT:C54167	Mesenchymal Component Present
MONDO:0003129	epithelial predominant pulmonary blastoma	NCIT:C53596	Epithelial Component Present
MONDO:0003144	medulloepithelioma	NCIT:C26791	Hemorrhage
