iri,iri label,location,location label
http://purl.obolibrary.org/obo/MONDO_0044993,sympathetic nervous system disease,http://purl.obolibrary.org/obo/UBERON_0000013,sympathetic nervous system
http://purl.obolibrary.org/obo/MONDO_0100010,tendinopathy,http://purl.obolibrary.org/obo/UBERON_0000043,tendon
http://purl.obolibrary.org/obo/MONDO_0024876,tendon sheath disorder,http://purl.obolibrary.org/obo/UBERON_0000304,tendon sheath
http://purl.obolibrary.org/obo/MONDO_0002329,testicular disease,http://purl.obolibrary.org/obo/UBERON_0000473,testis
http://purl.obolibrary.org/obo/MONDO_0003081,thalamic disease,http://purl.obolibrary.org/obo/UBERON_0001897,dorsal plus ventral thalamus
http://purl.obolibrary.org/obo/MONDO_0003546,third cranial nerve disease,http://purl.obolibrary.org/obo/UBERON_0001643,oculomotor nerve
http://purl.obolibrary.org/obo/MONDO_0000651,thoracic disease,http://purl.obolibrary.org/obo/UBERON_0000915,thoracic segment of trunk
http://purl.obolibrary.org/obo/MONDO_0003393,thymus gland disease,http://purl.obolibrary.org/obo/UBERON_0002370,thymus
http://purl.obolibrary.org/obo/MONDO_0003240,thyroid gland disease,http://purl.obolibrary.org/obo/UBERON_0002046,thyroid gland
http://purl.obolibrary.org/obo/MONDO_0001165,tongue disease,http://purl.obolibrary.org/obo/UBERON_0001723,tongue
http://purl.obolibrary.org/obo/MONDO_0006999,tooth disease,http://purl.obolibrary.org/obo/UBERON_0001091,calcareous tooth
http://purl.obolibrary.org/obo/MONDO_0002567,tracheal disease,http://purl.obolibrary.org/obo/UBERON_0003126,trachea
http://purl.obolibrary.org/obo/MONDO_0000471,tricuspid valve disease,http://purl.obolibrary.org/obo/UBERON_0002134,tricuspid valve
http://purl.obolibrary.org/obo/MONDO_0003543,trigeminal nerve disease,http://purl.obolibrary.org/obo/UBERON_0001645,trigeminal nerve
http://purl.obolibrary.org/obo/MONDO_0007002,trochlear nerve disease,http://purl.obolibrary.org/obo/UBERON_0001644,trochlear nerve
http://purl.obolibrary.org/obo/MONDO_0003648,tympanic membrane disease,http://purl.obolibrary.org/obo/UBERON_0002364,tympanic membrane
http://purl.obolibrary.org/obo/MONDO_0044991,upper digestive tract disease,http://purl.obolibrary.org/obo/UBERON_0004908,upper digestive tract
http://purl.obolibrary.org/obo/MONDO_0004867,upper respiratory tract disease,http://purl.obolibrary.org/obo/UBERON_0001557,upper respiratory tract
http://purl.obolibrary.org/obo/MONDO_0001926,ureteral disease,http://purl.obolibrary.org/obo/UBERON_0000056,ureter
http://purl.obolibrary.org/obo/MONDO_0004184,urethral disease,http://purl.obolibrary.org/obo/UBERON_0000057,urethra
http://purl.obolibrary.org/obo/MONDO_0006026,urinary bladder disease,http://purl.obolibrary.org/obo/UBERON_0001255,urinary bladder
http://purl.obolibrary.org/obo/MONDO_0002118,urinary system disease,http://purl.obolibrary.org/obo/UBERON_0001008,renal system
http://purl.obolibrary.org/obo/MONDO_0002654,uterine disease,http://purl.obolibrary.org/obo/UBERON_0000995,uterus
http://purl.obolibrary.org/obo/MONDO_0002661,uveal disease,http://purl.obolibrary.org/obo/UBERON_0001768,uvea
http://purl.obolibrary.org/obo/MONDO_0001433,vaginal disease,http://purl.obolibrary.org/obo/UBERON_0000996,vagina
http://purl.obolibrary.org/obo/MONDO_0001535,vagus nerve disease,http://purl.obolibrary.org/obo/UBERON_0001759,vagus nerve
http://purl.obolibrary.org/obo/MONDO_0005385,vascular disease,http://purl.obolibrary.org/obo/UBERON_0002049,vasculature
http://purl.obolibrary.org/obo/MONDO_0004634,vein disease,http://purl.obolibrary.org/obo/UBERON_0001638,vein
http://purl.obolibrary.org/obo/MONDO_0000812,vertebral column disease,http://purl.obolibrary.org/obo/UBERON_0001130,vertebral column
http://purl.obolibrary.org/obo/MONDO_0045002,vertebral disease,http://purl.obolibrary.org/obo/UBERON_0002412,vertebra
http://purl.obolibrary.org/obo/MONDO_0037847,vertebral joint disease,http://purl.obolibrary.org/obo/UBERON_0001468,intervertebral joint
http://purl.obolibrary.org/obo/MONDO_0002643,vestibular disease,http://purl.obolibrary.org/obo/UBERON_0001862,vestibular labyrinth
http://purl.obolibrary.org/obo/MONDO_0001563,vestibulocochlear nerve disease,http://purl.obolibrary.org/obo/UBERON_0001648,vestibulocochlear nerve
http://purl.obolibrary.org/obo/MONDO_0003584,visual cortex disease,http://purl.obolibrary.org/obo/UBERON_0000411,visual cortex
