iri,iri label,location,location label
MONDO:0021257,glomus jugulare neoplasm,UBERON:0034972,jugular body
MONDO:0018327,glomus tumor,UBERON:0004739,pronephric glomerulus
MONDO:0002638,glossopharyngeal nerve neoplasm,UBERON:0001649,glossopharyngeal nerve
MONDO:0002353,glottis neoplasm,UBERON:0002486,glottis
MONDO:0006036,granulosa cell tumor,CL:0000501,granulosa cell
MONDO:0003413,hair follicle neoplasm,UBERON:0002073,hair follicle
MONDO:0005586,head and neck neoplasia,UBERON:0007811,craniocervical region
MONDO:0021209,heart neoplasm,UBERON:0000948,heart
MONDO:0002334,hematopoietic and lymphoid system neoplasm,UBERON:0000178,blood
MONDO:0002514,hepatobiliary neoplasm,UBERON:0002423,hepatobiliary system
MONDO:0002550,hypoglossal nerve neoplasm,UBERON:0001650,hypoglossal nerve
MONDO:0006801,ileal neoplasm,UBERON:0002116,ileum
MONDO:0021118,intestinal neoplasm,UBERON:0000160,intestine
MONDO:0021224,iris neoplasm,UBERON:0001769,iris
MONDO:0002564,jejunal neoplasm,UBERON:0002115,jejunum
MONDO:0021163,kidney neoplasm,UBERON:0002113,kidney
MONDO:0021222,lacrimal gland neoplasm,UBERON:0001817,lacrimal gland
MONDO:0021071,laryngeal neoplasm,UBERON:0001737,larynx
MONDO:0021249,lip neoplasm,UBERON:0001833,lip
MONDO:0004721,liver neoplasm,UBERON:0002107,liver
MONDO:0004546,lumbar plexus neoplasm,UBERON:0034987,lumbar nerve plexus
MONDO:0003639,lung hilum neoplasm,UBERON:0004886,lung hilus
MONDO:0021117,lung neoplasm,UBERON:0002048,lung
MONDO:0005841,maxillary neoplasm,UBERON:0011597,bone of upper jaw
MONDO:0006850,maxillary sinus neoplasm,UBERON:0001764,maxillary sinus
MONDO:0004756,nasal cavity neoplasm,UBERON:0001707,nasal cavity
MONDO:0005375,nasopharyngeal neoplasm,UBERON:0001728,nasopharynx
MONDO:0021389,neoplasm of aortic body,UBERON:0034971,aortic body
MONDO:0021374,neoplasm of cerebrum,UBERON:0001893,telencephalon
MONDO:0021388,neoplasm of chest wall,UBERON:0016435,chest wall
MONDO:0021378,neoplasm of endocardium,UBERON:0002165,endocardium
MONDO:0021379,neoplasm of epicardium,UBERON:0002348,epicardium
MONDO:0021355,neoplasm of esophagus,UBERON:0001043,esophagus
MONDO:0021579,neoplasm of femur,UBERON:0000981,femur
MONDO:0021383,neoplasm of floor of mouth,UBERON:0003679,mouth floor
MONDO:0021358,neoplasm of hypopharynx,UBERON:0001051,hypopharynx
MONDO:0021580,neoplasm of jaw,UBERON:0001708,jaw skeleton
MONDO:0021368,neoplasm of major salivary gland,UBERON:0001829,major salivary gland
MONDO:0021386,neoplasm of mediastinum,UBERON:0003728,mediastinum
MONDO:0021366,neoplasm of middle ear,UBERON:0001756,middle ear
MONDO:0021370,neoplasm of minor salivary gland,UBERON:0001830,minor salivary gland
MONDO:0021380,neoplasm of myocardium,UBERON:0002349,myocardium
MONDO:0021351,neoplasm of neck,UBERON:0000974,neck
MONDO:0021364,neoplasm of oropharynx,UBERON:0001729,oropharynx
MONDO:0021373,neoplasm of parietal lobe,UBERON:0001872,parietal lobe
MONDO:0021381,neoplasm of pericardium,UBERON:0002407,pericardium
MONDO:0021372,neoplasm of temporal lobe,UBERON:0001871,temporal lobe
MONDO:0021348,neoplasm of testis,UBERON:0000473,testis
MONDO:0021350,neoplasm of thorax,UBERON:0000915,thoracic segment of trunk
MONDO:0003100,nerve plexus neoplasm,UBERON:0001810,nerve plexus
MONDO:0003103,nerve root neoplasm,UBERON:0002211,nerve root
MONDO:0021248,nervous system neoplasm,UBERON:0001016,nervous system
MONDO:0002482,nipple neoplasm,UBERON:0002030,nipple
MONDO:0004709,occipital lobe neoplasm,UBERON:0002021,occipital lobe
MONDO:0021192,odontogenic neoplasm,UBERON:0001091,calcareous tooth
MONDO:0002722,olfactory nerve neoplasm,UBERON:0001579,olfactory nerve
MONDO:0002640,optic nerve neoplasm,UBERON:0000941,cranial nerve II
MONDO:0021245,oral cavity neoplasm,UBERON:0000167,oral cavity
MONDO:0021068,ovarian neoplasm,UBERON:0000992,ovary
MONDO:0005286,palatal neoplasm,UBERON:0001716,secondary palate
MONDO:0020172,palpebral epidermal tumor,UBERON:0001457,skin of eyelid
MONDO:0020176,palpebral sebaceous gland tumor,UBERON:0013231,sebaceous gland of eyelid
MONDO:0021076,pancreatic exocrine neoplasm,UBERON:0000017,exocrine pancreas
MONDO:0021040,pancreatic neoplasm,UBERON:0001264,pancreas
MONDO:0005815,pancreatic neuroendocrine neoplasm,UBERON:0000016,endocrine pancreas
MONDO:0005289,paranasal sinus neoplasm (disease),UBERON:0001825,paranasal sinus
MONDO:0002219,paraurethral gland neoplasm,UBERON:0010145,paraurethral gland
MONDO:0021243,parotid gland neoplasm,UBERON:0001831,parotid gland
MONDO:0006895,penile neoplasm,UBERON:0000989,penis
MONDO:0001406,peripheral nervous system neoplasm,UBERON:0000010,peripheral nervous system
MONDO:0006901,peritoneal neoplasm,UBERON:0002358,peritoneum
MONDO:0021246,pharynx neoplasm,UBERON:0006562,pharynx
MONDO:0021232,pineal body neoplasm,UBERON:0001905,pineal body
MONDO:0021218,placenta neoplasm,UBERON:0001987,placenta
MONDO:0021065,pleural neoplasm,UBERON:0000977,pleura
MONDO:0003257,posterior pituitary gland neoplasm,UBERON:0002198,neurohypophysis
MONDO:0021259,prostate neoplasm,UBERON:0002367,prostate gland
MONDO:0002165,rectal neoplasm,UBERON:0001052,rectum
MONDO:0002423,rectosigmoid junction neoplasm,UBERON:0036214,rectosigmoid junction
MONDO:0003719,renal pelvis neoplasm,UBERON:0001224,renal pelvis
MONDO:0006054,reproductive system neoplasm,UBERON:0000990,reproductive system
MONDO:0003192,rete ovarii neoplasm,UBERON:0010185,rete ovarii
MONDO:0003562,rete testis neoplasm,UBERON:0003959,rete testis
MONDO:0021231,retina neoplasm,UBERON:0000966,retina
MONDO:0003319,scrotum neoplasm,UBERON:0001300,scrotum
MONDO:0006963,sebaceous gland neoplasm,UBERON:0001821,sebaceous gland
MONDO:0002790,seminal vesicle tumor,UBERON:0000998,seminal vesicle
MONDO:0006971,sigmoid neoplasm,UBERON:0001159,sigmoid colon
MONDO:0002848,skeletal muscle neoplasm,UBERON:0001134,skeletal muscle tissue
MONDO:0002531,skin neoplasm,UBERON:0000014,zone of skin
MONDO:0002785,skull base neoplasm,UBERON:0002517,basicranium
MONDO:0004251,small intestine neoplasm,UBERON:0002108,small intestine
MONDO:0004047,sphenoidal sinus neoplasm,UBERON:0001724,sphenoidal sinus
MONDO:0002626,spinal accessory nerve neoplasm,UBERON:0009674,accessory XI nerve spinal component
MONDO:0021234,spinal cord neoplasm,UBERON:0002240,spinal cord
MONDO:0021578,sternal neoplasm,UBERON:0000975,sternum
MONDO:0000933,subglottis neoplasm,UBERON:0036068,subglottis
MONDO:0021242,sublingual gland neoplasm,UBERON:0001832,sublingual gland
MONDO:0021244,submandibular gland neoplasm,UBERON:0001736,submandibular gland
MONDO:0004427,supraglottis neoplasm,UBERON:0036263
MONDO:0002381,sweat gland neoplasm,UBERON:0001820,sweat gland
MONDO:0002528,synovium neoplasm,UBERON:0002018,synovial membrane of synovial joint
MONDO:0005197,thymus neoplasm,UBERON:0002370,thymus
MONDO:0015074,thyroid tumor,UBERON:0002046,thyroid gland
MONDO:0021240,tongue neoplasm,UBERON:0001723,tongue
MONDO:0021250,tonsil neoplasm,UBERON:0002372,tonsil
MONDO:0021210,trachea neoplasm,UBERON:0003126,trachea
MONDO:0001420,trigeminal nerve neoplasm,UBERON:0001645,trigeminal nerve
MONDO:0002642,trochlear nerve neoplasm,UBERON:0001644,trochlear nerve
MONDO:0002872,trophoblastic neoplasm,UBERON:0000088,trophoblast
MONDO:0021354,tumor of adipose tissue,UBERON:0001013,adipose tissue
MONDO:0021375,tumor of duodenum,UBERON:0002114,duodenum
MONDO:0021385,tumor of extrahepatic bile duct,UBERON:0003703,extrahepatic bile duct
MONDO:0016743,tumor of meninges,UBERON:0010743,meningeal cluster
MONDO:0021360,tumor of parathyroid gland,UBERON:0001132,parathyroid gland
MONDO:0021357,tumor of salivary gland,UBERON:0001044,saliva-secreting gland
MONDO:0021353,tumor of uterus,UBERON:0000995,uterus
MONDO:0021111,ureter neoplasm,UBERON:0000056,ureter
MONDO:0021239,urethra neoplasm,UBERON:0000057,urethra
MONDO:0021066,urinary system neoplasm,UBERON:0001008,renal system
MONDO:0021230,uterine cervix neoplasm,UBERON:0000002,uterine cervix
MONDO:0021629,uterine ligament neoplasm,UBERON:0036262
MONDO:0021225,uvea neoplasm,UBERON:0001768,uvea
MONDO:0021050,vaginal neoplasm,UBERON:0000996,vagina
MONDO:0001608,vagus nerve neoplasm,UBERON:0001759,vagus nerve
MONDO:0021221,vestibulocochlear nerve neoplasm,UBERON:0001648,vestibulocochlear nerve
