iri	iri label	location	location label
MONDO:0002917	hair disease	UBERON:0001037	strand of hair
MONDO:0021059	head and neck disease	UBERON:0007811	craniocervical region
MONDO:0005042	head disease	UBERON:0000033	head
MONDO:0005267	heart disease	UBERON:0000948	heart
MONDO:0002869	heart valve disease	UBERON:0000946	cardial valve
MONDO:0005570	hematological system disease	UBERON:0002390	hematopoietic system
MONDO:0002515	hepatobiliary disease	UBERON:0002423	hepatobiliary system
MONDO:0001810	hypoglossal nerve disease	UBERON:0001650	hypoglossal nerve
MONDO:0005046	immune system disease	UBERON:0002405	immune system
MONDO:0002467	inner ear disease	UBERON:0001846	internal ear
MONDO:0002051	integumentary system disease	UBERON:0002416	integumental system
MONDO:0005020	intestinal disease	UBERON:0000160	intestine
MONDO:0002289	iris disease	UBERON:0001769	iris
MONDO:0006816	joint disease	UBERON:0000982	skeletal joint
MONDO:0005240	kidney disease	UBERON:0002113	kidney
MONDO:0001854	lacrimal apparatus disease	UBERON:0001750	lacrimal apparatus
MONDO:0004382	laryngeal disease	UBERON:0001737	larynx
MONDO:0001176	lens disease	UBERON:0000965	lens of camera-type eye
MONDO:0004805	leukocyte disease	CL:0000738	leukocyte
MONDO:0004748	lip disease	UBERON:0001833	lip
MONDO:0005154	liver disease	UBERON:0002107	liver
MONDO:0000270	lower respiratory tract disease	UBERON:0001558	lower respiratory tract
MONDO:0005275	lung disease	UBERON:0002048	lung
MONDO:0004928	lymph node disease	UBERON:0000029	lymph node
MONDO:0005833	lymphatic system disease	UBERON:0006558	lymphatic part of lymphoid system
MONDO:0003150	male reproductive system disease	UBERON:0000079	male reproductive system
MONDO:0003276	middle ear disease	UBERON:0001756	middle ear
MONDO:0003767	mitral valve disease	UBERON:0002135	mitral valve
MONDO:0020128	motor neuron disease	CL:0000100	motor neuron
MONDO:0006858	mouth disease	UBERON:0000165	mouth
MONDO:0003939	muscle tissue disease	UBERON:0002385	muscle tissue
MONDO:0005218	muscular disease	UBERON:0001630	muscle organ
MONDO:0002081	musculoskeletal system disease	UBERON:0002204	musculoskeletal system
MONDO:0002884	nail disease	UBERON:0001705	nail
MONDO:0002232	nasal cavity disease	UBERON:0001707	nasal cavity
MONDO:0004821	nasopharyngeal disease	UBERON:0001728	nasopharynx
MONDO:0005071	nervous system disease	UBERON:0001016	nervous system
MONDO:0002436	nose disease	UBERON:0000004	nose
MONDO:0002727	olfactory nerve disease	UBERON:0001579	olfactory nerve
MONDO:0002135	optic nerve disease	UBERON:0000941	cranial nerve II
MONDO:0005558	ovarian disease	UBERON:0000992	ovary
MONDO:0002356	pancreas disease	UBERON:0001264	pancreas
MONDO:0001735	paranasal sinus disease	UBERON:0001825	paranasal sinus
MONDO:0001223	parathyroid gland disease	UBERON:0001132	parathyroid gland
MONDO:0005899	parotid disease	UBERON:0001831	parotid gland
MONDO:0002036	penile disease	UBERON:0000989	penis
MONDO:0000474	pericardium disease	UBERON:0002407	pericardium
MONDO:0003620	peripheral nervous system disease	UBERON:0000010	peripheral nervous system
MONDO:0003381	pituitary gland disease	UBERON:0000007	pituitary gland
MONDO:0005917	placenta disease	UBERON:0001987	placenta
MONDO:0002037	pleural disease	UBERON:0000977	pleura
MONDO:0003105	prostate disease	UBERON:0002367	prostate gland
MONDO:0003628	pulmonary valve disease	UBERON:0002146	pulmonary valve
MONDO:0002285	pupil disease	UBERON:0001771	pupil
MONDO:0001593	rectal disease	UBERON:0001052	rectum
MONDO:0005039	reproductive system disease	UBERON:0000990	reproductive system
MONDO:0005087	respiratory system disease	UBERON:0001004	respiratory system
MONDO:0001142	salivary gland disease	UBERON:0001044	saliva-secreting gland
MONDO:0001269	scleral disease	UBERON:0001773	sclera
MONDO:0006607	sebaceous gland disease	UBERON:0001821	sebaceous gland
MONDO:0005128	sensory system disease	UBERON:0001032	sensory system
MONDO:0000469	sinoatrial node disease	UBERON:0002351	sinoatrial node
MONDO:0020120	skeletal muscle disease	UBERON:0001134	skeletal muscle tissue
MONDO:0005172	skeletal system disease	UBERON:0001434	skeletal system
MONDO:0002545	spinal cord disease	UBERON:0002240	spinal cord
MONDO:0002332	splenic disease	UBERON:0002106	spleen
MONDO:0004298	stomach disease	UBERON:0000945	stomach
MONDO:0019296	subcutaneous tissue disease	UBERON:0011818	superficial fascia
MONDO:0001597	submandibular gland disease	UBERON:0001736	submandibular gland
MONDO:0006615	sweat gland disease	UBERON:0001820	sweat gland
MONDO:0002329	testicular disease	UBERON:0000473	testis
MONDO:0003081	thalamic disease	UBERON:0001897	dorsal plus ventral thalamus
MONDO:0003546	third cranial nerve disease	UBERON:0001643	oculomotor nerve
MONDO:0000651	thoracic disease	UBERON:0000915	thoracic segment of trunk
MONDO:0003393	thymus gland disease	UBERON:0002370	thymus
MONDO:0003240	thyroid gland disease	UBERON:0002046	thyroid gland
MONDO:0001165	tongue disease	UBERON:0001723	tongue
MONDO:0006999	tooth disease	UBERON:0001091	calcareous tooth
MONDO:0002567	tracheal disease	UBERON:0003126	trachea
MONDO:0000471	tricuspid valve disease	UBERON:0002134	tricuspid valve
MONDO:0003543	trigeminal nerve disease	UBERON:0001645	trigeminal nerve
MONDO:0007002	trochlear nerve disease	UBERON:0001644	trochlear nerve
MONDO:0003648	tympanic membrane disease	UBERON:0002364	tympanic membrane
MONDO:0004867	upper respiratory tract disease	UBERON:0001557	upper respiratory tract
MONDO:0001926	ureteral disease	UBERON:0000056	ureter
MONDO:0004184	urethral disease	UBERON:0000057	urethra
MONDO:0002118	urinary system disease	UBERON:0001008	renal system
MONDO:0002654	uterine disease	UBERON:0000995	uterus
MONDO:0002661	uveal disease	UBERON:0001768	uvea
MONDO:0001433	vaginal disease	UBERON:0000996	vagina
MONDO:0001535	vagus nerve disease	UBERON:0001759	vagus nerve
MONDO:0005385	vascular disease	UBERON:0002049	vasculature
MONDO:0004634	vein disease	UBERON:0001638	vein
MONDO:0000812	vertebral column disease	UBERON:0001130	vertebral column
MONDO:0002643	vestibular disease	UBERON:0004681	vestibular system
MONDO:0001563	vestibulocochlear nerve disease	UBERON:0001648	vestibulocochlear nerve
MONDO:0021084	vision disorder	UBERON:0002104	visual system
MONDO:0003584	visual cortex disease	UBERON:0000411	visual cortex
MONDO:0001834	visual pathway disease	UBERON:0001908	optic tract
MONDO:0004860	vitreous disease	UBERON:0001797	vitreous humor
