iri	iri label	disease	disease label
http://purl.obolibrary.org/obo/MONDO_0015143	rare movement disorder	http://purl.obolibrary.org/obo/MONDO_0005395	movement disorder
http://purl.obolibrary.org/obo/MONDO_0015578	rare mycosis	http://purl.obolibrary.org/obo/MONDO_0002041	fungal infectious disease
http://purl.obolibrary.org/obo/MONDO_0016645	rare neoplastic disease	http://purl.obolibrary.org/obo/MONDO_0023370	neoplastic disease or syndrome
http://purl.obolibrary.org/obo/MONDO_0015918	rare neurodegenerative disease	http://purl.obolibrary.org/obo/MONDO_0005559	neurodegenerative disease
http://purl.obolibrary.org/obo/MONDO_0020009	rare neurologic disease	http://purl.obolibrary.org/obo/MONDO_0005071	nervous system disorder
http://purl.obolibrary.org/obo/MONDO_0017414	rare nevus	http://purl.obolibrary.org/obo/MONDO_0005073	melanocytic nevus
http://purl.obolibrary.org/obo/MONDO_0015108	rare non-syndromic intellectual disability	http://purl.obolibrary.org/obo/MONDO_0000509	non-syndromic intellectual disability
http://purl.obolibrary.org/obo/MONDO_0017797	rare odontologic tumor	http://purl.obolibrary.org/obo/MONDO_0021192	odontogenic neoplasm
http://purl.obolibrary.org/obo/MONDO_0020017	rare otorhinolaryngologic disease	http://purl.obolibrary.org/obo/MONDO_0024623	otorhinolaryngologic disease
http://purl.obolibrary.org/obo/MONDO_0020151	rare palpebral disease	http://purl.obolibrary.org/obo/MONDO_0003382	eyelid disease
http://purl.obolibrary.org/obo/MONDO_0015112	rare pancreatic disease	http://purl.obolibrary.org/obo/MONDO_0002356	pancreas disease
http://purl.obolibrary.org/obo/MONDO_0015577	rare parasitic disease	http://purl.obolibrary.org/obo/MONDO_0005135	parasitic infection
http://purl.obolibrary.org/obo/MONDO_0015076	rare parathyroid tumor	http://purl.obolibrary.org/obo/MONDO_0021360	tumor of parathyroid gland
http://purl.obolibrary.org/obo/MONDO_0019059	rare parkinsonian disorder	http://purl.obolibrary.org/obo/MONDO_0021095	parkinsonian disorder
http://purl.obolibrary.org/obo/MONDO_0020126	rare peripheral neuropathy	http://purl.obolibrary.org/obo/MONDO_0005244	peripheral neuropathy
http://purl.obolibrary.org/obo/MONDO_0015680	rare pervasive developmental disorder	http://purl.obolibrary.org/obo/MONDO_0000594	pervasive developmental disorder
http://purl.obolibrary.org/obo/MONDO_0015899	rare primary hyperaldosteronism	http://purl.obolibrary.org/obo/MONDO_0001422	primary aldosteronism
http://purl.obolibrary.org/obo/MONDO_0019096	rare pulmonary hypertension	http://purl.obolibrary.org/obo/MONDO_0005149	pulmonary hypertension
http://purl.obolibrary.org/obo/MONDO_0019750	rare renal disease	http://purl.obolibrary.org/obo/MONDO_0005240	kidney disease
http://purl.obolibrary.org/obo/MONDO_0019749	rare renal tumor	http://purl.obolibrary.org/obo/MONDO_0021163	kidney neoplasm
http://purl.obolibrary.org/obo/MONDO_0020000	rare respiratory disease	http://purl.obolibrary.org/obo/MONDO_0005087	respiratory system disease
http://purl.obolibrary.org/obo/MONDO_0020034	rare respiratory tract neoplasm	http://purl.obolibrary.org/obo/MONDO_0020641	respiratory tract neoplasm
http://purl.obolibrary.org/obo/MONDO_0015940	rare rheumatologic disease	http://purl.obolibrary.org/obo/MONDO_0005554	rheumatologic disorder
http://purl.obolibrary.org/obo/MONDO_0019519	rare skin disease	http://purl.obolibrary.org/obo/MONDO_0005093	skin disease
http://purl.obolibrary.org/obo/MONDO_0019045	rare sleep disorder	http://purl.obolibrary.org/obo/MONDO_0003406	sleep-wake disorder
http://purl.obolibrary.org/obo/MONDO_0019099	rare soft tissue tumor	http://purl.obolibrary.org/obo/MONDO_0006424	soft tissue neoplasm
http://purl.obolibrary.org/obo/MONDO_0015162	rare syndromic intellectual disability	http://purl.obolibrary.org/obo/MONDO_0000508	syndromic intellectual disability
http://purl.obolibrary.org/obo/MONDO_0015125	rare thyroid disease	http://purl.obolibrary.org/obo/MONDO_0003240	thyroid gland disease
http://purl.obolibrary.org/obo/MONDO_0020031	rare tumor	http://purl.obolibrary.org/obo/MONDO_0005070	neoplasm (disease)
http://purl.obolibrary.org/obo/MONDO_0015186	rare tumor of intestine	http://purl.obolibrary.org/obo/MONDO_0021118	intestinal neoplasm
http://purl.obolibrary.org/obo/MONDO_0017632	rare tumor of liver and intrahepatic biliary tract	http://purl.obolibrary.org/obo/MONDO_0024477	liver and intrahepatic bile duct neoplasm
http://purl.obolibrary.org/obo/MONDO_0016679	rare tumor of neuroepithelial tissue	http://purl.obolibrary.org/obo/MONDO_0021193	neuroepithelial neoplasm
http://purl.obolibrary.org/obo/MONDO_0015882	rare tumor of pancreas	http://purl.obolibrary.org/obo/MONDO_0021040	pancreatic neoplasm
http://purl.obolibrary.org/obo/MONDO_0018505	rare tumor of small intestine	http://purl.obolibrary.org/obo/MONDO_0004251	small intestine neoplasm
http://purl.obolibrary.org/obo/MONDO_0020032	rare urinary tract tumor	http://purl.obolibrary.org/obo/MONDO_0021066	urinary system neoplasm
http://purl.obolibrary.org/obo/MONDO_0019298	rare urticaria	http://purl.obolibrary.org/obo/MONDO_0005492	urticaria (disease)
http://purl.obolibrary.org/obo/MONDO_0016252	rare uterine cancer	http://purl.obolibrary.org/obo/MONDO_0002715	uterine cancer
http://purl.obolibrary.org/obo/MONDO_0019048	rare vascular disease	http://purl.obolibrary.org/obo/MONDO_0005385	vascular disease
http://purl.obolibrary.org/obo/MONDO_0016228	rare vascular tumor	http://purl.obolibrary.org/obo/MONDO_0024296	vascular neoplasm
http://purl.obolibrary.org/obo/MONDO_0015576	rare viral disease	http://purl.obolibrary.org/obo/MONDO_0005108	viral infectious disease
