iri,iri label,disease,disease label
http://purl.obolibrary.org/obo/MONDO_0020496,familial porencephaly,http://purl.obolibrary.org/obo/MONDO_0017410,porencephaly
http://purl.obolibrary.org/obo/MONDO_0008296,familial porphyria cutanea tarda,http://purl.obolibrary.org/obo/MONDO_0015104,porphyria cutanea tarda
http://purl.obolibrary.org/obo/MONDO_0016365,familial primary hyperparathyroidism,http://purl.obolibrary.org/obo/MONDO_0010837,primary hyperparathyroidism (disease)
http://purl.obolibrary.org/obo/MONDO_0007101,familial primary localized cutaneous amyloidosis,http://purl.obolibrary.org/obo/MONDO_0015301,primary cutaneous amyloidosis
http://purl.obolibrary.org/obo/MONDO_0023122,familial prostate cancer,http://purl.obolibrary.org/obo/MONDO_0008315,prostate cancer
http://purl.obolibrary.org/obo/MONDO_0016340,familial restrictive cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0005201,restrictive cardiomyopathy
http://purl.obolibrary.org/obo/MONDO_0016473,familial rhabdoid tumor,http://purl.obolibrary.org/obo/MONDO_0002728,rhabdoid tumor
http://purl.obolibrary.org/obo/MONDO_0018829,familial schizencephaly,http://purl.obolibrary.org/obo/MONDO_0010011,schizencephaly
http://purl.obolibrary.org/obo/MONDO_0012061,familial sick sinus syndrome,http://purl.obolibrary.org/obo/MONDO_0001823,sick sinus syndrome
http://purl.obolibrary.org/obo/MONDO_0018257,familial syringomyelia,http://purl.obolibrary.org/obo/MONDO_0017987,syringomyelia
http://purl.obolibrary.org/obo/MONDO_0019111,familial thrombocytosis,http://purl.obolibrary.org/obo/MONDO_0002249,thrombocytosis disease
http://purl.obolibrary.org/obo/MONDO_0008565,familial thyroglossal duct cyst,http://purl.obolibrary.org/obo/MONDO_0006460,thyroglossal duct cyst
http://purl.obolibrary.org/obo/MONDO_0017329,familial vesicoureteral reflux,http://purl.obolibrary.org/obo/MONDO_0006007,vesicoureteral reflux (disease)
http://purl.obolibrary.org/obo/MONDO_0017143,genetic infertility,http://purl.obolibrary.org/obo/MONDO_0005047,infertility disorder
http://purl.obolibrary.org/obo/MONDO_0043009,genetic lethal multiple congenital anomalies/dysmorphic syndrome,http://purl.obolibrary.org/obo/MONDO_0018731,lethal multiple congenital anomalies/dysmorphic syndrome
http://purl.obolibrary.org/obo/MONDO_0024257,genetic motor neuron disease,http://purl.obolibrary.org/obo/MONDO_0020128,motor neuron disease
http://purl.obolibrary.org/obo/MONDO_0043005,genetic multiple congenital anomalies/dysmorphic syndrome,http://purl.obolibrary.org/obo/MONDO_0019042,multiple congenital anomalies/dysmorphic syndrome
http://purl.obolibrary.org/obo/MONDO_0043008,genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,http://purl.obolibrary.org/obo/MONDO_0015161,multiple congenital anomalies/dysmorphic syndrome without intellectual disability
http://purl.obolibrary.org/obo/MONDO_0043007,genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,http://purl.obolibrary.org/obo/MONDO_0015160,multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
http://purl.obolibrary.org/obo/MONDO_0017133,genetic systemic or rheumatologic disease,http://purl.obolibrary.org/obo/MONDO_0020012,systemic or rheumatic disease
http://purl.obolibrary.org/obo/MONDO_0044331,genetic transient congenital hypothyroidism,http://purl.obolibrary.org/obo/MONDO_0015792,transient congenital hypothyroidism
http://purl.obolibrary.org/obo/MONDO_0010601,"gynecomastia, familial",http://purl.obolibrary.org/obo/MONDO_0001571,gynecomastia
http://purl.obolibrary.org/obo/MONDO_0003321,hereditary Wilms' tumor,http://purl.obolibrary.org/obo/MONDO_0006058,Wilms tumor
http://purl.obolibrary.org/obo/MONDO_0018634,hereditary amyloidosis,http://purl.obolibrary.org/obo/MONDO_0019065,amyloidosis (disease)
http://purl.obolibrary.org/obo/MONDO_0019623,hereditary angioedema,http://purl.obolibrary.org/obo/MONDO_0010481,angioedema
http://purl.obolibrary.org/obo/MONDO_0016419,hereditary breast carcinoma,http://purl.obolibrary.org/obo/MONDO_0004989,breast carcinoma
http://purl.obolibrary.org/obo/MONDO_0008185,hereditary chronic pancreatitis,http://purl.obolibrary.org/obo/MONDO_0005003,chronic pancreatitis
http://purl.obolibrary.org/obo/MONDO_0018492,hereditary clear cell renal cell carcinoma,http://purl.obolibrary.org/obo/MONDO_0005005,clear cell renal carcinoma
http://purl.obolibrary.org/obo/MONDO_0007648,hereditary diffuse gastric adenocarcinoma,http://purl.obolibrary.org/obo/MONDO_0005017,diffuse gastric adenocarcinoma
http://purl.obolibrary.org/obo/MONDO_0004166,hereditary fallopian tube carcinoma,http://purl.obolibrary.org/obo/MONDO_0006206,fallopian tube carcinoma
http://purl.obolibrary.org/obo/MONDO_0018502,hereditary gastric cancer,http://purl.obolibrary.org/obo/MONDO_0001056,gastric cancer
http://purl.obolibrary.org/obo/MONDO_0018174,hereditary glaucoma,http://purl.obolibrary.org/obo/MONDO_0005041,glaucoma (disease)
http://purl.obolibrary.org/obo/MONDO_0002408,hereditary hyperbilirubinemia,http://purl.obolibrary.org/obo/MONDO_0024288,hyperbilirubinemia
http://purl.obolibrary.org/obo/MONDO_0021022,hereditary hyperekplexia,http://purl.obolibrary.org/obo/MONDO_0017658,hyperekplexia
http://purl.obolibrary.org/obo/MONDO_0000044,hereditary hypophosphatemic rickets,http://purl.obolibrary.org/obo/MONDO_0024300,hypophosphatemic rickets
http://purl.obolibrary.org/obo/MONDO_0003824,hereditary kidney oncocytoma,http://purl.obolibrary.org/obo/MONDO_0003825,kidney oncocytoma
http://purl.obolibrary.org/obo/MONDO_0019313,hereditary lymphedema,http://purl.obolibrary.org/obo/MONDO_0019297,lymphedema
http://purl.obolibrary.org/obo/MONDO_0018963,hereditary methemoglobinemia,http://purl.obolibrary.org/obo/MONDO_0001117,methemoglobinemia
http://purl.obolibrary.org/obo/MONDO_0015356,hereditary neoplastic syndrome,http://purl.obolibrary.org/obo/MONDO_0021058,neoplastic syndrome
http://purl.obolibrary.org/obo/MONDO_0005334,hereditary nephritis,http://purl.obolibrary.org/obo/MONDO_0001166,nephritis
http://purl.obolibrary.org/obo/MONDO_0018698,hereditary neuroendocrine tumor of small intestine,http://purl.obolibrary.org/obo/MONDO_0018510,small intestine neuroendocrine neoplasm
http://purl.obolibrary.org/obo/MONDO_0004587,hereditary night blindness,http://purl.obolibrary.org/obo/MONDO_0004588,night blindness
http://purl.obolibrary.org/obo/MONDO_0043878,hereditary optic atrophy,http://purl.obolibrary.org/obo/MONDO_0003608,optic atrophy
http://purl.obolibrary.org/obo/MONDO_0019272,hereditary palmoplantar keratoderma,http://purl.obolibrary.org/obo/MONDO_0006590,palmoplantar keratosis
http://purl.obolibrary.org/obo/MONDO_0003789,hereditary papillary renal cell carcinoma,http://purl.obolibrary.org/obo/MONDO_0017884,papillary renal cell carcinoma
http://purl.obolibrary.org/obo/MONDO_0017953,hereditary periodic fever syndrome,http://purl.obolibrary.org/obo/MONDO_0015137,periodic fever syndrome
http://purl.obolibrary.org/obo/MONDO_0020573,hereditary predisposition to disease,http://purl.obolibrary.org/obo/MONDO_0042489,disease susceptibility
http://purl.obolibrary.org/obo/MONDO_0012580,hereditary pulmonary alveolar proteinosis,http://purl.obolibrary.org/obo/MONDO_0001437,pulmonary alveolar proteinosis
http://purl.obolibrary.org/obo/MONDO_0003008,hereditary renal cell carcinoma,http://purl.obolibrary.org/obo/MONDO_0005086,renal cell carcinoma (disease)
http://purl.obolibrary.org/obo/MONDO_0018160,hereditary retinoblastoma,http://purl.obolibrary.org/obo/MONDO_0008380,retinoblastoma
http://purl.obolibrary.org/obo/MONDO_0015364,hereditary sensory and autonomic neuropathy,http://purl.obolibrary.org/obo/MONDO_0002321,sensory peripheral neuropathy
http://purl.obolibrary.org/obo/MONDO_0019565,hereditary von Willebrand disease,http://purl.obolibrary.org/obo/MONDO_0024574,von Willebrand disease (hereditary or acquired)
http://purl.obolibrary.org/obo/MONDO_0018106,hereditary xanthinuria,http://purl.obolibrary.org/obo/MONDO_0000721,xanthinuria
http://purl.obolibrary.org/obo/MONDO_0017148,heritable pulmonary arterial hypertension,http://purl.obolibrary.org/obo/MONDO_0015924,pulmonary arterial hypertension
http://purl.obolibrary.org/obo/MONDO_0011371,"hydroa vacciniforme, familial",http://purl.obolibrary.org/obo/MONDO_0018024,hydroa vacciniforme
http://purl.obolibrary.org/obo/MONDO_0007776,"hypersensitivity pneumonitis, familial",http://purl.obolibrary.org/obo/MONDO_0017853,hypersensitivity pneumonitis
http://purl.obolibrary.org/obo/MONDO_0007788,"hypertriglyceridemia, familial",http://purl.obolibrary.org/obo/MONDO_0005347,hypertriglyceridemia (disease)
http://purl.obolibrary.org/obo/MONDO_0017755,inborn disorder of bilirubin metabolism,http://purl.obolibrary.org/obo/MONDO_0024431,bilirubin metabolism disease
http://purl.obolibrary.org/obo/MONDO_0019052,inborn errors of metabolism,http://purl.obolibrary.org/obo/MONDO_0005066,metabolic disease
http://purl.obolibrary.org/obo/MONDO_0007403,inherited Creutzfeldt-Jakob disease,http://purl.obolibrary.org/obo/MONDO_0005357,Creutzfeldt Jacob disease
http://purl.obolibrary.org/obo/MONDO_0017893,inherited acute myeloid leukemia,http://purl.obolibrary.org/obo/MONDO_0018874,acute myeloid leukemia
http://purl.obolibrary.org/obo/MONDO_0001713,inherited aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,aplastic anemia
http://purl.obolibrary.org/obo/MONDO_0037940,inherited auditory system disease,http://purl.obolibrary.org/obo/MONDO_0002409,auditory system disease
http://purl.obolibrary.org/obo/MONDO_0021181,inherited blood coagulation disorder,http://purl.obolibrary.org/obo/MONDO_0001531,blood coagulation disease
http://purl.obolibrary.org/obo/MONDO_0017129,inherited cardiac tumor,http://purl.obolibrary.org/obo/MONDO_0021209,heart neoplasm
http://purl.obolibrary.org/obo/MONDO_0044807,inherited dystonia,http://purl.obolibrary.org/obo/MONDO_0003441,dystonic disorder
http://purl.obolibrary.org/obo/MONDO_0019276,inherited epidermolysis bullosa,http://purl.obolibrary.org/obo/MONDO_0006541,epidermolysis bullosa
http://purl.obolibrary.org/obo/MONDO_0003847,inherited genetic disease,http://purl.obolibrary.org/obo/MONDO_0000001,disease or disorder
http://purl.obolibrary.org/obo/MONDO_0019050,inherited hemoglobinopathy,http://purl.obolibrary.org/obo/MONDO_0044348,hemoglobinopathy
http://purl.obolibrary.org/obo/MONDO_0015947,inherited ichthyosis,http://purl.obolibrary.org/obo/MONDO_0019269,ichthyosis (disease)
http://purl.obolibrary.org/obo/MONDO_0042966,inherited mitral valve disease,http://purl.obolibrary.org/obo/MONDO_0003767,mitral valve disease
http://purl.obolibrary.org/obo/MONDO_0024237,inherited neurodegenerative disorder,http://purl.obolibrary.org/obo/MONDO_0005559,neurodegenerative disease
http://purl.obolibrary.org/obo/MONDO_0025511,inherited neuroendocrine tumor,http://purl.obolibrary.org/obo/MONDO_0019496,neuroendocrine neoplasm
http://purl.obolibrary.org/obo/MONDO_0019142,inherited porphyria,http://purl.obolibrary.org/obo/MONDO_0037939,porphyria
http://purl.obolibrary.org/obo/MONDO_0012901,inherited prekallikrein deficiency,http://purl.obolibrary.org/obo/MONDO_0044744,prekallikrein deficiency
http://purl.obolibrary.org/obo/MONDO_0019852,inherited primary ovarian failure,http://purl.obolibrary.org/obo/MONDO_0005387,primary ovarian failure
http://purl.obolibrary.org/obo/MONDO_0017234,inherited prion disease,http://purl.obolibrary.org/obo/MONDO_0005429,prion disease
http://purl.obolibrary.org/obo/MONDO_0009925,inherited pseudoxanthoma elasticum,http://purl.obolibrary.org/obo/MONDO_0024308,pseudoxanthoma elasticum (inherited or acquired)
http://purl.obolibrary.org/obo/MONDO_0023224,inherited reflex epilepsy,http://purl.obolibrary.org/obo/MONDO_0017768,reflex epilepsy
http://purl.obolibrary.org/obo/MONDO_0019118,inherited retinal dystrophy,http://purl.obolibrary.org/obo/MONDO_0004580,retinal degeneration
http://purl.obolibrary.org/obo/MONDO_0017127,inherited soft tissue tumor,http://purl.obolibrary.org/obo/MONDO_0002616,mesenchymal cell neoplasm
http://purl.obolibrary.org/obo/MONDO_0007902,"lichen planus, familial",http://purl.obolibrary.org/obo/MONDO_0006572,lichen planus
http://purl.obolibrary.org/obo/MONDO_0011260,"pancreatic lymphoma, familial",http://purl.obolibrary.org/obo/MONDO_0002114,pancreas lymphoma
http://purl.obolibrary.org/obo/MONDO_0012484,"prosopagnosia, hereditary",http://purl.obolibrary.org/obo/MONDO_0003227,prosopagnosia (disease)
http://purl.obolibrary.org/obo/MONDO_0010127,"thymoma, familial",http://purl.obolibrary.org/obo/MONDO_0006456,thymoma (disease)
http://purl.obolibrary.org/obo/MONDO_0008648,"ventricular tachycardia, familial",http://purl.obolibrary.org/obo/MONDO_0005477,ventricular tachycardia
