# curie_map:
#   OMIM: http://omim.org/entry/
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: http://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/omim_hasdbxref_orphanet.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2022-03-07/mappings/omim_hasdbxref_orphanet.sssom.tsv
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	predicate_id	object_id	match_type	subject_label	subject_category	predicate_label	predicate_modifier	object_label	object_category	author_id	author_label	reviewer_id	reviewer_label	creator_id	creator_label	license	subject_source	subject_source_version	object_source	object_source_version	mapping_provider	mapping_cardinality	mapping_tool	mapping_tool_version	mapping_date	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing	match_term_type	semantic_similarity_score	semantic_similarity_measure	see_also	other	comment
OMIM:615198	oboInOwl:hasDbXref	Orphanet:500548	HumanCurated	osteosclerotic metaphyseal dysplasia																																	
OMIM:612918	oboInOwl:hasDbXref	Orphanet:140944	HumanCurated	congenital lipomatous overgrowth, vascular malformations, and epidermal nevi																																	
OMIM:250220	oboInOwl:hasDbXref	Orphanet:93317	HumanCurated	spondylometaphyseal dysplasia, sedaghatian  iia																																	
OMIM:615188	oboInOwl:hasDbXref	Orphanet:91492	HumanCurated	cataract 39, multiple types																																	
OMIM:263520	oboInOwl:hasDbXref	Orphanet:93269	HumanCurated	short-rib thoracic dysplasia 6 with or without polydactyly																																	
OMIM:300990	oboInOwl:hasDbXref	Orphanet:86818	HumanCurated	midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis																																	
OMIM:609313	oboInOwl:hasDbXref	Orphanet:171851	HumanCurated	mental retardation, enteropathy, deafness, peripheral neuropathy, ichthyosis, and keratoderma																																	
OMIM:612961	oboInOwl:hasDbXref	Orphanet:3237	HumanCurated	multiple synostoses syndrome 3																																	
OMIM:609308	oboInOwl:hasDbXref	Orphanet:86812	HumanCurated	muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 1																																	
OMIM:113970	oboInOwl:hasDbXref	Orphanet:543	HumanCurated	burkitt lymphoma																																	
OMIM:612956	oboInOwl:hasDbXref	Orphanet:228140	HumanCurated	ventricular fibrillation, paroxysmal familial, 2																																	
OMIM:609304	oboInOwl:hasDbXref	Orphanet:1934	HumanCurated	developmental and epileptic encephalopathy 3																																	
OMIM:609304	oboInOwl:hasDbXref	Orphanet:1935	HumanCurated	developmental and epileptic encephalopathy 3																																	
OMIM:612954	oboInOwl:hasDbXref	Orphanet:199340	HumanCurated	myopathy, myofibrillar, 6																																	
OMIM:612949	oboInOwl:hasDbXref	Orphanet:353217	HumanCurated	developmental and epileptic encephalopathy 39																																	
OMIM:612937	oboInOwl:hasDbXref	Orphanet:263494	HumanCurated	muscular dystrophy-dystroglycanopathy (limb-girdle),  iia c, 15																																	
OMIM:231095	oboInOwl:hasDbXref	Orphanet:1802	HumanCurated	ghosal hematodiaphyseal dysplasia																																	
OMIM:608013	oboInOwl:hasDbXref	Orphanet:355	HumanCurated	gaucher disease, perinatal lethal																																	
OMIM:608013	oboInOwl:hasDbXref	Orphanet:85212	HumanCurated	gaucher disease, perinatal lethal																																	
OMIM:612997	oboInOwl:hasDbXref	Orphanet:276234	HumanCurated	spermatogenic failure 7																																	
OMIM:612999	oboInOwl:hasDbXref	Orphanet:98853	HumanCurated	emery-dreifuss muscular dystrophy 5, autosomal dominant																																	
OMIM:612999	oboInOwl:hasDbXref	Orphanet:261	HumanCurated	emery-dreifuss muscular dystrophy 5, autosomal dominant																																	
OMIM:270685	oboInOwl:hasDbXref	Orphanet:100998	HumanCurated	spastic paraplegia 17, autosomal dominant																																	
OMIM:153100	oboInOwl:hasDbXref	Orphanet:79452	HumanCurated	lymphatic malformation 1																																	
OMIM:609322	oboInOwl:hasDbXref	Orphanet:69077	HumanCurated	rhabdoid tumor predisposition syndrome 1																																	
OMIM:609322	oboInOwl:hasDbXref	Orphanet:99966	HumanCurated	rhabdoid tumor predisposition syndrome 1																																	
OMIM:609322	oboInOwl:hasDbXref	Orphanet:231108	HumanCurated	rhabdoid tumor predisposition syndrome 1																																	
OMIM:610313	oboInOwl:hasDbXref	Orphanet:157820	HumanCurated	crisponi/cold-induced sweating syndrome 2																																	
OMIM:176000	oboInOwl:hasDbXref	Orphanet:79276	HumanCurated	porphyria, acute intermittent																																	
OMIM:600794	oboInOwl:hasDbXref	Orphanet:139536	HumanCurated	neuronopathy, distal hereditary motor,  iia 5a																																	
OMIM:618908	oboInOwl:hasDbXref	Orphanet:397590	HumanCurated	silver-russell syndrome 5																																	
OMIM:618907	oboInOwl:hasDbXref	Orphanet:397590	HumanCurated	silver-russell syndrome 4																																	
OMIM:618906	oboInOwl:hasDbXref	Orphanet:528084	HumanCurated	intellectual developmental disorder with autistic features and language delay, with or without seizures																																	
OMIM:217080	oboInOwl:hasDbXref	Orphanet:1873	HumanCurated	jalili syndrome																																	
OMIM:190351	oboInOwl:hasDbXref	Orphanet:77258	HumanCurated	trichorhinophalangeal syndrome,  iia 3																																	
OMIM:190350	oboInOwl:hasDbXref	Orphanet:77258	HumanCurated	trichorhinophalangeal syndrome,  iia 1																																	
OMIM:257980	oboInOwl:hasDbXref	Orphanet:2721	HumanCurated	odontoonychodermal dysplasia																																	
OMIM:255320	oboInOwl:hasDbXref	Orphanet:598	HumanCurated	minicore myopathy with external ophthalmoplegia																																	
OMIM:255320	oboInOwl:hasDbXref	Orphanet:98905	HumanCurated	minicore myopathy with external ophthalmoplegia																																	
OMIM:217085	oboInOwl:hasDbXref	Orphanet:1338	HumanCurated	congenital heart defects, hamartomas of tongue, and polysyndactyly																																	
OMIM:267300	oboInOwl:hasDbXref	Orphanet:402041	HumanCurated	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss																																	
OMIM:267300	oboInOwl:hasDbXref	Orphanet:18	HumanCurated	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss																																	
OMIM:190330	oboInOwl:hasDbXref	Orphanet:411788	HumanCurated	trichomegaly																																	
OMIM:605637	oboInOwl:hasDbXref	Orphanet:363677	HumanCurated	myopathy, proximal, with ophthalmoplegia																																	
OMIM:605637	oboInOwl:hasDbXref	Orphanet:79091	HumanCurated	myopathy, proximal, with ophthalmoplegia																																	
OMIM:604302	oboInOwl:hasDbXref	Orphanet:85414	HumanCurated	rheumatoid arthritis, systemic juvenile																																	
OMIM:618940	oboInOwl:hasDbXref	Orphanet:98897	HumanCurated	oculopharyngodistal myopathy 2																																	
OMIM:606952	oboInOwl:hasDbXref	Orphanet:352731	HumanCurated	albinism, oculocutaneous,  iia 1b																																	
OMIM:606952	oboInOwl:hasDbXref	Orphanet:79434	HumanCurated	albinism, oculocutaneous,  iia 1b																																	
OMIM:606952	oboInOwl:hasDbXref	Orphanet:352737	HumanCurated	albinism, oculocutaneous,  iia 1b																																	
OMIM:618939	oboInOwl:hasDbXref	Orphanet:861	HumanCurated	treacher collins syndrome 4																																	
OMIM:618935	oboInOwl:hasDbXref	Orphanet:379	HumanCurated	granulomatous disease, chronic, autosomal recessive, 5																																	
OMIM:106995	oboInOwl:hasDbXref	Orphanet:1487	HumanCurated	anonychia-onychodystrophy with hypoplasia or absence of distal phalanges																																	
OMIM:618920	oboInOwl:hasDbXref	Orphanet:293910	HumanCurated	arrhythmogenic right ventricular dysplasia, familial, 14																																	
OMIM:146200	oboInOwl:hasDbXref	Orphanet:189466	HumanCurated	hypoparathyroidism, familial isolated, 1																																	
OMIM:146200	oboInOwl:hasDbXref	Orphanet:2239	HumanCurated	hypoparathyroidism, familial isolated, 1																																	
OMIM:146200	oboInOwl:hasDbXref	Orphanet:2238	HumanCurated	hypoparathyroidism, familial isolated, 1																																	
OMIM:243310	oboInOwl:hasDbXref	Orphanet:2995	HumanCurated	baraitser-winter syndrome 1																																	
OMIM:116300	oboInOwl:hasDbXref	Orphanet:98984	HumanCurated	cataract 30, multiple types																																	
OMIM:116300	oboInOwl:hasDbXref	Orphanet:91492	HumanCurated	cataract 30, multiple types																																	
OMIM:116300	oboInOwl:hasDbXref	Orphanet:98992	HumanCurated	cataract 30, multiple types																																	
OMIM:618918	oboInOwl:hasDbXref	Orphanet:98892	HumanCurated	periventricular nodular heterotopia 9																																	
